Unnamed: 0,tag,content,counts,link_next,link_prev,label,domain
27,html body text sohuheadercode center table tr td table tbody tr td a  ,BBS,151,1,1,0,cleaneval
28,html body text sohuheadercode center table tr td table tbody tr td  ,-,154,1,1,0,cleaneval
29,html body text sohuheadercode center table tr td table tbody tr td a font  ,搜狗,159,0,1,0,cleaneval
30,html body text table tr td table tr td a  ,财经频道,200,1,0,0,cleaneval
31,html body text table tr td table tr td  ,>,201,1,1,0,cleaneval
32,html body text table tr td table tr td a  ,国内财经,203,0,1,0,cleaneval
33,html body text table tr td table tr td b  ,	民间资本成投资活动的主体 民间资本路在何方 	,223,0,0,1,cleaneval
34,html body text table tr td table tr td  ,		 时间：2004年10月21日14:18 			 			作者：郭励弘 		,239,1,0,0,cleaneval
35,html body text table tr td table tr td a  ,我来说两句(,245,1,1,0,cleaneval
36,html body text table tr td table tr td a span  ,0,247,1,1,0,cleaneval
37,html body text table tr td table tr td a  ,),248,0,1,0,cleaneval
38,html body text table tr td table form tbody tr td a  ,热点排行,263,1,0,0,cleaneval
39,html body text table tr td table form tbody tr td a  ,进入财经社区,267,1,1,0,cleaneval
40,html body text table tr td table form tbody tr td  ,相关新闻:,270,1,1,0,cleaneval
41,html body text table tr td table form tbody tr td select option  ,标题,276,1,1,0,cleaneval
42,html body text table tr td table form tbody tr td select option  ,内容,279,0,1,0,cleaneval
43,html body text table tr td table tr td table tbody tr td b a font  ,理财,307,1,0,0,cleaneval
44,html body text table tr td table tr td table tbody tr td b font  ,：,309,1,1,0,cleaneval
45,html body text table tr td table tr td table tbody tr td font a  ,上海建筑结构师的月薪,312,1,1,0,cleaneval
46,html body text table tr td table tr td table tbody tr td font a  ,也说加薪成功之经验,317,1,1,0,cleaneval
47,html body text table tr td table tr td table tbody tr td a font  ,说死也不去大城市的理由,322,1,1,0,cleaneval
48,html body text table tr td table tr td table tbody tr td b a font  ,股票,331,1,1,0,cleaneval
49,html body text table tr td table tr td table tbody tr td b  ,：,332,1,1,0,cleaneval
50,html body text table tr td table tr td table tbody tr td font a font  ,历史上著名的名贵王冠一览,336,1,1,0,cleaneval
51,html body text table tr td table tr td table tbody tr td font a  ,揭露日本车惊人内幕(组图),341,1,1,0,cleaneval
52,html body text table tr td table tr td table tbody tr td font a  ,五年大熊为造几千名富翁?,346,1,1,0,cleaneval
53,html body text table tr td table tr td table tbody tr td b a font  ,评论,354,1,1,0,cleaneval
54,html body text table tr td table tr td table tbody tr td b font  ,：,356,1,1,0,cleaneval
55,html body text table tr td table tr td table tbody tr td a font  ,年三十不放假 我猜大有深意,359,1,1,0,cleaneval
56,html body text table tr td table tr td table tbody tr td a  ,"津巴布韦是中国""殖民地""？",363,1,1,0,cleaneval
57,html body text table tr td table tr td table tbody tr td a font  ,2005CCTV中国经济年度人物评选,368,1,1,0,cleaneval
58,html body text table tr td table tr td table tbody tr td b a font  ,数码,376,1,1,0,cleaneval
59,html body text table tr td table tr td table tbody tr td b font  ,：,378,1,1,0,cleaneval
60,html body text table tr td table tr td table tbody tr td a  ,赵本山春晚小品提前揭迷,380,1,1,0,cleaneval
61,html body text table tr td table tr td table tbody tr td a font  ,600块钱也能买彩屏手机?,385,1,1,0,cleaneval
62,html body text table tr td table tr td table tbody tr td a  ,手机评选第1期获奖网友名单揭晓,389,1,1,0,cleaneval
63,html body text table tr td table tr td a  ,财富小窍门，订阅家庭理财！,392,1,1,0,cleaneval
64,html body text table tr td table tr td a  ,发送GP到6666 随时随地查行情,395,0,1,0,cleaneval
65,html body text table tr td table tr td table tr td p  ,伴随着国务院《关于投资体制改革的决定》出台，确立了民间资本成为投资活动的主体之一。放宽社会资本的投资领域的规定，给民间资本发展开拓了新空间。与此同时，铁路、航空等垄断领域也逐渐有了民间资本的身影。,409,1,0,1,cleaneval
66,html body text table tr td table tr td table tr td p  ,坚冰已经打破，但国务院发展研究中心技术经济研究部的郭励弘却撰文指出，把民资置于完全垄断的领域，无疑是以卵击石，而城市基础设施将成为它们寻找奶酪的新领地。夸张点说，民间资本的一条“活路”是城市基础设施。,412,1,1,1,cleaneval
67,html body text table tr td table tr td table tr td p  ,民间投资以较少的资源获得较快的发展，说明其效率、效益比政府投资更高。我国至2020年将增加一倍的城市人口，增加两倍的城市建成区，城市化对基础服务的巨大需求，为民间投资提供了广阔的舞台。从产业组织的角度来看，民间资本将突破政府资本的小农经济格局，担起产业整合的大任。,415,1,1,1,cleaneval
68,html body text table tr td table tr td table tr td p  ,寸草报春晖。无论东部地区还是中西部地区，民间投资城市基础服务已经形成潮流，而且有日益汹涌之势。但也要看到，除了特许权经营制度尚待建立和完善之外，不少城市还存在着观念障碍及行政障碍，相同的是这些障碍都来自垄断的惯性。,418,1,1,1,cleaneval
69,html body text table tr td table tr td table tr td p strong  ,民间资本的新通路,422,1,1,1,cleaneval
70,html body text table tr td table tr td table tr td p  ,上世纪90年代中后期，在政府未设准入禁令的各个产业方向上，短缺经济基本结束，买方市场初步形成。于是包括外资在内的民间资本，开始把目光投向那些长期由政府包办的投资领域，基础设施建设越来越成为关注焦点。1995年，国务院发展研究中心举办了“基础设施建设国际高层论坛”，在会议文件中已经指出“民营化是发展趋势”，这在当时来说是相当超前的观念。,425,1,1,1,cleaneval
71,html body text table tr td table tr td table tr td p strong  ,投资效益高,429,1,1,1,cleaneval
72,html body text table tr td table tr td table tr td p  ,根据全社会固定资产投资统计，从1981年到2002年，政府投资(按国有经济口径)从745.9亿元增至18877.4亿元，平均年增16.6%；民间投资(按非国有经济口径)从165亿元增至24622.5亿元，平均年增26.9%。22年间，民间投资的年增幅比政府投资高出10个百分点，这是改革开放的巨大成就之一，也是中国经济持续高速发展的主要原因之一。,432,1,1,1,cleaneval
73,html body text table tr td table tr td table tr td p  ,目前，社会资金这一关键要素的配置仍然是以政府为主来进行，而且配置的方向是向政府公司、政府项目高度倾斜。其一，在很长一段时期内股票市场的宗旨是“为国企脱困服务”，所以到目前为止，股票和可转换债券90%以上是由政府公司发行。其二，当企业债券的发行由,435,1,1,1,cleaneval
74,html body text table tr td table tr td table tr td p a  ,中国人民银行,437,1,1,1,cleaneval
75,html body text table tr td table tr td table tr td p  ,审批时，百分之百批给政府公司；1999年改由国家计委审批后，百分之百批给政府项目。其三，用于投资的国债，绝大部分归政府项目支配。其四，关于银行对非国有经济的贷款比例有各种不同的估计，比较乐观的判断出自中国人民银行统计司的一次调查：1998年，“在金融机构的各项贷款中，短期贷款的44.4%、中长期贷款的24.8%贷给了非国有经济。”自1998年起政府投资愈加发力，占用了更多的资源，所以可以认为政府与民间之间的中长期贷款比例没有大的变化，仍为75∶25。,438,1,1,1,cleaneval
76,html body text table tr td table tr td table tr td p  ,以上产出与投入两个方面的比较，明确显示出民间投资是以较少的资源获得较快的发展，从而用中国的数据支持了早已被市场经济国家视为公理的一个结论：和政府投资相比，民间投资的效率、效益更高。高效率和高效益，这正是民间资本可持续发展的基础；政府的投资，则在很大程度上是靠坏账战略及行政垄断这两个轮子来推进。,441,1,1,1,cleaneval
77,html body text table tr td table tr td table tr td p strong  ,投资范围广,445,1,1,1,cleaneval
78,html body text table tr td table tr td table tr td p  ,要说明什么是基础设施，可以借助世界银行1994世界发展报告《为发展提供基础设施》的概念——基础设施可以分为两大类：一类是经济基础设施，即永久性工程构筑、设备、设施和它们所提供的为居民所用和用于经济生产的服务，包括公用事业、公共工程以及其他交通部门。另一类是社会基础设施，通常包括文教、医疗保健等。,448,1,1,1,cleaneval
79,html body text table tr td table tr td table tr td p  ,要说明什么是与民间投资有关的城市基础设施，则需要对上述内涵作一些剔除。第一，从地域范围来看，凡农村的和城间的基础设施均不必计入，如灌渠、城际交通等。第二，从资本关系来看，凡由中央政府投资并经营的基础设施均应扣除在外，如铁路、电力、电信等。第三，从产权关系来看，由于长期以来混淆了“所有制”与“所有权”的概念，受“全民所有制”理念的误导，政府的资本、企业至今尚未做到“产权清晰”，“你投资，我拥有”的现象普遍存在。地方政府投资的某些资产可能不属地方政府所有，例如城市配电网；原属中央政府的资产也可能交给地方政府“属地化管理”，例如机场。民间投资关心的是哪些基础设施可以由地方政府决策准入，因此，本文所论述的城市基础设施包括“属地化管理”后的机场一类，不包括城市配电网一类。,451,1,1,1,cleaneval
80,html body text table tr td table tr td table tr td p  ,根据以上区分，民间资本有希望进入的城市基础设施大致如表1。但是表中所列仅只是目前的情况。一方面，民间投资具有水银泻地、无孔不入的特点；另一方面，越来越多的城市政府不仅有了“不求所有、只求所在”的开放意识，而且有了“保护公民合法所有权”的信用观念。情投意合，两相情愿，表1中的内容将会不断扩充。,454,1,1,1,cleaneval
81,html body text table tr td table tr td table tr td p strong  ,城市化对基础服务的巨大需求,458,1,1,1,cleaneval
82,html body text table tr td table tr td table tr td p  ,在城市基础领域，对民间投资的巨大需求将来自三个方面：第一，现有设施不能满足现有城市人口的需要；第二，农村人口向城市人口的转化将不断扩充基础服务的对象；第三，许多基础设施中的政府资本将会减持、退出。归根结底，这些机遇都是源于高速推进的城市化。,461,1,1,1,cleaneval
83,html body text table tr td table tr td table tr td p  ,对于城市化，长期以来直至改革开放初期，我们一直逆规律而行，采取禁止的态度(“离土不离乡，进厂不进城”之类)，后来又改为限制的态度(“发展小城镇”之类)，致使我国的城市化远远落后于工业化，城市人口比重属于全球最低之列。从表2可以看出，按照国际通行的口径来比较，我国农业人口比重不仅高于世界平均水平，而且高于非洲平均水平，高于印度、印尼等人口大国。,464,1,1,1,cleaneval
84,html body text table tr td table tr td table tr td p  ,实际上，中国的特色是有很大一部分人口住在农村但并不从事农业。根据中国统计年鉴，2002年按城乡划分的乡村总人口比重为60.91%，按三次产业划分的第一产业就业人员比重为50%；这大体上可以反映出，农村的非农人口约占全国总人口的10%。,467,1,1,1,cleaneval
85,html body text table tr td table tr td table tr td p  ,中国的另一特色在于“城市”主要是行政范围而不是产业区划，因此所有“城市”中或多或少都有乡村，都有农业人口。4个直辖市中城市化程度最高的北京，其农业人口比例(8.5%)仍然高于全欧洲的平均水平(8.2%)；至于重庆，则完全是个农业“城市”，乡村“城市”。,470,1,1,1,cleaneval
86,html body text table tr td table tr td table tr td p  ,从1985年到2002年，我国城镇人口平均每年递增4.2%，这反映出城市化的速度；城市建成区面积平均每年递增6.2%，其高出城镇人口增长率的两个百分点，反映出城市化的质量不断提高。假定在实现全面小康之前能够一直保持这样的速度，那么2020年的城镇人口将达到10.5亿人，比2002年(5.02亿人)高出一倍还多；2020年的城市建成区面积可达到7.7万平方公里，比2002年(2.6万平方公里)高出将近两倍。即使如此，全面小康之际的农村人口仍约占总人口的25%，仅相当于目前伊朗、蒙古、墨西哥等国的水平，或1990年时南美洲的平均水平。,473,1,1,1,cleaneval
87,html body text table tr td table tr td table tr td p  ,增加一倍的城市人口，增加两倍的城市建成区，这就是城市化的浓缩内涵！如此规模的城市化进程，必然要依靠数额巨大的基础设施投资作为支撑，民间资本大有用武之地。,476,1,1,1,cleaneval
88,html body text table tr td table tr td table tr td p strong  ,产业整合期盼民间资本,480,1,1,1,cleaneval
89,html body text table tr td table tr td table tr td p  ,政府军以野战为主，民兵以保卫家乡为责，这是一场全民战争中的大体分工。但是在城市基础设施领域，我们看到了完全相反的情况。,483,1,1,1,cleaneval
90,html body text table tr td table tr td table tr td p  ,条块分割是政府资本的基本形态。这种分割再加上长期的政府垄断，就使得许多本应产业化、规模化发展的城市基础服务，变成了各城市自给自足(或自给不自足)的自然经济，政府的心态也未能超越满足于男耕女织的小农心态。,486,1,1,1,cleaneval
91,html body text table tr td table tr td table tr td p  ,在改革开放的条件下，当政府资本无法维持自然经济的时候，就需要有专业资本、战略投资者的介入。前些年的水务市场就是个非常典型的例证：政府资本孤守一城一池，境外资本攻城略地。,489,1,1,1,cleaneval
92,html body text table tr td table tr td table tr td p  ,近两年来，洋水务因水土不服而陆续退出中国市场；最早(1992年10月)拿下项目合同的苏伊士昂帝欧水务集团，其代表处也于2003年春从北京京城大厦黯然撤离。但是政府的杂牌军难以阻挡挟优势资本、技术与管理而来的境外兵团，却仍然给人们留下了深刻的印象。,492,1,1,1,cleaneval
93,html body text table tr td table tr td table tr td p  ,城市燃气管网则是另外一幅景象，产业整合主要是靠国内民间资本推进的。其中，以罐装液化气起家、1994年进入管网燃气市场的河北新奥燃气公司，至2003年初已成功取得对30多个城市管网燃气的特许权经营，市场覆盖人口近1000万。,495,1,1,1,cleaneval
94,html body text table tr td table tr td table tr td p  ,国内民间资本在向城市基础设施进军时，搞“多元化经营”还是搞规模化经营，搞“资本运营”还是搞实业投资，这是个严肃的战略选择，关系到今后是否有能力对抗又一波的外资攻略。另一方面，城市政府在考虑基础服务民营化的时候，不应该以条块分割的习惯性思维方式去担心本地民营经济是否有足够的实力，因为民间资本没有条块之分，它们正在为产业整合培育和壮大野战能力。,498,1,1,1,cleaneval
95,html body text table tr td table tr td table tr td p strong  ,清醒认识民间投资的回报率,502,1,1,1,cleaneval
96,html body text table tr td table tr td table tr td p  ,在很多情况下，城市基础设施项目之所以不具有对民间资本的吸引力，是由于投资回报不能满足投资者的期望。很多案例则说明，如果答允了过高的投资回报，固然有利于招商，却使政府陷入无法兑现承诺的尴尬境地。,505,1,1,1,cleaneval
97,html body text table tr td table tr td table tr td p  ,投资回报率隐伏的问题和引起的争纷已经太多了，政府对投资回报率一定要有清醒的认识。,508,1,1,1,cleaneval
98,html body text table tr td table tr td table tr td p  ,特许权经营协议的核心问题是投资回报率，但投资回报率的文字表述却未必在协议中列出。这是因为，投资回报率是所有投入要素与产出要素的计算结果，协议双方的谈判内容和协议的条款内容，都是针对这些要素的定量或定性的共识。,511,1,1,1,cleaneval
99,html body text table tr td table tr td table tr td p  ,投资者对于投资回报各有各的追求，各有各的期望，不可能规定一个统一的衡量标准。但是另一方面，投资回报率的期望值无非取决于两个主要的影响因素：一是机会成本，也就是如果不去搞城市基础设施项目而是向其他领域投资，可获取什么样的投资回报；二是风险贴水，也就是投资风险越高，越需要提高回报率要求，这样才能在扣除风险后达到正常的回报率。,514,1,1,1,cleaneval
100,html body text table tr td table tr td table tr td p  ,城市政府在把基础设施推向市场时，应该尽量做出减少各类风险的安排，以期降低投资者对投资回报率的要求，最终也就是降低基础服务价格。前些年通胀基本为零时，浙江省民间资本之间的借贷利率（3～5年期）约为10％～12％，而国有银行的长期贷款利率为6％左右，这个差幅可作为投资回报期望值的参考。,517,1,1,1,cleaneval
101,html body text table tr td table tr td table tr td p  ,民间投资城市基础设施时，政府应该调控投资回报，投资者应该规避风险，双方都必须认真分析测算（构成投资回报率的）所有投入、产出因素，并通过商务谈判使某些投入产出参数成为特许权协议中的保证性条款。,520,1,1,1,cleaneval
102,html body text table tr td table tr td table tr td p  ,一来可行性研究中的财务分析毕竟是预测性质的，与项目实施结果必然有误差；二来有些风险因素属于市场风险，政府不可能给出保证，例如客流量等。主要由于这两个原因，所以政府和投资者双方所测得的投资回报率只能是个预期值，而且在特许权协议中没有必要列出这个预期值。民间投资者如果加强经营管理、善于开拓市场，可能获得高于预期的回报；反之，低于预期甚至亏损也不是不可能的，英法海底隧道就是个财务失败的例子。,523,1,1,1,cleaneval
103,html body text table tr td table tr td table tr td p  ,保证投资固定回报率的主要问题在于：首先，投资者既然已经有固定回报率作为保证，就不会再去关心如何降低投资、如何改善经营，这就失去了民间投资最核心的意义——高效率和高效益。其次，政府不仅承担起本该承担的由政府造成的风险，而且承担起不该承担的市场风险，投资者反而没有任何风险之忧，这就使得风险与收益完全不对称，背离市场经济原则和投融资原则。,526,1,1,1,cleaneval
104,html body text table tr td table tr td table tr td p  ,也有些论者是从另一个角度看待这个问题。他们认为，当初大量采用BOT或TOT方式引进外资的时候，银行利率很高，1994年21.8％、1995年15％、1996年10.98％，即使政府保证15％的投资固定回报率，也是情有可原的；这些年来人民币利率7次下调，国内资金相对充裕、融资成本较低、吸引外资总体形势良好，原来承诺的回报率就显得太高了，所以应该修改合同。,529,1,1,1,cleaneval
105,html body text table tr td table tr td table tr td p  ,对于这样的观点笔者不敢苟同，它等于是说，当合同条款对政府有利时应该信守，当合同条款因外部条件变化而对政府不利时则应推翻。这种把合同中的政府一方视为高等级签约人、把民间投资者视为低等级签约人的歧视性做法，在市场经济国家是不可能出现的，甚至是不可想象的。我们可以设问一下，如果签约的另一方是外国政府，我们能够单方面废除合同吗？又如果签约时是低利率而实施合同时遇上了高利率，政府还会废除合同吗？,532,1,1,1,cleaneval
106,html body text table tr td table tr td table tr td p  ,到目前为止，因“保证投资固定回报率”导致合同作废而受损的主要是外资。殷鉴不远，国内民间资本投资城市基础设施时，不能不注意吸取经验教训。,535,1,1,1,cleaneval
107,html body text table tr td table tr td table tr td p strong  ,民间资本切入基础设施领域的基本方式,540,1,1,1,cleaneval
108,html body text table tr td table tr td table tr td p  ,“要不要”让民间资本进入基础设施领域，对于各级政府来说这已经不是一个问题了。十六届三中全会明确指出，“放宽市场准入，允许非公有资本进入法律法规未禁入的基础设施、公用事业及其他行业和领域。”中央的态度如此明朗，这就使得在基础设施领域放弃政府垄断已经算不上是突破性改革，只不过是在贯彻中央精神。,543,1,1,1,cleaneval
109,html body text table tr td table tr td table tr td p  ,但是另一方面，“能不能”使得民间资本顺利进入基础设施领域，则仍然取决于各级政府的改革决心和改革力度，因为这要涉及到诸多的制度建设，绝不是只靠领导表态就能解决的问题。,546,1,1,1,cleaneval
110,html body text table tr td table tr td table tr td p strong  ,特许权经营是基本方式,550,1,1,1,cleaneval
111,html body text table tr td table tr td table tr td p  ,民间资本投资城市基础设施的基本方式是特许权经营。为了大面积地促进民间资本的投资，政府方面需要采取法制化的、规范性的措施，也就是建立特许权经营制度。,553,1,1,1,cleaneval
112,html body text table tr td table tr td table tr td p  ,基础设施领域的特许权经营，是指政府为项目的建设和经营提供特别行政许可，由民间资本作为项目的投资者安排融资、承担风险、开发建设、获取回报。广为人知的BOT（建设—经营—移交），就是特许权经营的一个具体类别。此外还有其他20多个类别，如BT（建设—移交）、BOO（建设—经营—拥有）、ROO（改造—经营—拥有）等。特许权经营是没有固定程式的一种投融资方式，可以因地制宜、因时制宜，发展出许多品类。1996年在“中国—欧盟能源合作研讨会”上，笔者所提出的、根据国内实践总结出来的TOT方式（移交—经营—移交），就是符合中国国情、把侧重点放在融资上的特许权经营新品种。,556,1,1,1,cleaneval
113,html body text table tr td table tr td table tr td p  ,最早的特许权经营案例可以追溯到17世纪初。从1610年起，私人开始向英国政府申请建造和经营灯塔，申请书中包括许多愿意支付过路费的船主的签名；获得政府批准之后，私人租用政府土地建造灯塔，在特许期内管理灯塔并从过往船只收取过路费；特许期满后政府收回灯塔，交给领港公会管理和继续收费。到1820年，英国的46座灯塔中有34座是私人投资建成的。,559,1,1,1,cleaneval
114,html body text table tr td table tr td table tr td p  ,特许权经营在发达国家中已成常例。1994年开通的、目前世界上投资最大的（150亿美元）竣工项目——英法海底隧道，就是其中最著名的一个；1986年先由英法两国外长签署了《法英坎特伯雷条约》，然后授予Margaret Thatcher 和Francois Mitterrand两大财团特许权经营。我国在20世纪80年代完成的BOT项目——由香港和合公司（胡应湘）建造的广东沙角B电厂，是发展中国家特许权经营的首批范例之一。,562,1,1,1,cleaneval
115,html body text table tr td table tr td table tr td p strong  ,从审批走向特许权经营制度,566,1,1,1,cleaneval
116,html body text table tr td table tr td table tr td p  ,我国投融资体制的根本性制度是审批制度。政府资本即使在一些竞争性领域也能保持垄断，排斥民间资本，这往往不是依靠法律法规，而是依靠审批。例如，民营的吉利轿车能够问世，当然是由于浙江省计委批准了汽车厂项目，但很长时期内吉利轿车都属于黑车之列，这又是由于国有的汽车行业协会不批准它进入汽车目录。,569,1,1,1,cleaneval
117,html body text table tr td table tr td table tr td p  ,这种以审批为基础的对民间资本的排斥，不同于国外以法律为基础的政府资本的垄断，所以在中国出现了市场经济国家所没有的垄断新品种：“行政性垄断”。,572,1,1,1,cleaneval
118,html body text table tr td table tr td table tr td p  ,基础设施原属垄断性领域，以“不予审查”、或虽经审查但“不予批准”的方式阻碍民间资本进入，更是理所当然的事情；一旦某个项目确实需要民间资本的话，也只须在项目审批时“松绑”就可实现，似乎没有建立特许权经营制度的必要。所以我们看到，中央职能部门所做过的相关工作，只是原对外经贸部1994年发布的《以BOT方式吸引外商投资有关问题的通知》，原国家计委、原电力部、交通部1995年8月联合发布的《关于试办外商投资特许权项目审批管理有关问题的通知》，原国家计委、,575,1,1,1,cleaneval
119,html body text table tr td table tr td table tr td p a  ,国家,577,1,1,1,cleaneval
120,html body text table tr td table tr td table tr td p a  ,外汇,579,1,1,1,cleaneval
121,html body text table tr td table tr td table tr td p  ,管理局1997年4月联合发布的《境外进行项目融资管理暂行办法》等；这些文件虽然是针对基础设施项目，但只限外资，内容也是强调外汇管理、项目审批、计划审批等，没有多少特许权经营的内容，早已失去指导意义。本来，在广东沙角B电厂走完了BOT的最后一步——移交政府之后，在包括日照电厂、山东中华电力等一系列项目的合同签订之后，特别是在原国家计委亲自操作了广西来宾B电厂的项目融资商务程序及谈判之后，完全有可能提炼出大量共性的内容，形成具有普遍意义的特许权经营法规。但是很遗憾，职能部门对行政审批显然比对制度建设更为热衷，所以长期维持着有特许权项目无特许权制度的局面。,580,1,1,1,cleaneval
122,html body text table tr td table tr td table tr td p  ,制度欠缺带来一系列的负面影响。弊病之一，就是使得本可以在宏观层面上公示、明朗化或解决掉的问题，却在一个个的具体项目上反复出现，引起争执，费时费力，难以形成共识。西气东输可以看作是基础设施项目（管道运输），国家宣布欢迎外商投资、甚至欢迎外商独资，也确实有一批外商兴冲冲前来洽谈；但直至管道即将建成（2004年10月）之际，仍然未能达成特许权协议，外商也已经退出殆尽。从反映出的分歧来看，多为制度性问题，本不必在项目商务谈判的层次上去讨价还价。,583,1,1,1,cleaneval
123,html body text table tr td table tr td table tr td p  ,上行下效。对于城市基础设施，一些城市政府也是习惯于通过项目审批来授予特许权，一般是以红头文件的方式来确立项目及项目公司。问题在于，基础设施的投资和经营是一个长过程，遇上政府换届或文件清理，当初的红头文件未必能够保持效力。此外，一些需要有详尽描述的内容，如价格调整、政府规制、市场保证等，很难以政府文件的形式阐述清楚。,586,1,1,1,cleaneval
124,html body text table tr td table tr td table tr td p  ,最近，,589,1,1,1,cleaneval
125,html body text table tr td table tr td table tr td p a  ,建设部,591,1,1,1,cleaneval
126,html body text table tr td table tr td table tr td p  ,发布了《市政公用事业特许经营管理办法》，2004年5月1日起施行。这个《办法》涉及的行业面窄、特许权品种少、片面强调政府权力，不像特许权经营制度，倒像是“条条干预宣言”。,592,1,1,1,cleaneval
127,html body text table tr td table tr td table tr td p strong  ,特许权经营的两个层次,596,1,1,1,cleaneval
128,html body text table tr td table tr td table tr td p  ,就特定城市的特定领域而言，特许权经营制度可能以相对简单的方式来建立，例如可以由政府直接与民间资本签定有法律效力的合同，以此规范双方的权力、责任、义务、利益等。典型的例子如香港在电力建设方面的特许权授予文本，全称是《香港政府与下列公司达成的管制计划协议：中华电力有限公司、埃克森能源有限公司、半岛电力有限公司、九龙发电有限公司、青山发电有限公司》，简称《管制协议》。此后这5家公司在香港新建、改造任何电力项目，都不需要再与政府签其他合同了。,599,1,1,1,cleaneval
129,html body text table tr td table tr td table tr td p  ,但是我国有4个直辖市、275个地级市、381个县级市，这些城市对民间资本的态度各不相同，每个城市又有许多门类的基础设施，所以不太可能都用合同范本的方式来推进制度建设。一般地来说，对于民间投资城市基础设施，需要建立起包含两个层次的特许权经营制度。,602,1,1,1,cleaneval
130,html body text table tr td table tr td table tr td p  ,第一个层次，由省级政府（或地级市政府）颁布关于特许权经营的地方性法规，建立起较高级别的政策依据和原则规范，同时又具有较好的透明度。,605,1,1,1,cleaneval
131,html body text table tr td table tr td table tr td p  ,《北京市城市基础设施特许经营办法》自2003年10月1日起施行，这是全国第一部特许权经营法规，其开创性意义自不待言。,608,1,1,1,cleaneval
132,html body text table tr td table tr td table tr td p  ,第二个层次，有了法规和体制基础之后，具体到每一个基础设施项目，由城市政府和民间投资者签订特许权经营协议，以合同的方式确保项目的商业化运作。除了关于工程规范、服务质量等因项目而异的内容之外，特许权协议的主要内容是关于商务、财务、法规的条款，其基本宗旨可概括为尽可能提高项目经营条件的确定性与合理性，也就是规范项目的盈利。,611,1,1,1,cleaneval
133,html body text table tr td table tr td table tr td p  ,总之，为吸引民间资本进入城市基础设施建设，关键问题不是加强审批或放弃审批，而是建立起特许权经营制度。这个制度包括政府层面的法规和项目层面的合同，两者不可偏废。,614,1,1,1,cleaneval
134,html body text table tr td table tr td table tr td p strong  ,特许权经营法规的基本框架,618,1,1,1,cleaneval
135,html body text table tr td table tr td table tr td p  ,首先要明确市场准入。从2000年开始，“除了不许进的都许进”成了各级政府对民间投资的标准欢迎辞。问题在于，对基础设施的准入限制并没有集中反映在某一个单项法规中，而是多少年来多少条条块块的多少内部文件之集成；民间投资者固然无从捞摸，就连资历稍浅的专职官员也未必能讲清楚。所以，用穷举的办法拉出准入清单和准入条件，是特许权法规必不可少的一个内容，前述韩国的民间准入就列举出32类基础设施及38项相关法律。,621,1,1,1,cleaneval
136,html body text table tr td table tr td table tr td p  ,地方政府如要建立城市基础设施的特许权法规，最好是本着改革、开放、发展的原则，因地制宜，尽量放宽准入范围。,624,1,1,1,cleaneval
