tag,content,label,depth,domain
html body div main div div section div p span  ,1.	混成教學進化論–從全實體授課到複合教學,1,10,newdata
html body div main div div section div p span  ,2.	如何規劃複合教學課程？不藏私實例分享,1,10,newdata
html body div main div div section div p span  ,3.	與教學團隊共學共好，課程執行沒煩惱,1,10,newdata
html body div main div div section div p span  ,4.	這樣的改變好嗎？聽聽家長與學生的回饋,1,10,newdata
html body div main div div section div h5 strong  ,單元五：培養新親師互動 DNA / 林香寶,1,10,newdata
html body div main div div section div p span  ,1.	培養新的親師互動DNA,1,10,newdata
html body div main div div section div p span  ,2.	課前 - 消弭家長網路學習的焦慮,1,10,newdata
html body div main div div section div p span  ,3.	課中 – 線上助教幫大忙，複習進度好容易,1,10,newdata
html body div main div div section div p span  ,4.	課後 – 保持互動方法大公開,1,10,newdata
html body div main div div section div p span  ,5.	與疫情共舞，如何建立新經營模式？— 教師管理與培訓篇,1,10,newdata
html body div main div div section div p span  ,6.	與疫情共舞，如何建立新的經營模式？— 善用資源篇,1,10,newdata
html body div main div div section div p span  ,7.	我有話要說！克服困難的團隊心路歷程分享,1,10,newdata
html body div main div div section div h1 strong  ,《 課程二 》,1,10,newdata
html body div main div div section div h2 strong  ,為學校打造高含金量的全美語課程！,1,10,newdata
html body div main div div section div h4 span  ,〔課程總時長：5-6 小時〕,1,10,newdata
html body div main div div section div h5 strong  ,單元一：未來十年的語言教學市場發展與機會 - 從國際素養談起 / 李海碩,1,10,newdata
html body div main div div section div p span  ,1.未來不只是教語言？基礎語言教學市場的改變與台灣市場利基點分享,1,10,newdata
html body div main div div section div p span  ,2.讓我們再也回不去的數位教學，卻是你的競爭新機會！,1,10,newdata
html body div main div div section div p span  ,3.從國際素養看教學特色，你需要找到你的經營亮點！,1,10,newdata
html body div main div div section div h5 strong  ,單元二：新手入門！從 0 到 1 成功建置你的全美語班 / 莊涵茹,1,10,newdata
html body div main div div section div p span  ,1.開設全美語班前你該知道的事,1,10,newdata
html body div main div div section div p span  ,2.留意這些重點，能讓你的美語班經營的更順利,1,10,newdata
html body div main div div section div p span  ,3.找出適合你的美語班型態！,1,10,newdata
html body div main div div section div p span  ,4.招聘與行銷：談如何尋找合適的師資與如何招生,1,10,newdata
html body div main div div section div h5 strong  ,單元三：為學生從小打造堅強英語實力！參考美國學制下的英語課開班攻略 / 曾品霓,1,10,newdata
html body div main div div section div p span  ,1.使用美國小學教材開班的優點,1,10,newdata
html body div main div div section div p span  ,2.認識美國學制教學課綱 CCSS,1,10,newdata
html body div main div div section div p span  ,3.CCSS標準希望學生具備什麼能力,1,10,newdata
html body div main div div section div p span  ,4.美國小學課程開班注意事項,1,10,newdata
html body div main div div section div p span  ,5.如何挑選適合的教材？,1,10,newdata
html body div main div div section div p span  ,6.美國小學課程入門班-短期特色課程,1,10,newdata
html body div main div div section div h5 strong  ,"單元四：走出 ""只有英語的教學""，補習班如何實行更多跨領域課程？ / 沈佳慧",1,10,newdata
html body div main div div section div p span  ,1.認識雙語政策：是危機還是轉機？是機會還是挑戰？,1,10,newdata
html body div main div div section div p span  ,2.雙語教育在學校體制內怎麼教？怎麼學？-教學實例分享,1,10,newdata
html body div main div div section div p span  ,3.雙語教育在學校體制內怎麼教？怎麼學？-得獎教案分享,1,10,newdata
html body div main div div section div p span  ,4.學校與補教業者的雙贏關係,1,10,newdata
html body div main div div section div h5 strong  ,單元五：經營輕鬆聊 從中師到全外師授課，建置全美語學習環境我這樣做！ / 柯珮琳,1,10,newdata
html body div main div div section div p span  ,1.面對競爭，我如何做出選擇？,1,10,newdata
html body div main div div section div p span  ,2.如何創造全美語學習環境？,1,10,newdata
html body div main div div section div p span  ,3.與外師一起合作，善用教材成就良好教學成效,1,10,newdata
html body div main div div section div p span  ,4.讓行動力帶領我們走出自己的一條路,1,10,newdata
html body div main div div section div h1  ,《 講師陣容 》,1,9,newdata
html body div main div div section div div div h5 strong  ,林香寶 Sarah Lin,1,12,newdata
html body div main div div section div div div p  ,林肯國際美語教育機構負責人,1,11,newdata
html body div main div div section div div div p  ,曾任嘉南藥理科技大學前輔導中心主任，現任林肯國際美語教育機構負責人。疫情期間留班率極高，成功藉此機會再次向家長傳遞學校價值！,1,11,newdata
html body div main div div section div div div h5 strong  ,黃如吟 Vicky Huang,1,12,newdata
html body div main div div section div div div p  ,屏東傳程美語班主任,1,11,newdata
html body div main div div section div div div p  ,曾任凱薩琳兒美教學總顧問、榮獲補教師鐸獎，第一線教學超過 10 年，現為教學中心經營者。擁有課程規劃的獨到方法，讓學生英語敢說會用！,1,11,newdata
html body div main div div section div div div h5 strong  ,柯珮琳 Heidi Ko,1,12,newdata
html body div main div div section div div div p  ,托圃教育中心創辦人&負責人,1,11,newdata
html body div main div div section div div div p  ,創辦托圃教育中心已 16 年，從第一線教學漸漸走入經營管理，跨越層層藩籬，成功打造全外師授課的美語環境，讓孩子一進到學校就像來到英語生活圈。,1,11,newdata
html body div main div div section div div div h5 strong  ,"連育仁 Lien, Yujen",1,12,newdata
html body div main div div section div div div p span  ,中原大學應用華語系助理教授,1,12,newdata
html body div main div div section div div div p  ,前往 40 個國家講授語言數位化教學，海內外講授超過80場演講及工作坊，現行研究領域為行動式教學運用同步教學技術實踐語言教學教師培訓。,1,11,newdata
html body div main div div section div div div h5 strong  ,莊涵茹 Rose Chuang,1,12,newdata
html body div main div div section div div div p  ,知名英語培訓機構主管,1,11,newdata
html body div main div div section div div div p  ,現任知名英語培訓機構主管，擁有台灣與中國兩地的學校管理經驗、20 年以上兒童與幼兒英語教學經驗、20 年外師甄聘、師資培訓與管理經驗。,1,11,newdata
html body div main div div section div div div h5 strong  ,李海碩 Haishuo Lee,1,12,newdata
html body div main div div section div div div p  ,台中葳格國際學校國際語言處處長,1,11,newdata
html body div main div div section div div div p  ,曾任 ETS 認證多益英語測驗專業發展工作坊講師、Toastmaster 台灣區主席、教育部開放式教育推廣計畫高中負責人、開放教育聯盟(OEC)亞洲聯絡人、台中東山高中數位學習組長等豐富經驗。,1,11,newdata
html body div main div div section div div div h5 strong  ,陳郁菁 Tina Chen,1,12,newdata
html body div main div div section div div div p  ,敦煌教育集團語言服務暨行銷部經理,1,11,newdata
html body div main div div section div div div p  ,資深英語教學師訓講師、專業教材研究及課程設計師，跨界行銷管理，現任敦煌書局行銷企劃部經理以及市立台北大學英語教學系講師。,1,11,newdata
html body div main div div section div div div h5 strong  ,沈佳慧 Cindy Shen,1,12,newdata
html body div main div div section div div div p  ,百萬人氣英語教學部落格版主,1,11,newdata
html body div main div div section div div div p  ,現任臺北市國教輔導團國小英語績優輔導員，協助推動兒童深耕閱讀活動及榮獲親子天下教育創新 100 教師。擁有跨領域教學經驗及紮實課室管理能力。,1,11,newdata
html body div main div div section div div div h5 strong  ,曾品霓 Christine Tseng,1,12,newdata
html body div main div div section div div div p  ,敦煌國際課程教育顧問,1,11,newdata
html body div main div div section div div div p  ,曾任外商公司客戶關係經理、知名留遊學代辦顧問，多次擔任全台最大留遊學教育展-海外遊學講師，協助上百名學生出國留遊學。,1,11,newdata
html body div main div div section div div div h5 strong  ,陳儷文 Vicky Chen,1,12,newdata
html body div main div div section div div div p span  ,敦煌教育集團英語教學顧問,1,12,newdata
html body div main div div section div div div p  ,投入英語教學近 15 年，教授年齡層從幼兒園、兒美、國中、高中高職生、大學生到成人，並實際參與私立加盟美語補習班教材研發與師資輔導培訓。,1,11,newdata
html body div main div div section div div div h5 strong  ,蔡宜臻 Jocelyn Tsai,1,12,newdata
html body div main div div section div div div p span  ,敦煌教育集團英語教學顧問,1,12,newdata
html body div main div div section div div div p  ,現任敦煌英語教學顧問，曾任中學英語教師、成人進修部英語教師、英語辯論比賽指導教師、閱讀推動教師，協助學校經營者完善教學流程、課程規劃。,1,11,newdata
html body div main div div section div div div h5 strong  ,何浩怡 Harriet Ho,1,12,newdata
html body div main div div section div div div p  ,敦煌教育集團英語教學顧問,1,11,newdata
html body div main div div section div div div p  ,具豐富的課程規劃經驗及實務經營背景，擁有 14 年全美語教學經驗，曾任私立雙語中小學 ESL 教師及連鎖國際文教教務主管。,1,11,newdata
html body div main div div section div h1  ,《 推薦對象 》,1,9,newdata
html body div main div div section div div div h4  ,學校負責人、,1,11,newdata
html body div main div div section div div div h4  ,經營者、老闆,1,11,newdata
html body div main div div section div div div h4  ,學校管理者、決策者,1,11,newdata
html body div main div div section div div div h4  ,(主任、主管…等),1,11,newdata
html body div main div div section div div div h4  ,想自創品牌開設學校的教學者或經營者,1,11,newdata
html body div main div div section div h1  ,《 活動收費 》,1,9,newdata
html body div main div div section div div div h3 strong  ,"$1,480 / 人",1,12,newdata
html body div main div div section div div div h4 strong  ,購課日期：9/15-10/20,1,12,newdata
html body div main div div section div div div h4 strong  ,觀看日期：10/25-12/15,1,12,newdata
html body div main div div section div div div h3 span  ,﻿,1,12,newdata
html body div main div div section div div div h3 strong  ,"$1,480 / 人",1,12,newdata
html body div main div div section div div div h4 strong  ,購課日期：9/15-10/30,1,12,newdata
html body div main div div section div div div h4 strong  ,觀看日期：11/8-12 /31,1,12,newdata
html body div main div div section div div div h3 span  ,﻿,1,12,newdata
html body div main div div section div div div h3 strong  ,課程一 + 課程二,1,12,newdata
html body div main div div section div div div h3 strong  ,"優惠價 $2,180 / 人",1,12,newdata
html body div main div div section div div div h5 strong  ,"（原價 $2,960 / 人）",1,12,newdata
html body div main div div section div div div div h1 span  ,給孩子更好的未來,0,13,newdata
html body div main div div section div div div div h1 span  ,給學校前進的機會,0,13,newdata
html body div main div div section div div div div p strong  ,想要獲得站穩市場的關鍵，把握新常態競爭的機會，您絕不能錯過 2021 兒美補教經營管理高峰會的兩堂課程，和我們一起探索新型態教學，創造補教新未來！,0,13,newdata
html body div main div div section div h2  ,2020年兒美補教經營管理高峰會,0,9,newdata
html body div main div div section div h2  ,《精彩回顧》,0,9,newdata
html body div main div div section div p  ,今年的課程內容絕對能讓您收穫滿滿！,0,9,newdata
html body div main div div section div div div h3 strong  ,解碼雙語教育關鍵，打造學生都想進的學校,0,12,newdata
html body div main div div section div div div p span  ,微軟全球創新教育專家 / Sonya Fan,0,12,newdata
html body div main div div section div section div div div h3 strong  ,從經營觀點聊素養教學融入英語課程,0,14,newdata
html body div main div div section div section div div div p span  ,中信文教機構負責人 / George Chen,0,14,newdata
html body div main div div section div section div section div div div h3 strong  ,我們一樣，也不一樣！,0,16,newdata
html body div main div div section div section div section div div div h3 strong  ,中韓實地 ELT 教學觀察,0,16,newdata
html body div main div div section div section div section div div div p  ,敦煌語言教育服務專案經理 / Joseph Cheng,0,15,newdata
html body div main div div section div section div section div section div div div h3 strong  ,創造對手偷不走的競爭優勢,0,18,newdata
html body div main div div section div section div section div section div div div p  ,資深國際英語首席培訓師 / Nikka Shi,0,17,newdata
html body div main div div section div section div section div section div section div div div h3 strong  ,善用系統的力量：閱讀素養培養方法公開,0,20,newdata
html body div main div div section div section div section div section div section div div div p  ,東莞樂勤文化事業英語教學總監 / Carol Lee,0,19,newdata
html body div main div div section div section div section div section div section div section div h2  ,《 Q & A 》,0,19,newdata
html body div main div div section div section div section div section div section div section div h4 strong  ,Q：如何報名活動？,0,20,newdata
html body div main div div section div section div section div section div section div section div p  ,Step1：進入,0,19,newdata
html body div main div div section div section div section div section div section div section div p a  ,敦煌網路書局「講座 / 活動」區,0,20,newdata
html body div main div div section div section div section div section div section div section div p  ,Step2：點選您欲報名的方案,0,19,newdata
html body div main div div section div section div section div section div section div section div p  ,Step3：填寫報名表單,0,19,newdata
html body div main div div section div section div section div section div section div section div p  ,(注意：請務必確認 Email 資訊之正確性，重要事項將以 Email 聯繫),0,19,newdata
html body div main div div section div section div section div section div section div section div p  ,Step4：繳費完成即視為報名成功,0,19,newdata
html body div main div div section div section div section div section div section div section div h4 strong  ,Q：登入帳密何時寄發？收不到怎麼辦？,0,20,newdata
html body div main div div section div section div section div section div section div section div p  ,登入帳號密碼將於開放觀看前 3 個工作天寄發至參加者聯絡信箱 Email ，請留意您的信箱。,0,19,newdata
html body div main div div section div section div section div section div section div section div p  ,若無收到請嘗試進入了垃圾信件匣尋找，若無，請聯繫敦煌客服中心 02-8792-5024,0,19,newdata
html body div main div div section div section div section div section div section div section div h4 strong  ,Q：活動結束後，是否會保留原帳號資料？,0,20,newdata
html body div main div div section div section div section div section div section div section div p  ,本活動為限時觀看，活動結束後將會關閉活動頁面、觀看入口、觀看紀錄等資料，因此請於活動結束前完成,0,19,newdata
html body div main div div section div section div section div section div section div section div p a  ,﻿,0,20,newdata
html body div main div div section div section div section div section div section div section div p  ,證書下載、觀看資料備份等動作,0,19,newdata
html body div main div div section div section div section div section div section div section div h2  ,《 注意事項 》,0,19,newdata
html body div main div div section div section div section div section div section div section div ul li  ,課程觀看期間不開放購買課程，若需購買課程請於報名期間完成購課。,0,20,newdata
html body div main div div section div section div section div section div section div section div ul li  ,此課程為預購課程，於正式課程開放觀看前皆可提出退款申請，凡正式啟用後，即不可要求退款，亦不在 7 日鑑賞期範疇內。,0,20,newdata
html body div main div div section div section div section div section div section div section div ul li  ,購課發票將以掛號形式寄出，寄發時間為開放觀課後7個工作天,0,20,newdata
html body div main div div section div section div section div section div section div section div ul li  ,課程內容均受智慧財產權保護，觀課者均不得下載、重製、公開傳輸、轉售、公開播放、分享或使用此課程，若觀課者一旦產生以上行為，需負侵權行為而生之法律責任。,0,20,newdata
html body div main div div section div section div section div section div section div section div ul li  ,本課程完課證書僅提供電子版線上下載，恕無提供紙本證書申請服務。,0,20,newdata
html body div main div div section div section div section div section div section div section div ul li  ,因本活動為限時性課程，觀看時間結束後恕不再開放，請於期限內完成課程觀看、完課證書下載等事宜。,0,20,newdata
html body div main div div section div section div section div section div section div section div ul li  ,敦煌保有活動調整、變更、修改之權利，活動資訊以敦煌活動網頁公告為準。,0,20,newdata
