Unnamed: 0,tag,content,counts,link_next,link_prev,label,domain
63,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,在这个过程中，他规划了自己迥异于大哥小小约翰·洛克菲勒和最年幼的、颇有学者气质的弟弟大卫·洛克菲勒的人生，小小约翰一生致力于维持祖父和父亲建立的慈善事业，而大卫管理Chase银行，一直专注于国际金融及政治事务。,344,1,1,1,cleaneval
64,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,大卫·洛克菲勒是老洛克菲勒目前惟一健在的孙子，7月11日他在谈到自己三哥的时候说：“他的灵感和智慧值得家族的每一个人学习，他一直是我的榜样。”,347,1,1,1,cleaneval
65,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p strong  ,简单生活,352,1,1,1,cleaneval
66,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,在他1997年的自传《劳伦斯·洛克菲勒：保护的催化剂》中，作者RobinWinks说，有关洛克菲勒家族的书超过200本，有态度友好的，也有的不太友好，但你会发现有一个洛克菲勒很少出现在其中，这就是劳伦斯，他只偶尔出现在书中的一两页，似乎被那些总在寻找丑闻和报纸头条的作者遗忘，也可能他们的兴趣在于政治、高级金融或国际事务。,355,1,1,1,cleaneval
67,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,“结果就是，大部分书都忽略了一点，洛克菲勒家族在继承祖父和父亲的传统方面，已经转移或动摇了其最长远的目标，那就是国家自然遗产和伟大历史景观的保护。”,358,1,1,1,cleaneval
68,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,为了建立和扩大怀俄明州、夏威夷等地的国家公园，劳伦斯不仅花了大量的钱，还充分运用自己的关系、声望以及谈判技巧。在他的家乡纽约州，他也不遗余力地帮助设立公共绿地和市区开放式空地。,361,1,1,1,cleaneval
69,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,劳伦斯先后在美国12个联邦、州和地方政府的环保委员会工作，并为艾森豪威尔以来的历任总统提供荒地保护和生态方面的建议。他创建了美国保护联盟，也为其他的环境保护组织提供支持。,364,1,1,1,cleaneval
70,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,1991年，他被授予国会金质奖章，被时任总统乔治·布什誉为“隐藏的民族瑰宝”，劳伦斯在受奖仪式上表示，对他来说没有什么比“在美国创立保护规范”更重要的事了，同时严厉警告政治家们应该为保护国家的土地、水和空气做更多事情。,367,1,1,1,cleaneval
71,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,他对自然和保护的兴趣也延伸到商业投资领域。作为RockResorts的创始人，他把从加勒比到杰克逊洞（JacksonHole）的酒店设计和建造成纯天然的样子，并一直强调亲近自然，这些1955年至1969年期间建造的酒店以环境为主要诉求，对自那以后广为人知的所谓生态旅游的兴起作出了不小的贡献。,370,1,1,1,cleaneval
72,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,劳伦斯生活的时代是一个充满焦虑和复杂的时代，作为自然力量的忠诚信徒，劳伦斯显示出一种非同寻常的大胆甚至放肆，他1976年在美国《读者文摘》杂志上发表一篇文章，名为“更简单生活法则”。,373,1,1,1,cleaneval
73,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,劳伦斯本人拥有波那尔和根玆伯罗的名画，大量房产，一架私人飞机，数辆豪华轿车Bentley，以及一艘时速65码的游艇，但他在文中引用自己的家族名言说“浪费总是可耻的”。,376,1,1,1,cleaneval
74,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,他在文章中写道：“那种认为我们拥有无限的物质、人力和精神资源因而可以大手大脚使用的观念显然是错误的。就个人而言，人们逐渐发现一种更为简单的生活方式能比无节制的购买提供更大的满意度，事实上，砍柴和健身锻炼一样能使人精神放松。”,379,1,1,1,cleaneval
75,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p strong  ,热爱自然,384,1,1,1,cleaneval
76,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,劳伦斯对荒原和环境保护的热衷是有迹可寻的，童年时的他就喜欢骑马穿过那些未开发的地区，他还是一个狂热的摄影爱好者，总不放弃搜寻新的风景。,387,1,1,1,cleaneval
77,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,年轻时，他曾经去西部的国家公园旅游。在黄石，他和公园负责人HoraceM.Albright相遇并结下终生的友谊，后者不仅成为美国保护运动的主要推动者，也是公认的劳伦斯两位挚友之一。,390,1,1,1,cleaneval
78,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,劳伦斯的另一位挚友是FairfieldOsborn，他年纪轻轻就从华尔街退休，执掌纽约动物协会，在《我们被掠夺的星球》一书中他警告人们重视生态威胁。劳伦斯亲切地称他为抵制环境破坏的“一头流氓象”，并在1972年的一篇文章中称Osborn是自己“最难忘的人”。,393,1,1,1,cleaneval
79,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,在劳伦斯成年之前，洛克菲勒家族已经把公园包括在他们的慈善项目中。1919年，约翰·洛克菲勒用他缅因州的土地建立了密西西比河东岸第一个国家公园，10年后，他又在怀俄明州建立了规模更大的大堤顿国家公园。只是和洛克菲勒家族在教育、种族关系、宗教和科学领域更广为人知的投入相比，这方面似乎略显逊色了些。,396,1,1,1,cleaneval
80,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,劳伦斯很早便清醒地意识到他这一代人的慈善事业，需要比祖父和父亲他们的折中方案更具专业性。他在1966年接受《纽约时报》采访时曾说：“他（祖父）发球了，现在轮到其他人让这个球动起来。我们不仅要用脑，更要用心，不仅要理解这些慈善项目，更要有深刻的个人责任感。”,399,1,1,1,cleaneval
81,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p strong  ,财富与责任,404,1,1,1,cleaneval
82,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,劳伦斯·洛克菲勒出生于1910年5月26日，当时他的祖母劳拉·赛丽丝提娅·洛克菲勒（LauraCelestiaSpelmanRockefeller，大家都叫她赛提）的身体每况愈下，为了表示对她的尊敬，劳伦斯·洛克菲勒的名字里不同寻常的出现了两个a，随着洛克菲勒年岁的增长，他越来越变得比其他家庭成员更像祖父了，除了相同的用钱习惯，劳伦斯也有约翰洛克菲勒经常在照片里显示的那种严峻表情。,407,1,1,1,cleaneval
83,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,根据家族记录，劳伦斯对有利可图的交易有种自然的天赋，这一点也和祖父极为相似。他们祖孙三代一起住在纽约那所名为Kykuit大宅子里。,410,1,1,1,cleaneval
84,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,正如大家所说的那样，他有着不同寻常的童年时代。小时候，劳伦斯干过打杂工，他后来称呼自己是个摆弄小玩艺的人，甚至动手造了一辆牵引在一辆小摩托后面的木制车经常骑着。他和比自己大两岁的纳尔逊很要好，彼此用各自喜欢的名字称呼对方，比如称呼纳尔逊叫迪克，称呼劳伦斯叫比尔。他们一起养兔子，然后卖给科学试验室。和兄弟们一起，他们也做一些像洗鞋之类的杂活赚钱。像拍苍蝇这样的差事的报酬是每一百只苍蝇10美分。,413,1,1,1,cleaneval
85,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,他们就读的林肯学校位于莫宁赛德山上，这是一个具有试验性传统的进步学校，由推崇动手学习方法的约翰·德威创立。学校鼓励劳伦斯对摄影、旅游和探险等活动的兴趣，而对语法拼写的要求并不很看重。劳伦斯和兄弟们经常穿着溜冰鞋去上学，只是会有一辆汽车跟在后面，准备在他们摔伤的时候随时载上他们。,416,1,1,1,cleaneval
86,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,劳伦斯五兄弟和姐姐埃比无疑生长在全美最富裕的家庭里，然而节俭一直是他们成长过程中的一部分内容。父亲小约翰·洛克菲勒会定期检查孩子们记录各自开销的账本，如果孩子们能做到21岁之前不抽烟，还能得到2500美元的奖励。,419,1,1,1,cleaneval
87,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,"在建Kykuit的时候,洛克菲勒家族更愿意在院子而不是房子本身上花钱，房子里既没有球房也没有酒吧，因为老洛克菲勒讨厌跳舞和饮酒。而尽管劳伦斯养尊处优，他也接受了禁欲和节俭的价值观，这主要源于家族信仰浸信会。",422,1,1,1,cleaneval
88,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,1929年进入普林斯顿大学后，劳伦斯开始挑战一些宗教信仰，他说自己总感觉像一只手拿着圣经在活着。为了验证这些信仰或理性是否是辨别和获取美好事物的最佳方式，他主修了哲学。,425,1,1,1,cleaneval
89,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,他参加普林斯顿开设的所有哲学课程，在给父亲的信里写道：“我现在发觉，对美好事物的欣赏和追求，远比鉴赏最好的音乐和艺术作品需要更多的学习和天赋。”,428,1,1,1,cleaneval
90,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p strong  ,商业诀窍,433,1,1,1,cleaneval
91,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,从普林斯顿毕业后，劳伦斯进入哈佛法学院，但两年后，他意识到自己并不想成为一名律师。1934年，他娶了哥哥纳尔逊大学室友的妹妹玛丽·法兰克为妻，她是北太平洋铁路公司总裁FrederickBillings的孙女。他们养育了三个女儿和一个儿子，8个孙女以及12个重孙。,436,1,1,1,cleaneval
92,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,就在结婚前后，劳伦斯开始进入商界，1937年老洛克菲勒去世，他继承了祖父在纽约证券交易所的职位。,439,1,1,1,cleaneval
93,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,但是他没有继续选择投资蓝筹股，而是开始投资一些新兴的业务。第一次尝试还是在他和新娘装修新家的时候，一名芬兰家具设计师Al鄄varAalto向他们展示了一些曲线木制家具的图片。劳伦斯订购了很多，直觉让他相信AlvarAalto的作品能吸引更多寻求现代化设计并有支付能力的买家。为此他不顾专家们的反对，在纽约53号大街上开了一家专门销售芬兰家具的门店。,442,1,1,1,cleaneval
94,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,第二次试水的效果更为显著。劳伦斯结识了一战期间在欧洲取得多次胜利的空军上尉埃迪·瑞肯贝克，他不仅学会了驾驶飞机，还发现上尉关于即将兴起的商业飞行的描述很有说服力，经过慎重考虑，劳伦斯成为了东方航空公司的大股东，十年后，这家公司成为二战后盈利最多的航空公司。,445,1,1,1,cleaneval
95,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,二战期间劳伦斯曾在海军补给部门服役。这之后，他又继续寻找新兴的投资机会。1959年，《华尔街日报》的一篇文章报道说：劳伦斯不打算放弃他已有20年经验的，把自己资产作为“风险资金”投资新兴企业的政策。其中风险资金加上了引号，表明这在当时还是个新的术语。,448,1,1,1,cleaneval
96,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,报道还说，战争结束后，劳伦斯投资了大约875万美元在20余家公司，到1958年末，这些投资的价值已经超过2800万美元。,451,1,1,1,cleaneval
97,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,在劳伦斯马不停蹄寻找新兴投资机会的时候，他的兄弟姐妹们则不时参与一些特别投资计划。1969年，他发起成立VenrockAssociates，把这些投资活动正规化，VenrockAssoci鄄ates是一家投资公司，由洛克菲勒家族和与家族保持长期合作关系的一些机构共同出资组成，包括美国现代艺术博物馆、洛克菲勒大学等。,454,1,1,1,cleaneval
98,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,到1996年，Venrock已经资助了多达221个新兴企业，他们都取得了令人瞩目的业绩。早期，劳伦斯专注于航空业，此后他进入了电子、计算机和生物科技等领域，如今广为人知并获极高评价的英特尔和苹果公司，在发展初期也得到洛克菲勒提供的资金支持。,457,1,1,1,cleaneval
99,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,当然，通过这些投资，他的个人财富也增长了数倍。,460,1,1,1,cleaneval
100,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p strong  ,环境保护,465,1,1,1,cleaneval
101,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,尽管劳伦斯从不缺乏追求商业成功的激情，但他也希望能同时保护那些自然奇观，亲近自然总能唤起他内心最大的热情。1939年，他被任命为PalisadesInterstate公园委员会的委员；1942年，他首次捐赠土地建成了如今的TallmanMountain国家公园；1949年，他把父亲在JacksonHole积累下来的3万英亩土地捐献给了联邦政府。他还用5年时间建造了三间旅馆，让光临GrandTeton国家公园的游客们能有更舒适的住宿条件。1960年，他成为RobertMoses公园纽约州协会的副主席。,468,1,1,1,cleaneval
102,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,1952年，他和妻子去加勒比海旅游时碰巧进入Caneel海湾，这里种满鸡蛋花、和各种野树，是弗吉尼亚群岛附近最小和荒无人烟的海湾。在接下去的4年里，他买下这里5万英亩的土地并把它移交给国家公园服务处作为弗吉尼亚国家公园。,471,1,1,1,cleaneval
103,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,1958年到1962年，他被委任为美国户外娱乐管理委员会主席，研究国家的娱乐休闲需求。期间他提出了很多关于新公园设计和老公园扩展的建议，特别是在约翰逊任总统期间。,474,1,1,1,cleaneval
104,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,作为五兄弟中的老三，劳伦斯·洛克菲勒长期充当调解人的角色。大卫-洛克菲勒在他的回忆录里描述了劳伦斯怎样努力缓和大卫和纳尔逊之间的矛盾，他们在谁该成为洛克菲勒兄弟基金会主席和如何处置波肯提克山庄家族产业两个问题上一直争论不休。在公共政策的纠纷里，劳伦斯·洛克菲勒也经常充当调解人。,477,1,1,1,cleaneval
105,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,上世纪60年代中期，总统约翰逊请劳伦斯·洛克菲勒重新推动一项长期被搁置的加利福尼亚红木国家公园计划，该计划首次被提出是在1917年。Sierra俱乐部领导下的自然主义者认为，计划中的公园应该包括巨木所在的尽可能大的区域，而木材公司和一些政客则希望公园覆盖的范围越小越好。,480,1,1,1,cleaneval
106,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,洛克菲勒提出一个折衷方案。取代Sierra俱乐部提出的77000英亩面积，国家公园于1968年建成，总面积为58000英亩。它是这一系统历史上最昂贵的公园，光是土地上就花了15亿美元，还需要数百万美元用于安置伐木工人。但是随着时间的流逝，大家越来越达成共识：如果没有洛克菲勒的当初和解方案，可能就不会有这个公园的存在了。,483,1,1,1,cleaneval
107,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,洛克菲勒在Caneel海湾投资的第一家洛克度假中心1956年开始营业，这也是为了检验他的理想：可以在商业利益和环境保护中取得一个平衡。他在度假中心规定，客人们可以游泳、打斯诺克、睡觉，吃得好但是并不奢侈，自然地散步，但是没有电话、空调，也没有小费。,486,1,1,1,cleaneval
108,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td p  ,此后他在建造和运营其他一些度假中心的时候放宽了其中的一些限制，其中包括PuertoRico的Dorado海滩酒店、英国Virgin群岛的LittleDixBay和夏威夷的MaunaKea海滩酒店。1985年他从洛克度假中心抽身而出，遵循自己在创立Venrock时的投资信条：在最初的时候进入，和企业一起成长直到它成熟，然后退出转到别的方向。,489,0,1,1,cleaneval
109,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,页面功能 【,519,1,0,0,cleaneval
110,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,我来说两句,521,1,1,0,cleaneval
111,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,】【,522,1,1,0,cleaneval
112,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,我要“揪”错,524,1,1,0,cleaneval
113,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,】【,525,1,1,0,cleaneval
114,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,推荐,527,1,1,0,cleaneval
115,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,】【字体：,528,1,1,0,cleaneval
116,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,大,530,1,1,0,cleaneval
117,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,中,533,1,1,0,cleaneval
118,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,小,536,1,1,0,cleaneval
119,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,】【,537,1,1,0,cleaneval
120,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,打印,539,1,1,0,cleaneval
121,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,】 【,540,1,1,0,cleaneval
122,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,关闭,542,1,1,0,cleaneval
123,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,】,543,0,1,0,cleaneval
124,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td  ,■,579,1,0,0,cleaneval
125,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td span strong  ,相关链接,582,0,1,0,cleaneval
126,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td table tr td sohu_cms_include:relativearticle li a  ,美国纽约亿万富翁洛克菲勒因肺病发作去世(图),603,1,0,0,cleaneval
127,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td table tr td sohu_cms_include:relativearticle li font  ,(07/13 08:41),605,1,1,0,cleaneval
128,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td table tr td sohu_cms_include:relativearticle li a  ,洛克菲勒“钟情”第一百货 根在房产价值,608,1,1,0,cleaneval
129,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td table tr td sohu_cms_include:relativearticle li font  ,(12/19 11:29),610,1,1,0,cleaneval
130,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td table tr td sohu_cms_include:relativearticle li a  ,第一百货 洛克菲勒激发想象力,613,1,1,0,cleaneval
131,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td table tr td sohu_cms_include:relativearticle li font  ,(10/15 08:01),615,1,1,0,cleaneval
