tag,content,label,depth,domain
html body div div main div section div div div p span  ,12/21(三) 線上｜14:00~15:00 場次前通知線上直播網址,1,12,newdata
html body div div main div section div div div p span strong span  ,※ 新增說明會場次需求調查進行中，請於,0,14,newdata
html body div div main div section div div div p span strong span u a  ,活動報名連結,0,16,newdata
html body div div main div section div div div p span strong span  ,填寫 ※,0,14,newdata
html body div div main div section div div div div p  ,Share:,0,12,newdata
html body div div footer div div p  ,105402 台北市松山區民生東路三段158號5樓,0,8,newdata
html body div div footer div div p  ,"5F, No. 158, Sec 3, Minsheng E. Rd., Songshan Dist., Taipei City 105402, Taiwan",0,8,newdata
html body div div footer div div p  ,TEL (02) 2745-8186 FAX (02) 2749-2436,0,8,newdata
html body div div footer div div p  ,聯繫我們,0,8,newdata
html body div div footer div div form p  ,訂閱電子報,0,9,newdata
html body div div footer div div p a  ,隱私權及安全政策宣示,0,9,newdata
html body div div footer div div p  ,Copyright © 2020 TAICCA (Taiwan Creative Content Agency). All rights reserved.,0,8,newdata
html body div  ,為提供您更多優質的服務與內容，本網站使用cookies分析技術。若您繼續閱覽本網站內容，即表示您同意我們使用 cookies，關於更多相關隱私權政策資訊，請閱讀我們的,0,3,newdata
html body div a  ,隱私權及安全政策宣示,0,4,newdata
html body div  ,。,0,3,newdata
