Unnamed: 0,tag,content,counts,link_next,link_prev,label,domain
44,html body text div table tr td a  ,碟探快报,277,1,1,0,cleaneval
45,html body text div table tr td  ,·,278,1,1,0,cleaneval
46,html body text div table tr td a  ,电视剧照,280,1,1,0,cleaneval
47,html body text div table tr td  ,·,281,1,1,0,cleaneval
48,html body text div table tr td a  ,演出剧照,283,1,1,0,cleaneval
49,html body text div table tr td  ,·,284,1,1,0,cleaneval
50,html body text div table tr td a  ,明星相册,286,0,1,0,cleaneval
51,html body text div div table tr td div  ,薛凯琪新专辑表情千奇百怪 再拿巨星开涮(图),308,1,0,0,cleaneval
52,html body text div div table tr td  ,2005-04-28 11:13更新 来源：,316,1,1,0,cleaneval
53,html body text div div table tr td a  ,转载文章,318,1,1,0,cleaneval
54,html body text div div table tr td a  ,发表评论,322,0,1,0,cleaneval
55,html body text div div table tr td b  ,今,334,1,0,0,cleaneval
56,html body text div div table tr td b  ,日,336,1,1,0,cleaneval
57,html body text div div table tr td b  ,推,338,1,1,0,cleaneval
58,html body text div div table tr td b  ,荐,340,1,1,0,cleaneval
59,html body text div div table tr td a  ,明星：盘点范冰冰与众女星大撞衫,349,1,1,0,cleaneval
60,html body text div div table tr td a  ,两性：能诱惑异性的一些生活细节,353,1,1,0,cleaneval
61,html body text div div table tr td a  ,明星：女星年终party首选小黑裙,357,1,1,0,cleaneval
62,html body text div div table tr td a  ,口述：一个出轨妻子的偷情自白书,361,1,1,0,cleaneval
63,html body text div div table tr td a  ,周润发夫妇夜会周杰伦问新欢(图),371,1,1,0,cleaneval
64,html body text div div table tr td a  ,张铁林人体彩绘只看关键部位(图),375,1,1,0,cleaneval
65,html body text div div table tr td a  ,王菲回香港身形消瘦笑容幸福(图),379,1,1,0,cleaneval
66,html body text div div table tr td a  ,张钰回骂刘晓庆：她丑事谁不知道,383,0,1,0,cleaneval
67,html body text div div table tr td a  ,更多精彩图片>>,415,1,0,0,cleaneval
68,html body text div div table tr td a  ,更多热辣幻灯>>,418,1,1,0,cleaneval
69,html body text div div p  ,新专辑《FunnyGirl》封面上有薛凯琪各种各样Funny的表情，她说整张专辑的概念就像这个名字一样，希望听众在听完之后觉得新鲜、开心。,422,0,1,0,cleaneval
70,html body text div div table tr td table tr td table tr td  ,·,466,1,0,0,cleaneval
71,html body text div div table tr td table tr td table tr td nobr a  ,医疗关注--前列腺新发现,474,1,1,0,cleaneval
72,html body text div div table tr td table tr td table tr td  ,·,479,1,1,0,cleaneval
73,html body text div div table tr td table tr td table tr td nobr a  ,皮肤顽疾----康复圣地,487,0,1,0,cleaneval
74,html body text div div table tr td table tr td table tr td  ,·,500,1,0,0,cleaneval
75,html body text div div table tr td table tr td table tr td nobr a  ,国际认证：专治口臭、溃疡,508,1,1,0,cleaneval
76,html body text div div table tr td table tr td table tr td  ,·,513,1,1,0,cleaneval
77,html body text div div table tr td table tr td table tr td nobr a  ,★07男人--补肾新药（图）,521,0,1,0,cleaneval
78,html body text div div p  ,南方网讯 薛凯琪新专辑《Funny Girl》再拿,542,1,0,1,cleaneval
79,html body text div div p i  ,好莱坞,544,1,1,1,cleaneval
80,html body text div div p span  ,（,546,1,1,1,cleaneval
81,html body text div div p span a  ,图片,548,1,1,1,cleaneval
82,html body text div div p span  ,-,549,1,1,1,cleaneval
83,html body text div div p span a  ,新闻,551,1,1,1,cleaneval
84,html body text div div p span  ,-,552,1,1,1,cleaneval
85,html body text div div p span a  ,网页,554,1,1,1,cleaneval
86,html body text div div p span  ,）,555,1,1,1,cleaneval
87,html body text div div p  ,巨星开涮,556,1,1,1,cleaneval
88,html body text div div p  ,凭着一张《‘F’ Debut》，薛凯琪在香港乐坛去年的众多新人中突围而出，拿下大部分香港乐坛颁奖的新人奖。在即将颁奖的华语音乐传媒大奖中，她再次成为新人的热门人选，并在最佳粤语女歌手部分，以一个新人的姿态，挑战容祖儿等大牌。上周五，她在香港推出她的第二张专辑《Funny Girl》，并于近日由天凯唱片引进内地。上张专辑中，薛凯琪以奇洛李维斯为噱头的歌曲《奇洛李维斯回信》，在香港大受欢迎。新专辑中，薛凯琪再拿好莱坞巨星开涮。这次，她选择了毕彼特，而且是《拒绝毕彼特》。,562,1,1,1,cleaneval
89,html body text div div p  ,第二次拿巨星开涮,568,1,1,1,cleaneval
90,html body text div div p  ,上张专辑的《奇洛李维斯回信》中，薛凯琪以一个小女生跟偶像通信的故事，演绎出一首感人的情歌。新专辑故伎重演，拿毕彼特开涮：“其实不是刻意去找这些明星为概念，因为上一首歌大家非常喜欢，所以很想做个延续版。歌词是在讲很多东西只是拿来看或者崇拜的。如果毕彼特脱了那一身漂亮的外套，穿上平民的衣服，他也会像一般人一样，所以你来见我的时候我都要拒绝你，因为我不想破坏你在我心目中的形象。就是说许多人的梦想有时会实现不了，但实现不了未必是坏的，是对上首歌的延续，就像拍电影第一集、第二集。”,574,1,1,1,cleaneval
91,html body text div div p  ,第一次唱悲情歌曲,580,1,1,1,cleaneval
92,html body text div div p  ,虽然整张专辑概念是funny，当中却收入了一首非常惨情的歌曲《小黑与我》。谈及这首歌，薛凯琪说这首歌是她坚持要收入这张专辑：“其实一开始定为funny girl，是因为我身边的同事和朋友都会觉得我很funny。而《小黑与我》是一首我出道以来唯一会让我哭的歌，放在这张专辑，我也觉得不太合适，但其实即使是very very funny girl，都会有不开心。”,586,1,1,1,cleaneval
93,html body text div div p  ,第一次尝试不同唱腔,592,1,1,1,cleaneval
94,html body text div div p  ,除了悲情歌是她第一次尝试之外，新专辑中薛凯琪尝试了更多：“可能上一张专辑，你只听到薛凯琪用同一把声音去唱这么多的歌。但是在这张专辑里面，你会发现有些歌曲我的声音会沙哑或者变粗。希望大家能感受到在这张专辑真的是放了一份诚意进去。因为第一张反应很好，所以第二张台前幕后压力都比较大，就怕有人说你不但没进步而且退步，我总不能用那种少女声音去唱不同风格的歌。”,598,1,1,1,cleaneval
95,html body text div div p  ,第一次法文创作,604,1,1,1,cleaneval
96,html body text div div p  ,上张专辑中，薛凯琪为自己创作了一首英文歌词。新专辑中，她再次创作，而这次是法文：“一开始就想在专辑中有创作，但肯定不能再写英文词，没新意。于是做了法文歌，但也不能说都是我做的，里面的法文是找一个朋友帮忙，但概念是我想出来的。”,610,1,1,1,cleaneval
97,html body text div div p  ,不敢奢望拿最佳女歌手,616,1,1,1,cleaneval
98,html body text div div p  ,在华语音乐传媒大奖的提名名单中，薛凯琪拿下了新人和最佳粤语女歌手两个提名。对此，她说：“我不知道这个颁奖礼是不是我今年作为新人最后一个奖，现在还能作为新人这个名去入围一些奖项，我无论拿到什么都会很开心的。最佳女歌手奖就更加开心，因为我今年拿的所有奖大部分都是跟新人有关，能入围已经是当拿半个奖。不是不想拿，而是实在太远，暂时来说是一个很远的梦想，肯定还轮不到我。我想接下来几年都没机会拿最佳女歌手奖，只要歌曲能拿到十大歌曲奖，就已经很幸福。”,622,1,1,1,cleaneval
99,html body text div div p  ,来源：南方都市报,628,0,1,0,cleaneval
100,html body text div div table tr td div a  ,发送给朋友,642,1,0,0,cleaneval
101,html body text div div table tr td div a  ,发表评论,648,1,1,0,cleaneval
102,html body text div div table tr td div a  ,打印本文,654,1,1,0,cleaneval
103,html body text div div div div b  ,相关报道：,661,1,1,0,cleaneval
104,html body text div div div div  ,·,664,1,1,0,cleaneval
105,html body text div div div div a  ,韩红发新专辑 赵薇金海心沙宝亮等好友齐助阵,666,1,1,0,cleaneval
106,html body text div div div div span  ,(2005-04-27 18:03PM),669,1,1,0,cleaneval
107,html body text div div div div  ,·,672,1,1,0,cleaneval
108,html body text div div div div a  ,蔡依林热舞,674,1,1,0,cleaneval
109,html body text div div div div span  ,(2005-04-27 18:03PM),677,1,1,0,cleaneval
110,html body text div div div div  ,·,680,1,1,0,cleaneval
111,html body text div div div div a  ,分手还可做朋友 蔡依林出新碟周杰伦送花篮,682,1,1,0,cleaneval
112,html body text div div div div span  ,(2005-04-27 18:03PM),685,1,1,0,cleaneval
113,html body text div div div div  ,·,688,1,1,0,cleaneval
114,html body text div div div div a  ,娇俏Twins代言 青春活力肆意绽放,690,1,1,0,cleaneval
115,html body text div div div div span  ,(2005-04-27 17:03PM),693,1,1,0,cleaneval
116,html body text div div div div  ,·,696,1,1,0,cleaneval
117,html body text div div div div a  ,Twins紧张筹备粤语大碟期待台湾开个唱,698,1,1,0,cleaneval
118,html body text div div div div span  ,(2005-04-27 17:03PM),701,1,1,0,cleaneval
119,html body text div div div div  ,·,704,1,1,0,cleaneval
120,html body text div div div div a  ,张惠妹传怀孕 好友范玮琪:拜托!跟谁生啊,706,1,1,0,cleaneval
121,html body text div div div div span  ,(2005-04-27 16:00PM),709,1,1,0,cleaneval
122,html body text div div div div  ,·,712,1,1,0,cleaneval
123,html body text div div div div a  ,难忘旧爱周慧敏 刘锡明力推新专辑《梦知音》,714,1,1,0,cleaneval
124,html body text div div div div span  ,(2005-04-27 15:43PM),717,0,1,0,cleaneval
125,html body text div div div a  ,返回页首,732,1,0,0,cleaneval
126,html body text div div div  ,|,733,1,1,0,cleaneval
127,html body text div div div a  ,关闭窗口,736,0,1,0,cleaneval
128,html body text div div table tr td span b  ,盛典国际商机无限,759,0,0,0,cleaneval
129,html body text div div table tr td table tr td nobr a  ,风湿、类风湿获重大突破,784,1,0,0,cleaneval
130,html body text div div table tr td table tr td nobr a  ,★不再做一分钟男人!,793,0,1,0,cleaneval
131,html body text div div table tr td table tr td nobr a  ,18岁以下勿点击/图文,815,0,0,0,cleaneval
132,html body text div div table tr td table tr td nobr a  ,口述:“老公一分钟怎么办”,833,1,0,0,cleaneval
133,html body text div div table tr td table tr td nobr a  ,失眠抑郁症--必须亮剑★,842,0,1,0,cleaneval
134,html body text div div table tr td table tr td nobr a  ,■风湿、类风湿已被攻破,860,1,0,0,cleaneval
135,html body text div div table tr td table tr td nobr a  ,老婆口述:老公越来越棒,869,0,1,0,cleaneval
136,html body text div div div div b  ,明星组图,890,0,0,0,cleaneval
137,html body text div div div div div a div  ,日本女星流行：玉女变欲女,905,0,0,0,cleaneval
138,html body text div div div div div a div  ,范冰冰科幻写真 疯狂秀...,920,0,0,0,cleaneval
139,html body text div div div div div a div  ,李维嘉彩排时脸部遭棍...,935,0,0,0,cleaneval
140,html body text div div div div div a div  ,茱莉皮特最新全家福,950,0,0,0,cleaneval
141,html body text div div div div div a div  ,白灵写真裸露成性,965,0,0,0,cleaneval
142,html body text div div div div div a div  ,李冰冰妖艳写真低胸扮名伶,980,0,0,0,cleaneval
143,html body text div div div div div a div  ,李曼透视装黑色胸衣毕...,995,0,0,0,cleaneval
144,html body text div div div div div a div  ,女“暴露狂”现场诱惑...,1010,0,0,0,cleaneval
145,html body text div div div div div a div  ,天王刘德华“露点照”...,1025,0,0,0,cleaneval
146,html body text div div div div div a div  ,2006年泪秀娱乐圈,1040,0,0,0,cleaneval
147,html body text div div div div div a div  ,李冰冰与多名男影迷大...,1055,0,0,0,cleaneval
148,html body text div div div div div a div  ,刘真黑丝袜玩琵琶风情...,1070,1,0,0,cleaneval
149,html body text div div div div b  ,消费热点,1075,0,1,0,cleaneval
150,html body text div div div div table tr td nobr a  ,和爱人接吻口臭口臭怎么办,1089,0,0,0,cleaneval
151,html body text div div div div table tr td nobr a  ,★打呼噜-人类-睡梦杀手,1102,0,0,0,cleaneval
152,html body text div div div div table tr td nobr a  ,■白发--脱发--最终选择■,1115,0,0,0,cleaneval
153,html body text div div div div table tr td nobr a  ,★首创中医-清咽-戒烟奥秘,1128,0,0,0,cleaneval
154,html body text div div div div table tr td nobr a  ,■■治脱发、白发特效奇药,1141,0,0,0,cleaneval
155,html body text div div div div table tr td nobr a  ,■■■男人大--女人爱！,1154,0,0,0,cleaneval
156,html body text div div div div table tr td nobr a  ,●治疗高血压-中药显奇效,1167,0,0,0,cleaneval
157,html body text div div div div table tr td nobr a  ,★★高血压--新纪元★★,1180,0,0,0,cleaneval
158,html body text div div div div table tr td nobr a  ,★★★丰胸-（图）★★★,1192,0,0,0,cleaneval
159,html body text div div div div table tr td nobr a  ,★★塑造自信男人的秘决！,1205,0,0,0,cleaneval
160,html body text div div div div b  ,雅虎推荐,1252,0,0,0,cleaneval
161,html body text div div div div table tr td nobr a  ,(图)让高血压高血脂不再高！,1266,0,0,0,cleaneval
162,html body text div div div div table tr td nobr a  ,口臭口腔溃疡一网打尽(图),1279,0,0,0,cleaneval
163,html body text div div div div table tr td nobr a  ,◆中医特色治疗精神病！,1292,0,0,0,cleaneval
164,html body text div div div div table tr td nobr a  ,★院士谈前列腺康复之路！,1305,0,0,0,cleaneval
165,html body text div div div div table tr td nobr a  ,口述：老公越来越棒了！,1318,0,0,0,cleaneval
166,html body text div div div div table tr td nobr a  ,●使男人强大-让女人疯狂,1339,0,0,0,cleaneval
167,html body text div div div div table tr td nobr a  ,极速猛男征服女人(图),1352,0,0,0,cleaneval
168,html body text div div div div a b  ,天下商机,1376,0,0,0,cleaneval
169,html body text div div div div table tr td nobr a  ,找不到钱的人必看！,1398,0,0,0,cleaneval
170,html body text div div div div table tr td nobr a  ,小眼镜做出大财富,1411,0,0,0,cleaneval
171,html body text div div div div table tr td nobr a  ,男人给女人的惊喜,1424,0,0,0,cleaneval
172,html body text div div div div table tr td nobr a  ,07家饰新趋势（图）,1437,0,0,0,cleaneval
173,html body text div div div div table tr td nobr a  ,运动时尚PK08奥运,1450,0,0,0,cleaneval
174,html body text div div div div table tr td nobr a  ,燃情异国风情的诱惑！,1463,0,0,0,cleaneval
175,html body text div div div div table tr td nobr a  ,女人爱护自己的方式（图）,1476,0,0,0,cleaneval
176,html body text div div div div table tr td nobr a  ,女人看了就想要new！,1489,0,0,0,cleaneval
177,html body text div div div div table tr td nobr a  ,关注MM的小裤裤（图）,1501,0,0,0,cleaneval
178,html body text div div div div table tr td nobr a  ,老少皆宜玩出百万富翁！,1514,0,0,0,cleaneval
179,html body text div div div div table tr td nobr a  ,新媒体 新行业 新财富,1527,0,0,0,cleaneval
180,html body text div div div div table tr td nobr a  ,富翁要怎样炼成？,1540,0,0,0,cleaneval
181,html body text div div table tr td div b  ,图片精选,1563,0,0,0,cleaneval
182,html body text div div table tr td table tr td a  ,刘芮伊梦幻写真,1574,1,0,0,cleaneval
183,html body text div div table tr td table tr td a  ,黄奕写真性感精灵,1581,1,1,0,cleaneval
184,html body text div div table tr td div b  ,其他报道,1591,1,1,0,cleaneval
185,html body text div div table tr td div div  ,·,1596,1,1,0,cleaneval
186,html body text div div table tr td div div a  ,王菲那英香港名店狂扫货 巧避谢霆锋母亲(图),1598,1,1,0,cleaneval
187,html body text div div table tr td div div span  ,(28),1601,1,1,0,cleaneval
188,html body text div div table tr td div div  ,·,1604,1,1,0,cleaneval
189,html body text div div table tr td div div a  ,胡瓜诈赌将被判3年？在庭上完全推卸责任(图),1606,1,1,0,cleaneval
190,html body text div div table tr td div div span  ,(28),1609,1,1,0,cleaneval
191,html body text div div table tr td div div  ,·,1612,1,1,0,cleaneval
192,html body text div div table tr td div div a  ,频频跳槽为哪般？主持人为“钱”途“改嫁”,1614,1,1,0,cleaneval
193,html body text div div table tr td div div span  ,(28),1617,1,1,0,cleaneval
194,html body text div div table tr td div div  ,·,1620,1,1,0,cleaneval
195,html body text div div table tr td div div a  ,张钰左骂刘晓庆贱货 右批张艺谋“乱搞”(图),1622,1,1,0,cleaneval
196,html body text div div table tr td div div span  ,(28),1625,1,1,0,cleaneval
197,html body text div div table tr td div div  ,·,1628,1,1,0,cleaneval
198,html body text div div table tr td div div a  ,小甜甜布兰妮被评为全球最差宠物狗主人(图),1630,1,1,0,cleaneval
199,html body text div div table tr td div div span  ,(28),1633,1,1,0,cleaneval
200,html body text div div table tr td div div  ,·,1636,1,1,0,cleaneval
201,html body text div div table tr td div div a  ,滨崎步袭港狂扫名店 两小时豪花40万置装(图),1638,1,1,0,cleaneval
202,html body text div div table tr td div div span  ,(28),1641,1,1,0,cleaneval
203,html body text div div table tr td div div  ,·,1644,1,1,0,cleaneval
204,html body text div div table tr td div div a  ,李湘加盟北京台未定 确定入主湖南台少儿节目,1646,1,1,0,cleaneval
205,html body text div div table tr td div div span  ,(28),1649,1,1,0,cleaneval
206,html body text div div table tr td div div  ,·,1652,1,1,0,cleaneval
207,html body text div div table tr td div div a  ,“锐舞天后”爱戴舞林归来教你新6.9式(组图),1654,1,1,0,cleaneval
208,html body text div div table tr td div div span  ,(28),1657,0,1,0,cleaneval
209,html body text div a  ,关于雅虎,1668,1,0,0,cleaneval
210,html body text div  ,|,1669,1,1,0,cleaneval
211,html body text div a  ,使用须知,1671,1,1,0,cleaneval
212,html body text div  ,|,1672,1,1,0,cleaneval
213,html body text div a  ,诚聘英才,1674,1,1,0,cleaneval
214,html body text div  ,|,1675,1,1,0,cleaneval
215,html body text div a  ,广告服务,1677,1,1,0,cleaneval
216,html body text div  ,|,1678,1,1,0,cleaneval
217,html body text div a  ,搜索竞价,1680,1,1,0,cleaneval
218,html body text div  ,|,1681,1,1,0,cleaneval
219,html body text div a  ,网络实名,1683,1,1,0,cleaneval
220,html body text div  ,|,1684,1,1,0,cleaneval
221,html body text div a  ,中文上网,1686,1,1,0,cleaneval
222,html body text div  ,[,1687,1,1,0,cleaneval
223,html body text div a  ,更多,1689,1,1,0,cleaneval
224,html body text div  ,],1690,1,1,0,cleaneval
225,html body text div span a  ,Yahoo.com.cn © 2006,1695,1,1,0,cleaneval
226,html body text div span  ,版权所有 不得转载,1696,1,1,0,cleaneval
227,html body text div span a  ,京ICP证000022号,1698,1,1,0,cleaneval
228,html body text div  ,全球阿里巴巴：,1706,1,1,0,cleaneval
229,html body text div a  ,中国站,1708,1,1,0,cleaneval
230,html body text div  ,|,1709,1,1,0,cleaneval
231,html body text div a  ,国际站,1711,1,1,0,cleaneval
232,html body text div  ,|,1712,1,1,0,cleaneval
233,html body text div a  ,日文站,1714,1,1,0,cleaneval
234,html body text div  ,|,1715,1,1,0,cleaneval
235,html body text div a  ,淘宝站,1717,1,1,0,cleaneval
236,html body text div  ,|,1718,1,1,0,cleaneval
237,html body text div a  ,支付宝,1720,1,1,0,cleaneval
238,html body text div  ,|,1721,1,1,0,cleaneval
239,html body text div a  ,雅虎中国,1723,0,1,0,cleaneval
