Unnamed: 0,tag,content,counts,link_next,link_prev,label,domain
78,html body text div p font font p font  ,“应当一无挂虑，只要凡事藉着______、______和______，将你们所要的告诉神。神所赐出人意外的______，必在基督耶稣里保守你们的心怀意念。”（腓4:6-7）,343,1,1,1,cleaneval
79,html body text div p font font p font  ,若说圣经的教导是外在的启示，那么圣灵的带领就是内在的启示了。在我们明白神旨意的过程中，这两方面的启示是最重要、最具有决定性的。凡是合乎神旨意的决定，圣灵就给我们内心的平安，叫我们知道是神所喜悦的。,347,1,1,1,cleaneval
80,html body text div p font font table tr td center font  ,明白神旨意的其它方法,357,1,1,1,cleaneval
81,html body text div p font font table tr td font  ,明白神的旨意，除了可以求助于以上两个原则外，还可以参考以下几点：,364,1,1,1,cleaneval
82,html body text div p font font table tr td font p font b  ,1.环境的带领——,369,1,1,1,cleaneval
83,html body text div p font font table tr td font p  ,神儿女的身上不会发生偶然的事情。神会藉着环境的顺逆来给你一些指引。合乎神的旨意，他必为你开路；环境的拦阻，有可能是暂停的信号。这样，拦阻和开路都是神的带领，所以不能因拦阻而埋怨神。,370,1,1,1,cleaneval
84,html body text div p font font table tr td font p font b  ,2.肢体的劝告——,375,1,1,1,cleaneval
85,html body text div p font font table tr td font p  ,神通常都藉着属灵长辈的劝告来引导我们，属灵的事基督徒对你个人问题的看法、对经文的理解，以及他自己的经历，都会给你很好的意见和指引（箴12:15）。,376,1,1,1,cleaneval
86,html body text div p font font table tr td font p font b  ,3.行动的动机——,381,1,1,1,cleaneval
87,html body text div p font font table tr td font p  ,神看重你的决定、工作或行动，但他更看重背后的动机。因主的大爱激励而产生的动机，才能导致合神心意的行动。你可以安静客观地反省一下你为什么要作这样的决定，在圣灵的光照下，你要明白自己行动的动机。,382,1,1,1,cleaneval
88,html body text div p font font table tr td font p font b  ,4.心中的负担——,387,1,1,1,cleaneval
89,html body text div p font font table tr td font p  ,神是否将一个特别的负担放在你心里，叫你在某方面来为他工作？如果负担越来越重，那可能是出于神的。实践是检验真理的唯一标准一个很好的考验，你不必轻举妄动；配合其它原则一起考虑，你就会知道你的负担是不是出于神的。,388,1,1,1,cleaneval
90,html body text div p font font table tr td font p font b  ,5.自己的能力——,393,1,1,1,cleaneval
91,html body text div p font font table tr td font p  ,这不是最重要的环节，却也是我们要考虑的因素。神绝对不会漫无目的地让我们去做根本做不到的事情；例如我们完全没有这方面的预备、训练、经验和兴趣。我们的事奉要量力而为，除非我们很清楚是神的旨意。,394,1,1,1,cleaneval
92,html body text div p font font table tr td font p font b  ,6.行动的后果——,399,1,1,1,cleaneval
93,html body text div p font font table tr td font p  ,这是更要小心的一步。当你决定了怎样做之后，结果的对与错，或影响的好与坏，也会给你一些提示。但有些事情是做了就不能反悔的（例如结婚），那就不能应用这个原则了。,400,1,1,1,cleaneval
94,html body text div p font font table tr td font p font b  ,7.其它的引导——,405,1,1,1,cleaneval
95,html body text div p font font table tr td font p  ,神还会以其它的方法来显明他的心意，例如用心灵的声音对人说话，但那是非常特殊的情形了。,406,1,1,1,cleaneval
96,html body text div p font font p font  ,下面的图表是要帮助你按步骤分析你的问题，从而明白神的旨意：,413,0,1,1,cleaneval
97,html body text div p font font table tr td center font  ,我的问题,427,1,0,1,cleaneval
98,html body text div p font font table tr td center font  ,↓,433,1,1,0,cleaneval
99,html body text div p font font table tr td center font b  ,与圣经的原则吻合吗？,440,1,1,1,cleaneval
100,html body text div p font font table tr td center font  ,←────-┬───┐,444,1,1,0,cleaneval
101,html body text div p font font table tr td center font  ,┌───┬─────────────────────┼────────────────────┐,450,1,1,0,cleaneval
102,html body text div p font font table tr td center font  ,│,454,1,1,0,cleaneval
103,html body text div p font font table tr td center font  ,│,456,1,1,0,cleaneval
104,html body text div p font font table tr td center font  ,│,458,1,1,0,cleaneval
105,html body text div p font font table tr td center font  ,│,462,1,1,0,cleaneval
106,html body text div p font font table tr td center font  ,│,464,1,1,0,cleaneval
107,html body text div p font font table tr td center font  ,│,466,1,1,0,cleaneval
108,html body text div p font font table tr td center font  ,│,468,1,1,0,cleaneval
109,html body text div p font font table tr td center font  ,│,470,1,1,0,cleaneval
110,html body text div p font font table tr td center font  ,│,472,1,1,0,cleaneval
111,html body text div p font font table tr td center font  ,│,474,1,1,0,cleaneval
112,html body text div p font font table tr td center font  ,│,476,1,1,0,cleaneval
113,html body text div p font font table tr td center font  ,│,478,1,1,0,cleaneval
114,html body text div p font font table tr td center font  ,│,480,1,1,0,cleaneval
115,html body text div p font font table tr td center font  ,│,482,1,1,0,cleaneval
116,html body text div p font font table tr td center font  ,│,484,1,1,0,cleaneval
117,html body text div p font font table tr td center font  ,│,486,1,1,0,cleaneval
118,html body text div p font font table tr td center font  ,│,488,1,1,0,cleaneval
119,html body text div p font font table tr td center font  ,│,490,1,1,0,cleaneval
120,html body text div p font font table tr td center font  ,│,492,1,1,0,cleaneval
121,html body text div p font font table tr td center font  ,│,494,1,1,0,cleaneval
122,html body text div p font font table tr td center font  ,│,496,1,1,0,cleaneval
123,html body text div p font font table tr td center font  ,│,498,1,1,0,cleaneval
124,html body text div p font font table tr td center font  ,│,500,1,1,0,cleaneval
125,html body text div p font font table tr td center font  ,│,502,1,1,0,cleaneval
126,html body text div p font font table tr td center font  ,│,504,1,1,0,cleaneval
127,html body text div p font font table tr td center font  ,│,506,1,1,0,cleaneval
128,html body text div p font font table tr td center font  ,│,508,1,1,0,cleaneval
129,html body text div p font font table tr td center font  ,┘,510,1,1,0,cleaneval
130,html body text div p font font table tr td center font  ,否,517,1,1,1,cleaneval
131,html body text div p font font table tr td center font  ,是,521,1,1,1,cleaneval
132,html body text div p font font table tr td center font  ,圣经没有明言,525,1,1,1,cleaneval
133,html body text div p font font table tr td center font  ,不清楚,529,1,1,1,cleaneval
134,html body text div p font font table tr td center font  ,↓,535,1,1,0,cleaneval
135,html body text div p font font table tr td div font  ,│,539,1,1,0,cleaneval
136,html body text div p font font table tr td div font  ,│,541,1,1,0,cleaneval
137,html body text div p font font table tr td div font  ,└→,543,1,1,0,cleaneval
138,html body text div p font font table tr td center font  ,↓,548,1,1,0,cleaneval
139,html body text div p font font table tr td div font  ,└→,552,1,1,0,cleaneval
140,html body text div p font font table tr td center font b  ,先去弄清楚,557,1,1,1,cleaneval
141,html body text div p font font table tr td center font b  ,停,564,1,1,1,cleaneval
142,html body text div p font font table tr td center font b  ,找相关的原则,569,1,1,1,cleaneval
143,html body text div p font font table tr td font  ,←─────┐,572,1,1,0,cleaneval
144,html body text div p font font table tr td center font  ,↓,579,1,1,0,cleaneval
145,html body text div p font font table tr td center font  ,│,584,1,1,0,cleaneval
146,html body text div p font font table tr td center font  ,│,586,1,1,0,cleaneval
147,html body text div p font font table tr td center font  ,│,588,1,1,0,cleaneval
148,html body text div p font font table tr td center font  ,│,590,1,1,0,cleaneval
149,html body text div p font font table tr td center font  ,│,592,1,1,0,cleaneval
150,html body text div p font font table tr td center font  ,│,594,1,1,0,cleaneval
151,html body text div p font font table tr td center font  ,│,596,1,1,0,cleaneval
152,html body text div p font font table tr td center font  ,│,598,1,1,0,cleaneval
153,html body text div p font font table tr td center font  ,│,600,1,1,0,cleaneval
154,html body text div p font font table tr td center b font  ,环,607,1,1,1,cleaneval
155,html body text div p font font table tr td center b font  ,境,609,1,1,1,cleaneval
156,html body text div p font font table tr td center b font  ,的,611,1,1,1,cleaneval
157,html body text div p font font table tr td center b font  ,带,613,1,1,1,cleaneval
158,html body text div p font font table tr td center b font  ,领,615,1,1,1,cleaneval
159,html body text div p font font table tr td center b font  ,肢,620,1,1,1,cleaneval
160,html body text div p font font table tr td center b font  ,体,622,1,1,1,cleaneval
161,html body text div p font font table tr td center b font  ,的,624,1,1,1,cleaneval
162,html body text div p font font table tr td center b font  ,劝,626,1,1,1,cleaneval
163,html body text div p font font table tr td center b font  ,告,628,1,1,1,cleaneval
164,html body text div p font font table tr td center b font  ,行,633,1,1,1,cleaneval
165,html body text div p font font table tr td center b font  ,动,635,1,1,1,cleaneval
166,html body text div p font font table tr td center b font  ,的,637,1,1,1,cleaneval
167,html body text div p font font table tr td center b font  ,动,639,1,1,1,cleaneval
168,html body text div p font font table tr td center b font  ,机,641,1,1,1,cleaneval
169,html body text div p font font table tr td center b font  ,心,646,1,1,1,cleaneval
170,html body text div p font font table tr td center b font  ,中,648,1,1,1,cleaneval
171,html body text div p font font table tr td center b font  ,的,650,1,1,1,cleaneval
172,html body text div p font font table tr td center b font  ,负,652,1,1,1,cleaneval
173,html body text div p font font table tr td center b font  ,担,654,1,1,1,cleaneval
174,html body text div p font font table tr td center b font  ,自,659,1,1,1,cleaneval
175,html body text div p font font table tr td center b font  ,己,661,1,1,1,cleaneval
176,html body text div p font font table tr td center b font  ,的,663,1,1,1,cleaneval
177,html body text div p font font table tr td center b font  ,能,665,1,1,1,cleaneval
178,html body text div p font font table tr td center b font  ,力,667,1,1,1,cleaneval
179,html body text div p font font table tr td center b font  ,行,672,1,1,1,cleaneval
180,html body text div p font font table tr td center b font  ,动,674,1,1,1,cleaneval
181,html body text div p font font table tr td center b font  ,的,676,1,1,1,cleaneval
182,html body text div p font font table tr td center b font  ,后,678,1,1,1,cleaneval
183,html body text div p font font table tr td center b font  ,果,680,1,1,1,cleaneval
184,html body text div p font font table tr td center b font  ,其,685,1,1,1,cleaneval
185,html body text div p font font table tr td center b font  ,它,687,1,1,1,cleaneval
186,html body text div p font font table tr td center b font  ,的,689,1,1,1,cleaneval
187,html body text div p font font table tr td center b font  ,引,691,1,1,1,cleaneval
188,html body text div p font font table tr td center b font  ,导,693,1,1,1,cleaneval
189,html body text div p font font table tr td center font  ,┌────────────────┼────────────────┐,699,1,1,0,cleaneval
190,html body text div p font font table tr td center font  ,↓ ↓ ↓,701,1,1,0,cleaneval
191,html body text div p font font table tr td center font  ,有冲突,707,1,1,1,cleaneval
192,html body text div p font font table tr td center font  ,没冲突,712,1,1,1,cleaneval
193,html body text div p font font table tr td center font  ,不清楚,717,1,1,1,cleaneval
194,html body text div p font font table tr td center font  ,─→,721,1,1,0,cleaneval
195,html body text div p font font table tr td center font b  ,再去弄清楚,726,1,1,1,cleaneval
196,html body text div p font font table tr td center font  ,↓,732,1,1,0,cleaneval
197,html body text div p font font table tr td center font  ,↓,736,1,1,0,cleaneval
198,html body text div p font font table tr td center font b  ,停,745,1,1,1,cleaneval
199,html body text div p font font table tr td center font  ,我的决定,749,1,1,1,cleaneval
200,html body text div p font font table tr td center font  ,┌──────────┴──────────┐,755,1,1,0,cleaneval
201,html body text div p font font table tr td center font  ,↓ ↓,757,1,1,0,cleaneval
202,html body text div p font font table tr td center font b  ,符合圣经原则吗（外证）？,765,1,1,1,cleaneval
203,html body text div p font font table tr td center font b  ,心里平安吗（内证）？,771,1,1,1,cleaneval
204,html body text div p font font table tr td center font  ,↓,777,1,1,0,cleaneval
205,html body text div p font font table tr td center font  ,↓,782,1,1,0,cleaneval
206,html body text div p font font table tr td center font  ,↓,786,1,1,0,cleaneval
207,html body text div p font font table tr td center font  ,↓,791,1,1,0,cleaneval
208,html body text div p font font table tr td center font  ,否,797,1,1,1,cleaneval
209,html body text div p font font table tr td center font  ,是,801,1,1,1,cleaneval
210,html body text div p font font table tr td center font  ,是,805,1,1,1,cleaneval
211,html body text div p font font table tr td center font  ,否,809,1,1,1,cleaneval
212,html body text div p font font table tr td center font  ,─→,813,1,1,0,cleaneval
213,html body text div p font font table tr td center font b  ,再去思想等候,818,1,1,1,cleaneval
214,html body text div p font font table tr td center font  ,│,824,1,1,0,cleaneval
215,html body text div p font font table tr td center font  ,↓,826,1,1,0,cleaneval
216,html body text div p font font table tr td center font  ,└──-──┬─-───┘,830,1,1,0,cleaneval
217,html body text div p font font table tr td center font  ,↓,832,1,1,0,cleaneval
218,html body text div p font font table tr td center font  ,│,836,1,1,0,cleaneval
219,html body text div p font font table tr td center font  ,↓,838,1,1,0,cleaneval
220,html body text div p font font table tr td center font b  ,停,846,1,1,1,cleaneval
221,html body text div p font font table tr td center font b  ,凭信心确定是神的旨意,851,1,1,1,cleaneval
222,html body text div p font font table tr td center b font  ,停,856,1,1,1,cleaneval
223,html body text div p font font table tr td center font  ,↓,863,1,1,0,cleaneval
224,html body text div p font font table tr td center font  ,实行,870,1,1,1,cleaneval
225,html body text div p font font p font  ,这里建议你把分析的资料写下来，这能帮助你更客观和有条理地寻求神的旨意，同时能使你确切地知道那实在是神的旨意：,878,1,1,1,cleaneval
226,html body text div p font font table tr td font  ,我的问题：,886,1,1,1,cleaneval
227,html body text div p font font table tr td center b font  ,圣经的原理,893,1,1,1,cleaneval
228,html body text div p font font table tr td center b font  ,环境的带领,902,1,1,1,cleaneval
229,html body text div p font font table tr td center b font  ,肢体的劝告,911,1,1,1,cleaneval
230,html body text div p font font table tr td center b font  ,行动的动机,920,1,1,1,cleaneval
231,html body text div p font font table tr td center b font  ,心中的负担,929,1,1,1,cleaneval
232,html body text div p font font table tr td center b font  ,自己的能力,938,1,1,1,cleaneval
233,html body text div p font font table tr td center b font  ,行动的后果,947,1,1,1,cleaneval
234,html body text div p font font table tr td center b font  ,其他的引导,956,1,1,1,cleaneval
235,html body text div p font font table tr td center b font  ,内心的平安,965,1,1,1,cleaneval
236,html body text div p font font table tr td font  ,凭信心我确定神的旨意是：,972,1,1,1,cleaneval
237,html body text div p font font table tr td center font  ,两个提问,982,1,1,1,cleaneval
238,html body text div p font font table tr td font  ,有时候来不及考虑以上所提原则，那时候请你先安静下来，冷静地向自己提出以下两个问题，这将对你明白神的旨意带来莫大的帮助：,988,1,1,1,cleaneval
239,html body text div p font font table tr td p font  ,1.“若主耶稣处在我现在的立场，他会怎样处理呢？”,991,1,1,1,cleaneval
240,html body text div p font font table tr td p font  ,2.“做这件事，能否荣耀神？”,993,0,1,1,cleaneval
241,html body text div center span u b  ,·应 用·,1008,1,0,1,cleaneval
242,html body text div font b  ,1.到现在为止，我是用什么方式来做出抉择的？,1014,1,1,1,cleaneval
243,html body text div font  ,_________________________________________________________________________________。,1018,1,1,0,cleaneval
244,html body text div font p  ,_________________________________________________________________________________。,1020,1,1,0,cleaneval
245,html body text div p font b  ,2.作为基督徒，我曾否努力要照神的旨意生活？若有，我是如何分辨神的旨意的？请彼此分享各自的见证。,1026,1,1,1,cleaneval
246,html body text div p font  ,_________________________________________________________________________________。,1030,1,1,0,cleaneval
247,html body text div p font p  ,_________________________________________________________________________________。,1032,1,1,0,cleaneval
248,html body text div p font b  ,3.本课对你帮助最大的一点是什么？请彼此分享。,1038,1,1,1,cleaneval
249,html body text div p font  ,_________________________________________________________________________________。,1042,1,1,0,cleaneval
250,html body text div p font p  ,_________________________________________________________________________________。,1044,0,1,0,cleaneval
251,html body text div center span u b  ,·实 践·,1058,1,0,1,cleaneval
252,html body text div b font  ,在自己所面临的各种问题中，请写出急需明白神旨意的三个问题，并利用一周的时间来分辨是否是神的旨意。,1065,1,1,1,cleaneval
253,html body text div b font table tr td b  ,我的问题,1073,1,1,1,cleaneval
254,html body text div b font table tr td  ,1.,1075,1,1,1,cleaneval
255,html body text div b font table tr td  ,2.,1077,1,1,1,cleaneval
256,html body text div b font table tr td  ,3.,1079,1,1,1,cleaneval
257,html body text div b font table tr td  ,圣经的原理,1083,1,1,1,cleaneval
258,html body text div b font table tr td  ,环境的带领,1092,1,1,1,cleaneval
259,html body text div b font table tr td  ,肢体的劝告,1102,1,1,1,cleaneval
260,html body text div b font table tr td  ,行动的动机,1111,1,1,1,cleaneval
261,html body text div b font table tr td  ,心中的负担,1121,1,1,1,cleaneval
262,html body text div b font table tr td  ,自己的能力,1130,1,1,1,cleaneval
263,html body text div b font table tr td  ,行动的后果,1140,1,1,1,cleaneval
264,html body text div b font table tr td  ,其他的引导,1149,1,1,1,cleaneval
265,html body text div b font table tr td  ,内心的平安,1159,0,1,1,cleaneval
266,html body text div b font table tr td b  ,最后决定,1170,0,0,1,cleaneval
267,html body text div center b a font u  ,返目录,1185,1,0,0,cleaneval
268,html body text div center b  ,,1186,1,1,0,cleaneval
269,html body text div center b a font u  ,下一页,1190,0,1,0,cleaneval
