tag,content,label,depth,domain
html body main div div div div div div ul li a  ,【精彩封面故事】珠峰基地營徒步路線│尼泊爾EBC Trek,0,12,newdata
html body main div div div div div div ul li a  ,【飲食關鍵詞】論漢堡：廉價肉塊谷底翻身記,0,12,newdata
html body main div div div div div div ul li a  ,【城市思潮】淺談越南南北差異：東方古典美人VS洋氣時髦少女,0,12,newdata
html body main div div div div div div ul li a  ,【精彩封面故事】大甲媽祖遶境│臺灣Dajia Matsu Pilgrimage,0,12,newdata
html body main div div div div div div ul li a  ,【精彩封面故事】熊野古道│日本Kumano Kodo,0,12,newdata
html body main div div div div div div ul li a  ,【精彩封面故事】聖雅各之路│西班牙Camino de Santiago,0,12,newdata
html body main div div div div div div ul li a  ,【精彩封面故事】踏上終極之旅：跨越山林和大海,0,12,newdata
html body main div div div div div div ul li a  ,【精彩封面故事】奔向神聖境地：尋找心中的日月,0,12,newdata
html body main div div div div div div ul li a  ,【編輯室報告】歲末年終，朝聖未來,0,12,newdata
html body main div div div div div div div div a span  ,線上購買,0,13,newdata
html body main div div div div div div div div a span  ,電子雜誌,0,13,newdata
html body main div div div div div div div div span  ,影音,0,12,newdata
html body main div div div div div div div div ul li div div div  ,【世界朝聖路10+】旅讀or 2021年12月號 第118期,0,16,newdata
html body main div div div div div div div div span  ,文章,0,12,newdata
html body main div div div div div div div div ul li div a  ,【馬路消息】臺南森林系之一：一年一度空山祭，燈光造景藝術背後，藏著的是小倩還是老妖？,0,15,newdata
html body main div div div div div div div div ul li div a  ,思念不重，恰如傾瀉的流光填滿了整座冬山。 舉辦迄今已然邁...,0,15,newdata
html body main div div div div div div div div ul li div span  ,2021.12.28 /,0,15,newdata
html body main div div div div div div div div ul li div a  ,台南,0,15,newdata
html body main div div div div div div div div span  ,商品,0,12,newdata
html body main div div div div div div div div ul li div div a  ,【雜誌訂閱】,0,16,newdata
html body main div div div div div div div div ul li div div a  ,雜誌36期+12期,0,16,newdata
html body main div div div div div div div div ul li div div  ,特價 /,0,15,newdata
html body main div div div div div div div div ul li div div span  ,"NT$4,280 ",0,16,newdata
html body main div div div div div div div h1  ,活動,0,11,newdata
html body main div div div div div div div div div ul li a span  ,旅讀私塾,0,16,newdata
html body main div div div div div div div div h1  ,【旅讀E學堂】嚴定暹老師：易經系列 經典課程(36堂套裝版),1,12,newdata
html body main div div div div div div div div div div  ,活動日期 / 2021.12.31,1,13,newdata
html body main div div div div div div div div div div  ,報名期限 / 2021.12.31,1,13,newdata
html body main div div div div div div div div div div  ,活動費用 /,1,13,newdata
html body main div div div div div div div div div div span  ,"$11,996",1,14,newdata
html body main div div div div div div div div div div span  ,"$9,999",1,14,newdata
html body main div div div div div div div div div div  ,繳費方式 / 信用卡或 ATM 轉帳,1,13,newdata
html body main div div div div div div div div div div p span strong  ,嚴定暹老師：易經系列 經典課程(36堂套裝版),1,16,newdata
html body main div div div div div div div div div div p span span span span span strong  ,4個系列共36堂課，超值限時特惠只要$9999！！,1,20,newdata
html body main div div div div div div div div div div p span span span strong  ,！(原價,1,18,newdata
html body main div div div div div div div div div div p strong  ,$,1,15,newdata
html body main div div div div div div div div div div p strong  ,"11,996)",1,15,newdata
html body main div div div div div div div div div div p strong a  ,點我報名課程,1,16,newdata
html body main div div div div div div div div div div p span strong  ,(點入註冊即可免費試聽！),1,16,newdata
html body main div div div div div div div div div div p span strong  ,課程簡介：,1,16,newdata
html body main div div div div div div div div div div p span  ,《易經》是全世界唯一帶著符號圖像的經典！,1,15,newdata
html body main div div div div div div div div div div p span  ,放眼古今中外到二十一世紀，能成為經典之作的典籍，有圖象、有文字、圖文並茂，而能傳之久遠，並且，圖象不會褪流行的典籍只有一本書，那就是《易經》,1,15,newdata
html body main div div div div div div div div div div p span strong span  ,課程內容,1,17,newdata
html body main div div div div div div div div div div p span strong  ,：,1,16,newdata
html body main div div div div div div div div div div p strong  ,｜,1,15,newdata
html body main div div div div div div div div div div p span strong  ,系列一,1,16,newdata
html body main div div div div div div div div div div p strong  ,《走入易經的世界》,1,15,newdata
html body main div div div div div div div div div div p span  ,從「易經之符號系統」開始， 帶大家了解八卦與六四卦圖象，藉此宏觀天地萬象、開啟智慧思考！,1,15,newdata
html body main div div div div div div div div div div p strong  ,｜,1,15,newdata
html body main div div div div div div div div div div p span strong  ,系列二 《易學與生命智慧》,1,16,newdata
html body main div div div div div div div div div div p span  ,易經不是論學術成就，而是論人生成熟度——改變自己人生的人永遠是自己！,1,15,newdata
html body main div div div div div div div div div div p strong  ,｜,1,15,newdata
html body main div div div div div div div div div div p span strong  ,系列三 《乾卦》,1,16,newdata
html body main div div div div div div div div div div p span  ,藉由「乾」卦之多層次思考而能與時間同步、作自己的主人，掌控自我才能掌控局面。,1,15,newdata
html body main div div div div div div div div div div p strong  ,｜,1,15,newdata
html body main div div div div div div div div div div p span strong  ,系列四 《坤卦》,1,16,newdata
html body main div div div div div div div div div div p span  ,「坤」卦提示﹕當形勢不如人之時，不計較、不比較，不探究「為什麼」？只著眼如何在不優的形勢下正確自處、自我提升！正確與生命中的冬天相處，春天就在眼前！,1,15,newdata
html body main div div div div div div div div div div p span strong  ,講師簡介：,1,16,newdata
html body main div div div div div div div div div div p span span span span span strong  ,嚴定暹老師,1,20,newdata
html body main div div div div div div div div div div p span span span strong  ,主講,1,18,newdata
html body main div div div div div div div div div div p span  ,嚴定暹老師是華人世界首位把《易經》活用於現實的女性學者。,1,15,newdata
html body main div div div div div div div div div div p span  ,前行政院國家科學委員會研究員,1,15,newdata
html body main div div div div div div div div div div p span  ,創造力學院顧問,1,15,newdata
html body main div div div div div div div div div div p span  ,奉元書院「孫子兵法」課程講座,1,15,newdata
html body main div div div div div div div div div div p span  ,YWCA（基督教女青年會）國學經典講座,1,15,newdata
html body main div div div div div div div div div div p span  ,臺灣漢聲電臺「易起幸福」節目主講人,1,15,newdata
html body main div div div div div div div div div div p span span strong  ,收費標準：,1,17,newdata
html body main div div div div div div div div div div p span  ,"9,999元 (本課程購買後，在旅讀線上課程網站營運期間，可無限次數觀看)",1,15,newdata
html body main div div div div div div div div div div p span span strong  ,洽詢專線：,1,17,newdata
html body main div div div div div div div div div div p span  ,02-23222812 #136 游小姐,1,15,newdata
html body main div div div div div div div div div div p span strong a  ,點我報名課程,0,17,newdata
html body main div div div div div div div div div a div span  ,日曆,0,15,newdata
html body main div div div div div div div div h2 span  ,其他推薦,0,13,newdata
html body main div div div div div div div div div ul li div a  ,【旅讀私塾】朱嘉雯：黃金帝國——大明王朝之解秘與探索,0,16,newdata
html body main div div div div div div div div div ul li div div  ,朱嘉雯：黃金帝國——大明王朝之解秘與探索 實體...,0,16,newdata
html body main div div div div div div div div div ul li div span  ,2022.04.12,0,16,newdata
html body main div div div div div div div div div ul li div a  ,2022地表最有趣國語文冬令營,0,16,newdata
html body main div div div div div div div div div ul li div div  ,橫跨千年歷史，從《戰國策》到《西遊記》……...,0,16,newdata
html body main div div div div div div div div div ul li div span  ,2022.01.21,0,16,newdata
html body main div div div div div div div div  ,最新出刊,0,11,newdata
html body main div div div div div div div div a  ,世界朝聖之路10+,0,12,newdata
html body main div div div div div div div div div  ,2021 年 12 月號 第 118 期,0,12,newdata
html body main div div div div div div ul li a  ,【跟我走】隱於日月山水間：坐看雲起時,0,12,newdata
html body main div div div div div div ul li a  ,【特別報導】黑龍江尋虎蹤：猛虎躍新春,0,12,newdata
html body main div div div div div div ul li a  ,【老皮說史】中西醫看婦女病：化淤還是切除？,0,12,newdata
html body main div div div div div div ul li a  ,【精彩封面故事】山海圳綠道│臺灣Mountains to Sea National Greenway,0,12,newdata
html body main div div div div div div ul li a  ,【精彩封面故事】茶馬古道│中國大陸Tea Horse Road,0,12,newdata
html body main div div div div div div ul li a  ,【精彩封面故事】淡蘭古道│臺灣Tamsui-Kavalan Trails,0,12,newdata
html body main div div div div div div ul li a  ,【精彩封面故事】印加古道│秘魯Inca Trail,0,12,newdata
html body main div div div div div div ul li a  ,【金魚滿唐】千變萬化杜蘭朵：三道謎題的試煉,0,12,newdata
html body main div div div div div div ul li a  ,【發現心台灣】登陸基隆嶼，看見臺灣之美,0,12,newdata
html body main div div div div div div ul li a  ,【精彩封面故事】聖稜線│臺灣The Holy Ridge,0,12,newdata
html body main div div div div div div ul li a  ,【精彩封面故事】岡仁波齊轉山路│中國大陸Mount Kailash Trek,0,12,newdata
html body main div div div div div div ul li a  ,【精彩封面故事】珠峰基地營徒步路線│尼泊爾EBC Trek,0,12,newdata
html body main div div div div div div ul li a  ,【飲食關鍵詞】論漢堡：廉價肉塊谷底翻身記,0,12,newdata
html body main div div div div div div ul li a  ,【城市思潮】淺談越南南北差異：東方古典美人VS洋氣時髦少女,0,12,newdata
html body main div div div div div div ul li a  ,【精彩封面故事】大甲媽祖遶境│臺灣Dajia Matsu Pilgrimage,0,12,newdata
html body main div div div div div div ul li a  ,【精彩封面故事】熊野古道│日本Kumano Kodo,0,12,newdata
html body main div div div div div div ul li a  ,【精彩封面故事】聖雅各之路│西班牙Camino de Santiago,0,12,newdata
html body main div div div div div div ul li a  ,【精彩封面故事】踏上終極之旅：跨越山林和大海,0,12,newdata
html body main div div div div div div ul li a  ,【精彩封面故事】奔向神聖境地：尋找心中的日月,0,12,newdata
html body main div div div div div div ul li a  ,【編輯室報告】歲末年終，朝聖未來,0,12,newdata
html body main div div div div div div div div a span  ,線上購買,0,13,newdata
html body main div div div div div div div div a span  ,電子雜誌,0,13,newdata
html body main div div div div div div div div span  ,影音,0,12,newdata
html body main div div div div div div div div ul li div div div  ,【世界朝聖路10+】旅讀or 2021年12月號 第118期,0,16,newdata
html body main div div div div div div div div span  ,文章,0,12,newdata
html body main div div div div div div div div ul li div a  ,【馬路消息】臺南森林系之一：一年一度空山祭，燈光造景藝術背後，藏著的是小倩還是老妖？,0,15,newdata
html body main div div div div div div div div ul li div a  ,思念不重，恰如傾瀉的流光填滿了整座冬山。 舉辦迄今已然邁...,0,15,newdata
html body main div div div div div div div div ul li div span  ,2021.12.28 /,0,15,newdata
html body main div div div div div div div div ul li div a  ,台南,0,15,newdata
html body main div div div div div div div div span  ,商品,0,12,newdata
html body main div div div div div div div div ul li div div a  ,【旅讀or】,0,16,newdata
html body main div div div div div div div div ul li div div a  ,極上星光！尋味亞洲米其林,0,16,newdata
html body main div div div div div div div div ul li div div  ,特價 /,0,15,newdata
html body main div div div div div div div div ul li div div span  ,NT$180 ,0,16,newdata
html body footer div div div div a  ,旅讀or,0,8,newdata
html body footer div div div div ul li div  ,英屬維京群島商澤宇文化有限公司台灣分公司,0,10,newdata
html body footer div div div div ul li a  ,105臺北市南京東路三段287號10樓 (新光國際商業大樓),0,10,newdata
html body footer div div div div ul li a strong  ,E,0,11,newdata
html body footer div div div div ul li a  ,service@orchina.net,0,10,newdata
html body footer div div div div ul li a strong  ,T,0,11,newdata
html body footer div div div div ul li a  ,02-2322-2812,0,10,newdata
html body footer div div div div ul li a strong  ,F,0,11,newdata
html body footer div div div div ul li a  ,02-2327-9088,0,10,newdata
html body footer div div div div div div div  ,關於我們,0,10,newdata
html body footer div div div div div div ul li a  ,常見問題,0,12,newdata
html body footer div div div div div div ul li a  ,版權聲明,0,12,newdata
html body footer div div div div div div ul li a  ,隱私政策,0,12,newdata
html body footer div div div div div div ul li a  ,服務條款,0,12,newdata
html body footer div div div div div div div  ,友站連結,0,10,newdata
html body footer div div div div div div ul li a  ,中國旅遊,0,12,newdata
html body footer div div div div div div ul li a  ,中國旅遊圖片網,0,12,newdata
html body footer div div div div div div ul li a  ,CNSphoto,0,12,newdata
html body div div  ,已成功加入購物車!!,0,4,newdata
html body div div  ,X,0,4,newdata
html body div div div  ,选择其他平台 >>,0,5,newdata
html body div div span  ,分享到,0,5,newdata
