,tag,content,counts,link_next,link_prev,label
38,html body text table tr td table tr td div font font span  ,万或者更多，从社会的总体效益来看，国家财政对粮食生产的投入使农民增产增收，这个投入是值得的。调查的结果表明中央财政和地方财政,260,1,1,1
39,html body text table tr td table tr td div font font span font  ,2006,263,1,1,1
40,html body text table tr td table tr td div font font span  ,年对粮食生产投入的层次，只能增加不能减少。,265,0,1,1
41,html body text table tr td table tr td div font p font span strong  ,记者：这么看你平时也很关注国家的相关农业政策，所以你不止是农民专家，也可以称作是农业专家了。,277,1,0,1
42,html body text table tr td table tr td div p font span strong  ,李金泽：,286,1,1,1
43,html body text table tr td table tr td div p font span  ,应该说现在的市场经济竞争核心就是掌握信息量和掌握现代技术，作为一个企业家来讲，如果你不能天天掌握时事经济动态、时事政策和现代技术，你的企业就不可能有生存的基础条件。随着现在经济技术的不断发展，有那么一部分人放掉了学习，他也就落后了。因为传统的意识、传统的观念、传统的管理正在加速贬值，而现代科学技术又需要你急速掌握，现代技术的不断发展和变化使得一些聪明人因为放松了学习而变得无知了。,287,0,1,1
44,html body text table tr td table tr td div span p strong font  ,记者：你通过什么渠道最快的获取这些信息？,298,0,0,1
45,html body text table tr td table tr td div p font span strong  ,李金泽：,311,1,0,1
46,html body text table tr td table tr td div p font span  ,通过国家下发的有关文件和上网查阅资料，另外就是深入实地调查，把这些资料综合利用。,312,0,1,1
47,html body text table tr td table tr td div p font span strong  ,记者：据你了解农民通过什么渠道来获取这些信息，比如农业政策、农机之类的信息？,325,0,0,1
48,html body text table tr td table tr td div p font span strong  ,李金泽：,338,1,0,1
49,html body text table tr td table tr td div p font span  ,农民现在的学习积极性不是很高，需要通过政府部门和企业的引导，现在我们的企业也做了一些事来引导农民掌握现代信息技术、现代农业技术和农机技术。我们的宣传力度主要集中在我们企业的周边地区。,339,0,1,1
50,html body text table tr td table tr td div p font span strong  ,记者：据你了解现在农民学习科学技术，了解信息的速度比较慢，如果你们厂开发研制出来了新的农机产品，你通过什么方法让农民获取到这个信息，同时又是怎样帮助农民使用这些机器的？,352,0,0,1
51,html body text table tr td table tr td div p font span strong  ,李金泽：,365,1,0,1
52,html body text table tr td table tr td div p font span  ,我们采取展示、推广、培训这么几项服务，我们附近的农民之所以在购买或使用农机上受益就是因为我们现在有这么几项特色服务。在我们企业长时间的发展过程中有一个发展战略定位，第一点是先进入市场，我们企业拥有自己的农机销售大市场，市场占地面积比较大，销售规模和哈尔滨江北的农机大市场近似，每年的销售额能达到几千万。,366,0,1,1
53,html body text table tr td table tr td div p font span strong  ,记者：你们的农机大市场市场场址在哪？,382,0,0,1
54,html body text table tr td table tr td div p font span strong  ,李金泽：,395,1,0,1
55,html body text table tr td table tr td div p font span  ,就在勃利县境内，我们的生产车间附近，农机大市场的辐射面也遍及了周边许多地区。原来我们的企业只是生产农机具，而随着市场经济的发展，我们积极意识到企业一定要搞销售，我们的销售市场是一种载体，“生产企业搞销售”这是我们企业发展的第一个理念。,396,0,1,1
56,html body text table tr td table tr td div p font span  ,第二个理念就是“科研与生产”，在销售领域我们要成为黑龙江省最大的农机产品集散地，在科研生产领域我们要成为黑龙江省生产农机具的龙头企业，这个目标我们已经基本达到了。,408,0,0,1
57,html body text table tr td table tr td div p font span  ,第三个理念是“服务”，可以说我们的农机大市场现在已经办得很好了，之所以能达到这样的效果主要是因为我们的服务在前，就服务而言，全国一些主要农机市场的服务和我们相比还是有差距的。这里面所说的服务主要包括维修、配件、培训，我们力争通过优质的服务让农民认可我们的产品。,420,0,0,1
58,html body text table tr td table tr td div p font span  ,第四个理念是“信息网络”，我们把现代信息技术和农机培训相结合，自办了一个农民培训学校，每,432,1,0,1
59,html body text table tr td table tr td div p font span font  ,10,435,1,1,1
60,html body text table tr td table tr td div p font span  ,个农民就可以组成一个小组来接受我们企业的免费培训，农民要学习的所有农机知识我们都能让他们学到。,437,0,1,1
61,html body text table tr td table tr td div p font span  ,我们企业集市场销售、科研生产，全方位服务，以提供较好的商品信息为一体搭建了这样的一个平台，让各个农机厂家在这个平台上充分展示自己的才能，销售自己的农机产品，让农民通过这个大平台购买到称心如意的农机产品。举个例子来说，我要到市场去买二斤茄子，有的小贩恰好就剩下二斤茄子，即使这茄子再好我也不一定买，因为没有选择的余地，如果另外的小贩那有一大堆茄子你就有很大的选择空间，这样你才会买，这就是因为形成了一个规模较大的展示平台，通过这个平台我们可以学到很多东西。,449,0,0,1
62,html body text table tr td table tr td div p span font  ,我们的目标是要搭建一个符合现代市场理念的、保持企业持久发展战略的一个平台，我们搭建的这个平台将来可能会得到黑龙江省信息产业厅、黑龙江省科委的大力支持，我们自己也在努力搭建这个平台，以便使其达到四位一体的层次。可以说现在我们已经建立了这样的一个网络来对农民进行培训，我们周边的农民已经尝到了培训的甜头，因此农民愿意到我们这买商品。为什么说我们市场在同行业中服务在先呢，因为我们为农民着想，农民买了我们的产品不能使用怎么办，出现问题怎么办，我们首先考虑的是农民的利益，而现在很多同类市场是为了销售而销售，很少考虑农民的利益。,461,1,0,1
63,html body text table tr td table tr td div p span font p a  ,[1],465,1,1,0
64,html body text table tr td table tr td div p span font p a  ,[2],468,1,1,0
65,html body text table tr td table tr td div p span font p a  ,[3],471,1,1,0
66,html body text table tr td table tr td div p span font p a  ,[4],474,1,1,0
67,html body text table tr td table tr td div p span font p a  ,[5],477,1,1,0
68,html body text table tr td table tr td div p span font p a  ,[6],480,0,1,0
69,html body text table tr td table tr td div  ,（责任编辑： 黄帅 ）,495,0,0,0
70,html body text table tr td table tr td table tr td  ,【,509,1,0,0
71,html body text table tr td table tr td table tr td a font  ,打印本稿,512,1,1,0
72,html body text table tr td table tr td table tr td  ,】,513,0,1,0
73,html body text table tr td table tr td table tr td table form tr td div  ,【,526,1,0,0
74,html body text table tr td table tr td table tr td table form tr td div span  ,推荐,528,1,1,0
75,html body text table tr td table tr td table tr td table form tr td  ,】,537,1,1,0
76,html body text table tr td table tr td table tr td  ,【,543,1,1,0
77,html body text table tr td table tr td table tr td a font  ,关闭,546,1,1,0
78,html body text table tr td table tr td table tr td  ,】,547,0,1,0
79,html body text table tr td table tr td p b font  ,振兴东北网版权与免责声明：,570,1,0,0
80,html body text table tr td table tr td p  ,① 凡本网注明“来源：振兴东北网”的所有作品，版权均属于国务院振兴东北地区等老工业基地领导小组办公室，未经本网授权不得转载、摘编或利用其它方式使用上述作品。已经本网授权使用作品的，应在授权范围内使用，并注明“来源：振兴东北网”。违反上述声明者，本网将追究其相关法律责任。,573,1,1,0
81,html body text table tr td table tr td p  ,② 凡本网注明“来源：XXX（非振兴东北网）”的作品，均转载自其它媒体，转载目的在于传递更多信息，并不代表本网赞同其观点和对其真实性负责。,575,1,1,0
82,html body text table tr td table tr td p  ,③ 如因作品内容、版权和其它问题需要同本网联系的，请在30日内进行。,577,1,1,0
83,html body text table tr td table tr td p  ,※ 联系电话：010--63070957 010--63070958,579,0,1,0
84,html body text table tr td table tr td div font  ,工作动态,645,0,0,0
85,html body text table tr td table tr td div font  ,·,666,1,0,0
86,html body text table tr td table tr td a  ,推进大连工业经济发展对策,671,1,1,0
87,html body text table tr td table tr td div font  ,·,681,1,1,0
88,html body text table tr td table tr td a  ,"沈阳机床集团在""走出去""战略中实现做大做强",686,1,1,0
89,html body text table tr td table tr td div font  ,·,696,1,1,0
90,html body text table tr td table tr td a  ,制博会暨十五国家重大技术装备成果展获巨大成功,701,1,1,0
91,html body text table tr td table tr td div font  ,·,710,1,1,0
92,html body text table tr td table tr td a  ,辽宁沿海七城共签协议组成更紧密经济联合体,715,0,1,0
93,html body text table tr td table tr td div b font  ,［,728,1,0,0
94,html body text table tr td table tr td div b a font  ,更多,731,1,1,0
95,html body text table tr td table tr td div b font  ,］,733,0,1,0
96,html body text table tr td table tr td div font  ,人事任免,754,0,0,0
97,html body text table tr td table tr td div font  ,·,775,1,0,0
98,html body text table tr td table tr td a font strong  ,东北地区11月份人事动态,782,1,1,0
99,html body text table tr td table tr td div font  ,·,791,1,1,0
100,html body text table tr td table tr td a  ,中共辽宁省沈阳市委近期拟任市管干部人选公示,796,1,1,0
101,html body text table tr td table tr td div font  ,·,805,1,1,0
102,html body text table tr td table tr td a  ,中共黑龙江省委员会关于拟提为副厅级干部的公示,810,1,1,0
103,html body text table tr td table tr td div font  ,·,819,1,1,0
104,html body text table tr td table tr td a  ,黑龙江哈尔滨市人民代表大会常务委员会任免名单,824,0,1,0
105,html body text table tr td table tr td div b font  ,［,837,1,0,0
106,html body text table tr td table tr td div b a font  ,更多,840,1,1,0
107,html body text table tr td table tr td div b font  ,］,842,0,1,0
108,html body text table tr td table tr td div font  ,旅游文化,863,0,0,0
109,html body text table tr td table tr td table tr td a  ,太阳岛上造雪忙(组图),904,0,0,0
110,html body text table tr td table tr td table tr td a  ,克什克腾:元朝最后的余晖,940,0,0,0
111,html body text table tr td table tr td table tr td a  ,设计吉祥物 大连姑娘与奥运牵手(图),991,0,0,0
112,html body text table tr td table tr td table tr td a  ,李梓萌:观众是最好的镜子,1027,0,0,0
113,html body text table tr td table tr td div b font  ,［,1059,1,0,0
114,html body text table tr td table tr td div b a font  ,更多,1062,1,1,0
115,html body text table tr td table tr td div b font  ,］,1064,0,1,0
116,html body text table tr td table tr td div font  ,直播访谈,1076,0,0,0
117,html body text table tr td table tr td div font  ,·,1097,1,0,0
118,html body text table tr td table tr td a  ,伊春市长许兆君谈林权制度改革,1102,1,1,0
119,html body text table tr td table tr td div font  ,·,1112,1,1,0
120,html body text table tr td table tr td a  ,全国第四大新区——沈北新区正式成立,1117,1,1,0
121,html body text table tr td table tr td div font  ,·,1127,1,1,0
122,html body text table tr td table tr td a  ,夏德仁：把环保作为建设和谐社会的大事来抓,1132,1,1,0
123,html body text table tr td table tr td div font  ,·,1141,1,1,0
124,html body text table tr td table tr td a  ,李继安：在新一轮竞争中继续当好“领头羊”,1146,0,1,0
125,html body text table tr td table tr td div b font  ,［,1159,1,0,0
126,html body text table tr td table tr td div b a font  ,更多,1162,1,1,0
127,html body text table tr td table tr td div b font  ,］,1164,0,1,0
