,tag,content,counts,link_next,link_prev,label
52,html body text div div div div table tr td table tr td  ,在纯物质世界中，除了量子世界表现的非线性特性外，宏观物质都是线性的，因此宏观物质是可预料的，如果按照牛顿的理论来解释这个世界，那么一切都可以用公式计算推倒出来，未来就可以被预知。不过量子幽灵却给牛顿带来了难题，我们无论如何也测不准它，那么我们如何能够预知呢？这给我们带来了一个陈旧的哲学问题，偶然与必然的问题，我们可以预料大体，但却不能预料突发事件，因此有些事不得不动用概率来解决，这又从某种角度体现了非线性的存在。因此科学对一些事物不可测，或者说不可证。量子力学没有特定的定律，因此物理定律只不过适合用于宏观物质上。,360,1,1,1
53,html body text div div div div table tr td table tr td  ,新事物的诞生是困难的，这犹如百里挑一，犹如生命的产生，因为新事物刚出生就可能大部分被强大的旧事物扼灭了，这时事物一表常态，也十分稳定，几亿精子被卵子拒之门外。只有一只有幸进入。这时新生命诞生了，创造似乎是一种偶然的成功，因为它伴随着不稳定性，但新事物成功后便又会进入稳定状态。如何看待生命的偶然性，生命的出现是两种状态的结晶，对宇宙普遍原则来说，这是一种必然性，生命迟早会出现，但什么时候出现却不得而知。无数化学元素被创生，只等到太阳、氧气、水、大气连同月亮与雷电同时出现时才有了有机态，在漫长的岁月中不断与外界发生反应，几十亿年后才形成真正意义上的生命，在我看来能量找到了与物质的切入点，这是一件不容易的事情，庞大的生命群体开始了进化与膨胀，当然这种奇妙的现象背后不是使物质以裂变形式爆炸的力，而是复制。于是物质不再是原子或亚原子式能量的连锁反应，而是复杂性与多样性的组合进化反应。,364,1,1,1
54,html body text div div div div table tr td table tr td  ,物理学是自然科学的主干，但物理学家大多没有把传统物质与生命物质区分对待，因此想要了解生命现象并非易事，这又象现代医学，研究医学的人都知道，并非所有疾病都能治好，而且没有一种根病源的方法（一般来说），常常用带有负效应的药物缓解，这务必引起其他功能的损害，有的甚至用移植或代替维持生命机体（对机体来说再生功能的损害是最危险的）。有时，当我们发现和祛除一种病源时，新的病种又会出现。但中国传统医学却以阴阳学来指导医学治疗，这使我们对生命的了解更深入，生命的机理与宇宙的造就有着不可忽略的联系，因此具有宇宙机理有着相似处，我们完全可以去预防疾病不生病。可能你不用去了解生命，生命没有公式，或许存在另一种规律，不过我们了解到普遍规律时，生命现象还是可以被解释的。生命现象也是将物质变为能量的过程，和核裂变不同的是生命过程是将能量有序化的过程，这就是进化。我们是能量和物质的共同体，当肉体死亡时，能量是否还能有序？但一点可以肯定，肉体是媒介。,368,1,1,1
55,html body text div div div div table tr td table tr td  ,深入了解自然才能深入了解生命。光为何是柔和的，是因为电子随机运动的结果；激光雷电为何是坚硬的，是因为电子都向着同一个方向。虽然它们都统称为光。科学可以捕捉利用自然现象却不能改变它。我们应尊重一切存在的自然规律，因为在自然面前科学很无能，生命是一条曲折的连锁反应，是DNA连接着这条生物大链子，生命科学是否能结合现代物理学？到时候必将会有一门新兴的科学诞生。 							 						,372,0,1,1
56,html body text div div div div table tr td strong a  ,收藏此帖,394,1,0,0
57,html body text div div div div table tr td strong a  ,回复此帖,399,1,1,0
58,html body text div div div div table tr td strong a  ,引用此帖,405,0,1,0
59,html body text div div div div table tr td  ,共有帖子数,417,1,0,0
60,html body text div div div div table tr td strong  ,1,419,1,1,0
61,html body text div div div div table tr td  ,个,420,1,1,1
62,html body text div div div div table tr td  ,1 | 下一页 | 最末页>,423,0,1,0
63,html body text div div div div div form table tr td strong  ,用户名：,452,1,0,0
64,html body text div div div div div form table tr td span  ,匿名,456,1,1,0
65,html body text div div div div div form table tr td a b  ,登录,460,1,1,0
66,html body text div div div div div form table tr td  ,| 			,461,1,1,0
67,html body text div div div div div form table tr td a b  ,注册,464,1,1,0
68,html body text div div div div div form table tr td  ,| 			,465,1,1,0
69,html body text div div div div div form table tr td a b  ,忘记密码,468,1,1,0
70,html body text div div div div div form table tr td strong  ,标题：,476,1,1,0
71,html body text div div div div div form table tr td strong  ,内容：,486,0,1,0
72,html body text div div div div div form table tr td span  ,			,504,1,0,0
73,html body text div div div div div form table tr td span  ,			注意：请阅读我们的[,506,1,1,0
74,html body text div div div div div form table tr td span a  ,服务条款,508,1,1,0
75,html body text div div div div div form table tr td span  ,],509,0,1,0
76,html body text div div div div a  ,关于雅虎,541,1,0,0
77,html body text div div div div  ,|,542,1,1,0
78,html body text div div div div a  ,使用须知,544,1,1,0
79,html body text div div div div  ,|,545,1,1,0
80,html body text div div div div a  ,诚聘英才,547,1,1,0
81,html body text div div div div  ,|,548,1,1,0
82,html body text div div div div a  ,广告服务,550,1,1,0
83,html body text div div div div  ,|,551,1,1,0
84,html body text div div div div a  ,搜索竞价,553,1,1,0
85,html body text div div div div  ,|,554,1,1,0
86,html body text div div div div a  ,网络实名,556,1,1,0
87,html body text div div div div  ,|,557,1,1,0
88,html body text div div div div a  ,中文上网,559,1,1,0
89,html body text div div div div  ,[,560,1,1,0
90,html body text div div div div a  ,更多,562,1,1,0
91,html body text div div div div  ,],563,1,1,0
92,html body text div div div div span a  ,Yahoo.com.cn © 2006,568,1,1,0
93,html body text div div div div span  ,版权所有 不得转载,569,1,1,0
94,html body text div div div div span a  ,京ICP证000022号,571,1,1,0
95,html body text div div div div  ,全球阿里巴巴：,579,1,1,0
96,html body text div div div div a  ,中国站,581,1,1,0
97,html body text div div div div  ,|,582,1,1,0
98,html body text div div div div a  ,国际站,584,1,1,0
99,html body text div div div div  ,|,585,1,1,0
100,html body text div div div div a  ,日文站,587,1,1,0
101,html body text div div div div  ,|,588,1,1,0
102,html body text div div div div a  ,淘宝站,590,1,1,0
103,html body text div div div div  ,|,591,1,1,0
104,html body text div div div div a  ,支付宝,593,1,1,0
105,html body text div div div div  ,|,594,1,1,0
106,html body text div div div div a  ,雅虎中国,596,0,1,0
