,tag,content,counts,link_next,link_prev,label
16,html body text center div table tr td div table tr td font  ,，还 在 香港时，他就为当时地下党对外的宣传刊物《中国文摘》改稿，从此与乔冠华熟悉起来。乔 冠 华夫妇曾一再向萧乾表示，希望解放后他就跟着他们俩去北平，从事更大规模的国际宣传。 据萧乾回忆，国际新闻局在前门西河沿亚洲饭店安顿下来之后，我们就去南河沿一所曾经 是丹麦大使馆的，有回廊的四合院里，搭起七个半人的班子--领导者乔冠华的大半个身子 在外交部。这个班子一边用电报继续遥编香港的《中国文摘》，一边筹备开国后一个正 式的对外刊物：英文版《人民中国》。刊名是章汉夫在一次交谈中起的。乔冠华是该刊的主 编，一道工作的还有徐迟和冯亦代。,233,1,0,1
17,html body text center div table tr td div table tr td font p  ,国际新闻局正副局长乔冠华、刘尊棋都是中共党员，由于乔冠华还有外交部的工作，所以只 能每星期来三次。他们两位领导为人很好，非常谦虚，与局里的非党知识分子相处融洽。萧 乾、冯亦代等人都觉得这时是他们在解放后工作最愉快的一段时期；他们认为，“当时党与 非党人士的界限也没有以后划得那么经渭分明，所以工作上很顺手。”冯亦代：《 怀念与反思》，见《色彩集》，第104页，生活?读书?新知三联书店2000年4月第1版。乔冠华从不以共产党领导自居，为人温和，关心同志，与同志们关系融洽 。萧乾对此感触颇深，不过有一件事却使他心头结下了一点疙瘩：……,235,1,1,1
18,html body text center div table tr td div table tr td font p  ,星期天的文娱活动不是坐在一起齐唱《解放区的天是明朗的天》，就是叉着腰扭扭秧歌 。生活单调些，可人与人间却十分融洽。非党的人以回头浪子自居，而党员最常说的是“革 命不分先后”，这句话充满了温暖和慰藉。我开始感到中国的知识分子毕竟是幸运的。30年代苏联那血淋淋的教训以及东欧的党与知识 分子的紧张关系，起了前车之鉴的作用，说不定我们这个民族固有的东方哲学也有着一定的 影响。学《毛选》读到新民主主义要若干年才过渡到社会主义，心里感到踏实。我们这一代 半新半旧的知识分子能有一个过渡阶段，在党的宽容及我们自身的努力下，适应起来也许就 不吃力了。……,237,1,1,1
19,html body text center div table tr td div table tr td font p  ,1950年冬天，乔冠华要我参加访英代表团并任秘书，临动身前又取消了我出访的资格，说像 我这样的人还是在国内走走算了，……1950年伍修权和乔冠华去联合国所作的那次演讲，也是我们赶译成英文的。尽管已经明确知 悉自己不受信任，可是由于多年的习惯，对工作从未放松丝毫。,239,1,1,1
20,html body text center div table tr td div table tr td font p  ,萧乾：《风雨平生 --萧乾口述自传》，第236-239页，北京大学出版社1999年1月第1版。,241,1,1,1
21,html body text center div table tr td div table tr td font p  ,这是当时的政策使然，党对知识分子的使用和安排确实有许多经验教训，值得总结和汲取。 建国之初，因《毛泽东选集》的英译一事，乔冠华去找清华大学教授费孝通，请他主持其事 。费孝通表示担心自己的英译水平不足以 胜任如此大事，就推荐本校另一位名教授钱锺书担当此事。乔冠华接受了费孝通的这番诚意，钱锺书遂加盟于“毛选”英译小组并主其事。在后来的一 连串政治运动中，钱锺书幸未受到大的冲击(在五十年代末，“反右”狂潮渐落，众多被错 划为右派分子的大知识分子进入沉默期，钱锺书则在1958年出版《宋诗选注》一书。后又加 入《毛泽东诗词》英译本定稿小组，与乔冠华、叶君健、袁水拍共事)，很可能和他参与毛 泽东著作和诗词英译有关。,243,1,1,1
22,html body text center div table tr td div table tr td font p  ,参见张冠生：《费孝通传》，第605～606页，群言出版 社 2000年5月第1版。,245,1,1,1
23,html body text center div table tr td div table tr td font p  ,当然，乔冠华在领导毛著英译小组期间，对宣传毛泽东思想，也 是功不可没的。,247,1,1,1
24,html body text center div table tr td div table tr td font p  ,这时，乔冠华又与清华的老同学季羡林取得了联系，季羡林已在北京大学东方语文系任教， 据他回忆，乔冠华没有官架子，平易近人，他说：“解放初期，我曾请南乔木乔冠华给北大 学生做过一次报告。记得送他出来的时候，路上遇到艾思奇，他们俩显然很熟识。艾说：‘ 你也到北大来老王卖瓜了!’乔说：‘只许你卖，就不许我卖吗?’彼此哈哈大笑。从此我就 再没有同乔冠华打交道。同北乔木也过从甚少。说句老实话，我这两个朋友，南北两乔木都 没有官架子。我讨厌人摆官架子，然而偏偏有人爱摆。这是一种极端的低级趣味的表现。” 季羡林：《我的求学之路》，第88～89页，百花文艺出版社2002年1月第1版。,249,1,1,1
25,html body text center div table tr td div table tr td font p  ,随着新时代的到来，许多进步文化人听从党的召唤，纷纷来到京城，投身革命事业。,251,1,1,1
26,html body text center div table tr td div table tr td font p  ,在北京东单有一座栖凤楼小院，这里先后住进的有戴浩、盛家伦、唐瑜、吴祖光、黄苗子、 郁凤等。 这里的环境比重庆时期好得多了，一时间栖凤楼成为北京一个文化界人士相聚的场 所，他们在这里尽情挥洒各自的个性，自由自在地读书、聊天、唱歌、弹琴、绘画……据唐瑜回忆说，这个栖凤楼，本来就很热闹，现在更是谈笑有鸿儒，名人高士，来往不绝。 齐白石、老舍、梅兰芳、程砚秋、欧阳予倩、洪深、阿英、阳翰笙、田汉、叶恭绰、胡风、 章泯、吕骥、刘白羽、宋之的、叶浅予、丁聪、张光宇，还有青年艺术剧院的张正宇、吴 雪 、金山……连上海、广州、香港各处来人：潘汉年、黄佐临、张骏祥、柯灵、于伶、张瑞芳 等到了北京，也都往栖凤楼跑。,253,1,1,1
27,html body text center div table tr td div table tr td font p  ,此外，乔冠华以及夏衍、廖承志、陈家康和毛泽东的政治秘书田家英等，也时常光顾栖凤楼 ，与文艺界人士谈心、做工作。,255,1,1,1
28,html body text center div table tr td div table tr td font p a  ,[上一篇],258,1,1,0
29,html body text center div table tr td div table tr td font p  ,&nbsp&nbsp,259,1,1,0
30,html body text center div table tr td div table tr td font p a  ,[下一篇],261,0,1,0
31,html body text center div table tr td table tr td  ,【,278,1,0,0
32,html body text center div table tr td table tr td a  ,评论,280,1,1,0
33,html body text center div table tr td table tr td  ,】【,281,1,1,0
34,html body text center div table tr td table tr td a  ,推荐,283,1,1,0
35,html body text center div table tr td table tr td  ,】【,284,1,1,0
36,html body text center div table tr td table tr td a  ,大,286,1,1,0
37,html body text center div table tr td table tr td a  ,中,289,1,1,0
38,html body text center div table tr td table tr td a  ,小,292,1,1,0
39,html body text center div table tr td table tr td  ,】【,293,1,1,0
40,html body text center div table tr td table tr td a  ,打印,295,1,1,0
41,html body text center div table tr td table tr td  ,】【,296,1,1,0
42,html body text center div table tr td table tr td a  ,下载点点通,298,1,1,0
43,html body text center div table tr td table tr td  ,】【,299,1,1,0
44,html body text center div table tr td table tr td a  ,关闭,301,1,1,0
45,html body text center div table tr td table tr td  ,】 	,302,0,1,0
46,html body text center div table tr td table tr td  ,相关链接,314,1,0,0
47,html body text center div table tr td table tr td a  ,少年时代(1),322,1,1,0
48,html body text center div table tr td table tr td font  ,(2004/10/10 17:06),324,1,1,0
49,html body text center div table tr td table tr td a  ,少年时代(2),328,1,1,0
50,html body text center div table tr td table tr td font  ,(2004/10/10 17:06),330,1,1,0
51,html body text center div table tr td table tr td a  ,三度开除(1),334,1,1,0
52,html body text center div table tr td table tr td font  ,(2004/10/10 17:06),336,1,1,0
53,html body text center div table tr td table tr td a  ,三度开除(2),340,1,1,0
54,html body text center div table tr td table tr td font  ,(2004/10/10 17:06),342,1,1,0
55,html body text center div table tr td table tr td a  ,水木清华(1)(图),346,1,1,0
56,html body text center div table tr td table tr td font  ,(2004/10/10 17:06),348,1,1,0
57,html body text center div table tr td table tr td a  ,水木清华(2),352,1,1,0
58,html body text center div table tr td table tr td font  ,(2004/10/10 17:06),354,1,1,0
59,html body text center div table tr td table tr td a  ,水木清华(3),358,1,1,0
60,html body text center div table tr td table tr td font  ,(2004/10/10 17:06),360,1,1,0
61,html body text center div table tr td table tr td a  ,水木清华(4),364,1,1,0
62,html body text center div table tr td table tr td font  ,(2004/10/10 17:06),366,1,1,0
63,html body text center div table tr td table tr td a  ,水木清华(5),370,1,1,0
64,html body text center div table tr td table tr td font  ,(2004/10/10 17:06),372,1,1,0
65,html body text center div table tr td table tr td a  ,负笈日德(1),376,1,1,0
66,html body text center div table tr td table tr td font  ,(2004/10/10 17:06),378,0,1,0
67,html body text center div table tr td div table tr td font b  ,读书搜索,413,0,0,0
68,html body text center div table tr td div table tr td form select option  ,图书,429,1,0,0
69,html body text center div table tr td div table tr td form select option  ,作者,432,1,1,0
70,html body text center div table tr td div table tr td form select option  ,出版社,435,1,1,0
71,html body text center div table tr td div table tr td form select option  ,分类,438,1,1,0
72,html body text center div table tr td div table tr td form select option  ,新闻/评论,441,0,1,0
73,html body text center div table tr td div table tr td font b  ,分类与搜索,456,0,0,0
74,html body text center div table tr td div table tr td table tr td a  ,小说,472,1,0,0
75,html body text center div table tr td div table tr td table tr td a  ,畅销,476,1,1,0
76,html body text center div table tr td div table tr td table tr td a  ,时政,480,1,1,0
77,html body text center div table tr td div table tr td table tr td a  ,娱乐,484,0,1,0
78,html body text center div table tr td div table tr td table tr td a  ,历史,496,1,0,0
79,html body text center div table tr td div table tr td table tr td a  ,玄幻,500,1,1,0
80,html body text center div table tr td div table tr td table tr td a  ,传记,504,1,1,0
81,html body text center div table tr td div table tr td table tr td a  ,影视,508,0,1,0
82,html body text center div table tr td div table tr td table tr td a  ,生活,520,1,0,0
83,html body text center div table tr td div table tr td table tr td a  ,励志,524,1,1,0
84,html body text center div table tr td div table tr td table tr td a  ,财经,528,1,1,0
85,html body text center div table tr td div table tr td table tr td a  ,职场,532,0,1,0
86,html body text center div table tr td div table tr td table tr td a  ,原创,544,1,0,0
87,html body text center div table tr td div table tr td table tr td a  ,教育,548,1,1,0
88,html body text center div table tr td div table tr td table tr td a  ,旅游,552,1,1,0
89,html body text center div table tr td div table tr td table tr td a  ,其他,556,0,1,0
90,html body text center div table tr td div table tr td font b  ,明星写真,613,0,0,0
91,html body text center div table tr td div table tr td table tr td  ,·,644,1,0,0
92,html body text center div table tr td div table tr td table tr td a  ,范冰冰,646,1,1,0
93,html body text center div table tr td div table tr td table tr td  ,·,649,1,1,0
94,html body text center div table tr td div table tr td table tr td a  ,邓丽君,651,1,1,0
95,html body text center div table tr td div table tr td table tr td  ,·,657,1,1,0
96,html body text center div table tr td div table tr td table tr td a  ,S.H.E,659,1,1,0
97,html body text center div table tr td div table tr td table tr td  ,·,662,1,1,0
98,html body text center div table tr td div table tr td table tr td a  ,言承旭,664,1,1,0
99,html body text center div table tr td div table tr td table tr td  ,·,670,1,1,0
100,html body text center div table tr td div table tr td table tr td a  ,韩国明星,672,1,1,0
101,html body text center div table tr td div table tr td table tr td  ,·,675,1,1,0
102,html body text center div table tr td div table tr td table tr td a  ,周杰伦,677,1,1,0
103,html body text center div table tr td div table tr td table tr td  ,·,683,1,1,0
104,html body text center div table tr td div table tr td table tr td a  ,四小花旦,685,1,1,0
105,html body text center div table tr td div table tr td table tr td  ,·,688,1,1,0
106,html body text center div table tr td div table tr td table tr td a  ,麦当娜,690,0,1,0
107,html body text center div table tr td div table tr td font b  ,大家风范,709,0,0,0
108,html body text center div table tr td div table tr td table tr td  ,·,740,1,0,0
109,html body text center div table tr td div table tr td table tr td a  ,海岩：河流如血,742,1,1,0
110,html body text center div table tr td div table tr td table tr td  ,·,748,1,1,0
111,html body text center div table tr td div table tr td table tr td a  ,姜戎：狼图腾,750,1,1,0
112,html body text center div table tr td div table tr td table tr td  ,·,756,1,1,0
113,html body text center div table tr td div table tr td table tr td a  ,白先勇：青春念想,758,1,1,0
114,html body text center div table tr td div table tr td table tr td  ,·,764,1,1,0
115,html body text center div table tr td div table tr td table tr td a  ,余光中：左手的掌纹,766,1,1,0
116,html body text center div table tr td div table tr td table tr td  ,·,772,1,1,0
117,html body text center div table tr td div table tr td table tr td a  ,张爱玲文集,774,1,1,0
118,html body text center div table tr td div table tr td table tr td a  ,三毛文集,777,0,1,0
119,html body text center div table tr td div table tr td font b  ,青春无忌,796,0,0,0
120,html body text center div table tr td div table tr td table tr td  ,·,827,1,0,0
121,html body text center div table tr td div table tr td table tr td a  ,李傻傻：红×,829,1,1,0
122,html body text center div table tr td div table tr td table tr td  ,·,835,1,1,0
123,html body text center div table tr td div table tr td table tr td a  ,我不是聪明女生,837,1,1,0
124,html body text center div table tr td div table tr td table tr td  ,·,843,1,1,0
125,html body text center div table tr td div table tr td table tr td a  ,林治远：沙僧日记,845,1,1,0
126,html body text center div table tr td div table tr td table tr td  ,·,851,1,1,0
127,html body text center div table tr td div table tr td table tr td a  ,易粉寒：粉红四年,853,1,1,0
128,html body text center div table tr td div table tr td table tr td  ,·,859,1,1,0
129,html body text center div table tr td div table tr td table tr td a  ,十二位同居女友,861,1,1,0
130,html body text center div table tr td div table tr td table tr td  ,·,867,1,1,0
131,html body text center div table tr td div table tr td table tr td a  ,校园性情报告：抗体,869,1,1,0
132,html body text center div table tr td div table tr td table tr td  ,·,875,1,1,0
133,html body text center div table tr td div table tr td table tr td a  ,郭敬明：梦里花落知多少,877,0,1,0
134,html body text center div table tr td div table tr td font b  ,燃情岁月,896,0,0,0
135,html body text center div table tr td div table tr td table tr td  ,·,927,1,0,0
136,html body text center div table tr td div table tr td table tr td a  ,中国式离婚,929,1,1,0
137,html body text center div table tr td div table tr td table tr td  ,·,935,1,1,0
138,html body text center div table tr td div table tr td table tr td a  ,女博士的风流韵事,937,1,1,0
139,html body text center div table tr td div table tr td table tr td  ,·,943,1,1,0
140,html body text center div table tr td div table tr td table tr td a  ,别看我的脸,945,1,1,0
141,html body text center div table tr td div table tr td table tr td  ,·,951,1,1,0
142,html body text center div table tr td div table tr td table tr td a  ,“性”福女人,953,1,1,0
143,html body text center div table tr td div table tr td table tr td  ,·,959,1,1,0
144,html body text center div table tr td div table tr td table tr td a  ,男人的秘密,961,1,1,0
145,html body text center div table tr td div table tr td table tr td  ,·,967,1,1,0
146,html body text center div table tr td div table tr td table tr td a  ,所谓教授,969,1,1,0
147,html body text center div table tr td div table tr td table tr td  ,·,975,1,1,0
148,html body text center div table tr td div table tr td table tr td a  ,红楼梦性爱解码,977,1,1,0
149,html body text center div table tr td div table tr td table tr td  ,·,983,1,1,0
150,html body text center div table tr td div table tr td table tr td a  ,处女，谁说你不在乎,985,1,1,0
151,html body text center div table tr td div table tr td table tr td  ,·,991,1,1,0
152,html body text center div table tr td div table tr td table tr td a  ,世界情色电影鉴赏,993,1,1,0
153,html body text center div table tr td div table tr td table tr td  ,·,999,1,1,0
154,html body text center div table tr td div table tr td table tr td a  ,偷窥男女的双重自白,1001,0,1,0
155,html body text center div table tr td div table tr td font b  ,图文世界,1020,0,0,0
156,html body text center div table tr td div table tr td table tr td  ,·,1051,1,0,0
157,html body text center div table tr td div table tr td table tr td a  ,诺曼底登陆,1053,1,1,0
158,html body text center div table tr td div table tr td table tr td  ,·,1059,1,1,0
159,html body text center div table tr td div table tr td table tr td a  ,蒋介石家族的女人们,1061,1,1,0
160,html body text center div table tr td div table tr td table tr td  ,·,1067,1,1,0
161,html body text center div table tr td div table tr td table tr td a  ,人体模特史话,1069,1,1,0
162,html body text center div table tr td div table tr td table tr td  ,·,1075,1,1,0
163,html body text center div table tr td div table tr td table tr td a  ,美体健身瑜珈,1077,1,1,0
164,html body text center div table tr td div table tr td table tr td  ,·,1083,1,1,0
165,html body text center div table tr td div table tr td table tr td a  ,凤凰私家相册,1085,1,1,0
166,html body text center div table tr td div table tr td table tr td  ,·,1091,1,1,0
167,html body text center div table tr td div table tr td table tr td a  ,四周塑造完美身材,1093,1,1,0
168,html body text center div table tr td div table tr td table tr td  ,·,1099,1,1,0
169,html body text center div table tr td div table tr td table tr td a  ,世界足球100名人,1101,1,1,0
170,html body text center div table tr td div table tr td table tr td  ,·,1107,1,1,0
171,html body text center div table tr td div table tr td table tr td a  ,国家地理：透过镜头,1109,1,1,0
172,html body text center div table tr td div table tr td table tr td  ,·,1115,1,1,0
173,html body text center div table tr td div table tr td table tr td a  ,人一生要去的50个地方,1117,1,1,0
174,html body text center div table tr td div table tr td table tr td  ,·,1123,1,1,0
175,html body text center div table tr td div table tr td table tr td a  ,宋美龄画传,1125,0,1,0
176,html body text center div div p a  ,欢迎致信读书频道,1167,1,0,0
177,html body text center div div p  ,电话：010-82628888-5517、5518 欢迎批评指正,1168,1,1,0
178,html body text center div div p a  ,新浪简介,1172,1,1,0
179,html body text center div div p  ,|,1173,1,1,0
180,html body text center div div p a  ,About Sina,1175,1,1,0
181,html body text center div div p  ,|,1176,1,1,0
182,html body text center div div p a  ,用户注册,1178,1,1,0
183,html body text center div div p  ,|,1179,1,1,0
184,html body text center div div p a  ,广告服务,1181,1,1,0
185,html body text center div div p  ,|,1182,1,1,0
186,html body text center div div p a  ,中文阅读,1184,1,1,0
187,html body text center div div p  ,|,1185,1,1,0
188,html body text center div div p a  ,RichWin,1187,1,1,0
189,html body text center div div p  ,|,1188,1,1,0
190,html body text center div div p a  ,产品答疑,1190,1,1,0
191,html body text center div div p  ,Copyright © 1996 - 2004 SINA Inc. All Rights Reserved,1193,1,1,0
192,html body text center div div p a  ,版权所有,1197,1,1,0
193,html body text center div div p  ,新浪网,1198,1,1,0
194,html body text center div div p  ,北京市电信公司营业局提供网络带宽,1201,0,1,0
195,html body text center center p font span a  ,欢迎致信读书频道,1216,1,0,0
196,html body text center center p font span  ,电话：010-82628888-5517、5518 欢迎批评指正,1217,1,1,0
197,html body text center center p font span a  ,新浪简介,1221,1,1,0
198,html body text center center p font span  ,|,1222,1,1,0
199,html body text center center p font span a  ,About Sina,1224,1,1,0
200,html body text center center p font span  ,|,1225,1,1,0
201,html body text center center p font span a  ,用户注册,1227,1,1,0
202,html body text center center p font span  ,|,1228,1,1,0
203,html body text center center p font span a  ,广告服务,1230,1,1,0
204,html body text center center p font span  ,|,1231,1,1,0
205,html body text center center p font span a  ,中文阅读,1233,1,1,0
206,html body text center center p font span  ,|,1234,1,1,0
207,html body text center center p font span a  ,RichWin,1236,1,1,0
208,html body text center center p font span  ,|,1237,1,1,0
209,html body text center center p font span a  ,产品答疑,1239,1,1,0
210,html body text center center p font span p  ,Copyright © 1996 - 2004 SINA Inc. All Rights Reserved,1242,1,1,0
211,html body text center center p font span p a  ,版权所有,1246,1,1,0
212,html body text center center p font span p  ,新浪网,1247,1,1,0
213,html body text center center p font span p  ,北京市电信公司营业局提供网络带宽,1250,0,1,0
