,tag,content,counts,link_next,link_prev,label
100,html body text div div p  ,2002年10月9日 杨恭如在铜锣湾Ｃｏｖａ餐厅遭辱打。当日下午，杨恭如母女与一位男士喝茶。期间该男士接听了一个电话后，便走出餐厅外，之后便见该男士与一身穿深色便服的女子在外拉扯，及后一名女子突然冲入餐厅，从后向没防备的杨恭如的头部袭击，恭如闪身回避对方，该女子仍未收手继续袭击，向恭如的颈部位置大力一拍，而该女子事后迅速离去，之后杨母便致电报警求助。,603,1,1,1
101,html body text div div p  ,陈升,608,1,1,1
102,html body text div div p  ,滚石（台湾）公司就歌手陈升2002年6月27日凌晨被袭。据报道，其是在喝酒时被人用酒瓶砸伤的。经过两年诉讼，法官判决当初叫唆并打人的萧捷文5年8个月徒刑。,611,1,1,1
103,html body text div div p  ,曾志伟亲述被打经过 期间三度洒泪,616,1,1,1
104,html body text div div p  ,曾志伟是2001年7月6日深夜遇袭的。当晚，刚从上海返港的曾志伟兴致不减，与朋友相约到九龙旺角一家酒吧消遣。其间，曾有3名大汉闯入巡视了一番，不一会，他们去而复返，不由分说用手电筒劈头盖脸向躺在沙发上的曾志伟打来。被打得血流满面，大约5分钟后，歹徒停手扬长而去。在场的朋友急忙驾车将伤得不轻的曾志伟送往附近医院诊治，曾志伟头部缝了5针，前额缝了10多针。,619,1,1,1
105,html body text div div p  ,梁思浩心有余悸,624,1,1,1
106,html body text div div p  ,梁思浩于2002年2月23日在九龙塘一食肆，遭两名大汉打了三个耳光，其后思浩表示事发地点并非一间食肆内，而是西贡。,627,1,1,1
107,html body text div div p  ,文章来源：千龙网,633,0,1,0
108,html body text div div table tr td div a  ,发送给朋友,647,1,0,0
109,html body text div div table tr td div a  ,发表评论,653,1,1,0
110,html body text div div table tr td div a  ,打印本文,659,1,1,0
111,html body text div div div div b  ,相关报道：,666,1,1,0
112,html body text div div div div  ,·,669,1,1,0
113,html body text div div div div a  ,娱乐圈受黑社会控制? 明星挨打事件回顾,671,1,1,0
114,html body text div div div div span  ,(2005-04-27 14:32PM),674,1,1,0
115,html body text div div div div  ,·,677,1,1,0
116,html body text div div div div a  ,娱乐圈受黑社会控制?明星挨打事件簿(图),679,1,1,0
117,html body text div div div div span  ,(2005-04-27 12:00PM),682,1,1,0
118,html body text div div div div  ,·,685,1,1,0
119,html body text div div div div a  ,不必担心，吴宗宪们总能化挨打为娱乐的,687,1,1,0
120,html body text div div div div span  ,(2005-04-20 17:03PM),690,1,1,0
121,html body text div div div div  ,·,693,1,1,0
122,html body text div div div div a  ,“死对头”黄安吴宗宪早该挨打 他太招摇了,695,1,1,0
123,html body text div div div div span  ,(2005-04-19 18:03PM),698,1,1,0
124,html body text div div div div  ,·,701,1,1,0
125,html body text div div div div a  ,黄安落井下石：吴宗宪早该挨打了 我都想打他,703,1,1,0
126,html body text div div div div span  ,(2005-04-19 10:25AM),706,1,1,0
127,html body text div div div div  ,·,709,1,1,0
128,html body text div div div div a  ,李玟保镖殴打歌迷 痴心歌迷称挨打也值得,711,1,1,0
129,html body text div div div div span  ,(2004-04-26 02:40AM),714,1,1,0
130,html body text div div div div  ,·,717,1,1,0
131,html body text div div div div a  ,李玟保镖打歌迷 歌迷竟称为李玟挨打也值,719,1,1,0
132,html body text div div div div span  ,(2004-04-26 01:40AM),722,0,1,0
133,html body text div div div a  ,返回页首,737,1,0,0
134,html body text div div div  ,|,738,1,1,0
135,html body text div div div a  ,关闭窗口,741,0,1,0
136,html body text div div table tr td span b a  ,火爆招商信息,765,0,0,0
137,html body text div div table tr td table tr td nobr a  ,风湿、类风湿获重大突破,790,1,0,0
138,html body text div div table tr td table tr td nobr a  ,★不再做一分钟男人!,799,0,1,0
139,html body text div div table tr td table tr td nobr a  ,18岁以下勿点击/图文,821,0,0,0
140,html body text div div table tr td table tr td nobr a  ,口述:“老公一分钟怎么办”,839,1,0,0
141,html body text div div table tr td table tr td nobr a  ,失眠抑郁症--必须亮剑★,848,0,1,0
142,html body text div div table tr td table tr td nobr a  ,■风湿、类风湿已被攻破,866,1,0,0
143,html body text div div table tr td table tr td nobr a  ,老婆口述:老公越来越棒,875,0,1,0
144,html body text div div div div b  ,明星幻灯,896,0,0,0
145,html body text div div div div div a div  ,炫彩徐若瑄性感迷人,914,0,0,0
146,html body text div div div div div a div  ,super girl未满18,930,0,0,0
147,html body text div div div div div a div  ,新娘，为何如此沉闷,946,1,0,0
148,html body text div div div div b  ,消费热点,952,0,1,0
149,html body text div div div div table tr td nobr a  ,和爱人接吻口臭口臭怎么办,966,0,0,0
150,html body text div div div div table tr td nobr a  ,★打呼噜-人类-睡梦杀手,979,0,0,0
151,html body text div div div div table tr td nobr a  ,■白发--脱发--最终选择■,992,0,0,0
152,html body text div div div div table tr td nobr a  ,★首创中医-清咽-戒烟奥秘,1005,0,0,0
153,html body text div div div div table tr td nobr a  ,■■治脱发、白发特效奇药,1018,0,0,0
154,html body text div div div div table tr td nobr a  ,■■■男人大--女人爱！,1031,0,0,0
155,html body text div div div div table tr td nobr a  ,●治疗高血压-中药显奇效,1044,0,0,0
156,html body text div div div div table tr td nobr a  ,★★高血压--新纪元★★,1057,0,0,0
157,html body text div div div div table tr td nobr a  ,★★★丰胸-（图）★★★,1069,0,0,0
158,html body text div div div div table tr td nobr a  ,★★塑造自信男人的秘决！,1082,0,0,0
159,html body text div div div div b  ,在线电影,1129,1,0,0
160,html body text div div div a  ,冰河世纪2：消融,1139,1,1,0
161,html body text div div div a  ,隔山有眼,1147,1,1,0
162,html body text div div div a  ,大卫·查普尔的街区聚会,1155,1,1,0
163,html body text div div div div b  ,精彩剧照,1159,1,1,0
164,html body text div div div a  ,《美女也愁嫁》精美剧照,1169,1,1,0
165,html body text div div div a  ,励志日剧《阿信》怀旧剧照,1177,1,1,0
166,html body text div div div a  ,《红拂女》剧照舒淇万种风情,1185,0,1,0
167,html body text div div table tr td div b  ,图片精选,1204,0,0,0
168,html body text div div table tr td table tr td a  ,黄奕芬兰行 演绎冰天雪地...,1215,1,0,0
169,html body text div div table tr td table tr td a  ,莫文蔚性感玉腿写真韵味十足,1222,1,1,0
170,html body text div div table tr td div b  ,其他报道,1232,1,1,0
171,html body text div div table tr td div div  ,·,1237,1,1,0
172,html body text div div table tr td div div a  ,舞台剧让自己信心百倍 朱莉娅罗伯茨准备复出,1239,1,1,0
173,html body text div div table tr td div div span  ,(04-19),1242,1,1,0
174,html body text div div table tr td div div  ,·,1245,1,1,0
175,html body text div div table tr td div div a  ,电话专访阿汤哥：做明星的孩子不容易(组图),1247,1,1,0
176,html body text div div table tr td div div span  ,(04-19),1250,1,1,0
177,html body text div div table tr td div div  ,·,1253,1,1,0
178,html body text div div table tr td div div a  ,哈里森福特回应订婚谣言 生活中什么都有可能,1255,1,1,0
179,html body text div div table tr td div div span  ,(04-19),1258,1,1,0
180,html body text div div table tr td div div  ,·,1261,1,1,0
181,html body text div div table tr td div div a  ,希尔顿尼古拉斯感情升温 缠绵亲热现身比赛场,1263,1,1,0
182,html body text div div table tr td div div span  ,(04-19),1266,1,1,0
183,html body text div div table tr td div div  ,·,1269,1,1,0
184,html body text div div table tr td div div a  ,吴君如早产诞下七磅女婴 肥嘟嘟像陈可辛(图),1271,1,1,0
185,html body text div div table tr td div div span  ,(04-19),1274,1,1,0
186,html body text div div table tr td div div  ,·,1277,1,1,0
187,html body text div div table tr td div div a  ,凯蒂为汤姆克鲁斯生下一女 取名“苏里”(图),1279,1,1,0
188,html body text div div table tr td div div span  ,(04-19),1282,1,1,0
189,html body text div div table tr td div div  ,·,1285,1,1,0
190,html body text div div table tr td div div a  ,坐名贵欧洲椅 陈慧琳戴千万钻饰变身幸福公主,1287,1,1,0
191,html body text div div table tr td div div span  ,(04-19),1290,1,1,0
192,html body text div div table tr td div div  ,·,1293,1,1,0
193,html body text div div table tr td div div a  ,凯文审理家务事 勒令杰西卡掏“青春损失费”,1295,1,1,0
194,html body text div div table tr td div div span  ,(04-19),1298,0,1,0
195,html body text div a  ,关于雅虎,1309,1,0,0
196,html body text div  ,|,1310,1,1,0
197,html body text div a  ,使用须知,1312,1,1,0
198,html body text div  ,|,1313,1,1,0
199,html body text div a  ,诚聘英才,1315,1,1,0
200,html body text div  ,|,1316,1,1,0
201,html body text div a  ,广告服务,1318,1,1,0
202,html body text div  ,|,1319,1,1,0
203,html body text div a  ,搜索竞价,1321,1,1,0
204,html body text div  ,|,1322,1,1,0
205,html body text div a  ,网络实名,1324,1,1,0
206,html body text div  ,|,1325,1,1,0
207,html body text div a  ,中文上网,1327,1,1,0
208,html body text div  ,[,1328,1,1,0
209,html body text div a  ,更多,1330,1,1,0
210,html body text div  ,],1331,1,1,0
211,html body text div span a  ,Yahoo.com.cn © 2006,1336,1,1,0
212,html body text div span  ,版权所有 不得转载,1337,1,1,0
213,html body text div span a  ,京ICP证000022号,1339,1,1,0
214,html body text div  ,全球阿里巴巴：,1347,1,1,0
215,html body text div a  ,中国站,1349,1,1,0
216,html body text div  ,|,1350,1,1,0
217,html body text div a  ,国际站,1352,1,1,0
218,html body text div  ,|,1353,1,1,0
219,html body text div a  ,日文站,1355,1,1,0
220,html body text div  ,|,1356,1,1,0
221,html body text div a  ,淘宝站,1358,1,1,0
222,html body text div  ,|,1359,1,1,0
223,html body text div a  ,支付宝,1361,1,1,0
224,html body text div  ,|,1362,1,1,0
225,html body text div a  ,雅虎中国,1364,0,1,0
