,tag,content,counts,link_next,link_prev,label
35,html body text center table tr td table tr td center table tr td p  ,在10多平方米的办公室里，记者一眼就注意到墙上一幅巨大的虬泓山庄规划图，规划500亩的山庄里不仅有餐厅、客房等，还有狩猎场、鱼塘、垂钓台、花园、卡拉OK包房等休闲娱乐设施。虬泓山庄是孙启勤中奖后投资的，那里寄托着他的人生理想。但记者采访时看到的山庄，不过是一些看上去树立在农田里的简陋平房，客房布置得像招待所，餐厅也只不过是三间房，树木也远谈不上郁郁葱葱，只从办公室里一整套深红色木桌椅中还可依稀看出主人当年的气派。,195,1,1,1
36,html body text center table tr td table tr td center table tr td p  ,见到记者，原本穿着棉衣、芨着棉鞋的孙启勤进房间换上了“啄木鸟”的棉夹克和皮鞋，这让原本看上去就比48岁的实际年龄略显年轻的他更精神了许多，尤其是一双浓眉大眼在那张经历了人生大喜大悲的脸上更加突出。,198,1,1,1
37,html body text center table tr td table tr td center table tr td p  ,“其实，获得500万元的体彩巨奖，是一件我早有预感的事情。”透过窗外折进的阳光，孙启勤开始向记者讲述自己500万元奖金得而复失的经历。虽然回想四年里所经历的事情可谓跌宕起伏，但在整个的叙述过程中，他一直显得相当平静。,201,1,1,1
38,html body text center table tr td table tr td center table tr td p  ,那是2001年的除夕夜的中午，正在家里忙着年夜饭的孙启勤突然想起来，晚上就要开奖了，可当期的体育彩票他还没买呢。当时已有两年多“彩龄”的孙启勤匆匆赶到附近的星地超市体彩销售点。想想是过年，可能会有好运气，他掏出了身上仅有的30元钱买了15注彩票。,204,1,1,1
39,html body text center table tr td table tr td center table tr td p  ,30元15注彩票，这在孙启勤已是破天荒了。20世纪90年代初，孙启勤曾下海担任过几年医院创办的化工厂厂长，但因为市场不景气，工厂最终破产倒闭，他只好回到墩头镇中心医院上班，医院每个月只发给他200元生活费。但那时，他已经欠下了20多万元的债务，所以他既寄希望于彩票能为他带来生活的转机，可每次也不敢多买，以往每期最多只买过两注。从1999年开始，他坚持每个月花费几十元来买彩票，可是只中过几次小奖，最多的一次赢来了20元的奖金。,207,1,1,1
40,html body text center table tr td table tr td center table tr td p  ,"正月初三早上，穿着一件破旧的军大衣去医院值班的孙启勤正好经过星地超市体彩销售点，一条""祝贺本点彩民喜中特等奖""的巨大横幅吸引了数百名围观者，孙启勤挤进去一看，特等奖的7位号码跟自己手上的一张彩票完全一样！",210,1,1,1
41,html body text center table tr td table tr td center table tr td p  ,孙启勤强忍住激动的心情立刻赶回家，他将自己中奖的消息告诉妻子和女儿时，简直浑身颤抖。家人也不敢相信这个天大的喜讯，全家人出动到各销售点核对号码，一再核实后才敢确认，孙启勤的确中了特等奖，500万元的巨奖从天而降。,213,1,1,1
42,html body text center table tr td table tr td center table tr td p  ,整整一天，全家人被狂喜浸染着，哭哭笑笑。正月初十，孙启勤赶到南京的体彩中心，拿到了一张建设银行的汇票，汇票上的金额是扣税后的400万元。,216,1,1,1
43,html body text center table tr td table tr td center table tr td p  ,如今，想起当年的那一幕，孙启勤似乎并没有过多地感到自己有别于他人的幸运，他觉得那更像是命中注定，是一种必然。他很认真地说，“我一直坚信自己会中大奖，所以买彩票从来都没有中断过。如果那天因为忙着过年忘记投注，我就和巨奖擦身而过了。”不过，命运的神奇还是让他刻骨铭心，至今他还清楚地记得自己的中奖号码是“3243931”。,219,1,1,1
44,html body text center table tr td table tr td center table tr td p  ,数百万巨奖如何花？,222,1,1,1
45,html body text center table tr td table tr td center table tr td p  ,除夕夜买彩中大奖，一夜之间成为百万富翁，这既是老天爷送给孙启勤的一份特别的新春贺礼，也向处于穷困潦倒中的孙启勤伸出了援手。,225,1,1,1
46,html body text center table tr td table tr td center table tr td p  ,对于这份从天而降的奇财，孙启勤坦言自己“一个星期都没睡好觉，我整天坐在床上迷迷糊糊的，盘算着这笔钱该怎么花。”面对这笔想象中摞起来比一层楼还高的巨款，一家人开始了各自的“异想天开”。,228,1,1,1
47,html body text center table tr td table tr td center table tr td p  ,是该先买房买车，改善自己的生活条件，过上优越的富翁生活，还是创业投资，用天上掉下来的钱做原始资金来广开财路？,231,1,1,1
48,html body text center table tr td table tr td center table tr td p  ,孙启勤最初的设想是，20万元资金用来偿还欠债，然后为女儿准备100万元的资金出国留学，自己再花些钱买房买车改善改善生活，其余的资金用于投资，希望借助这笔钱能够干出一番事业。,234,1,1,1
49,html body text center table tr td table tr td center table tr td p  ,可是，真的到安排钱的时候，孙启勤却有些不由自主地“失控”了。,237,1,1,1
50,html body text center table tr td table tr td center table tr td p  ,扬眉吐气地还清债务后，孙启勤首先再海安县城的中心地段购买了一套140平方米的住房。在此之前，因为生活贫困，他和妻子、女儿一直住在狭小的老房子里，所以买套像样的房产一直是全家人的梦想。新房子花了他20余万元，只不过400万元奖金的5%，可以说算不了什么。,240,1,1,1
51,html body text center table tr td table tr td center table tr td p  ,很看重亲情的孙启勤，还为自己的3个兄弟姐妹在同个楼道里各购置了一套相同的房产，这样以来4套住房加上装修50万元，每家一套10万元的红木家具，共花去了180万元。几个月的时间里，孙启勤的400万元奖金已经花费过半了。,243,1,1,1
52,html body text center table tr td table tr td center table tr td p  ,孙启勤一直对记者说：“我并不是个把钱看得很重的人。”中奖之后，他也像一些有实力的富豪慈善家一样，寻找机会为自己的家乡做点事情。当时因为海安县尚没有一个真正的少儿图书馆，他毫不犹豫地捐出了10万元，在海安县图书馆内建立了一个以“孙启勤”命名的少儿图书馆。,246,1,1,1
53,html body text center table tr td table tr td center table tr td p  ,因为中大奖的消息传开，孙启勤的“人缘”也一下子好起来，在一些朋友的眼中，他无疑就是“聚宝盆”、“财神爷”。一位朋友想做生意，缺乏启动资金，向他开口借款，“爽快”的孙启勤连个字据都没要，就毫不犹豫地把原本想给自己买部中华轿车的20万元借给了这位朋友。那时，20万元钱在他看来并不是什么大数目，他怎会想到，日后自己落难时再向这位朋友催债时会“门儿都没有”呢？,249,1,1,1
54,html body text center table tr td table tr td center table tr td p  ,志当水乡的“刘老根”,252,1,1,1
55,html body text center table tr td table tr td center table tr td p  ,如果说买房、办图书馆、借钱资助别人都还没有摆脱一个彩票中奖者的常规做法，投资兴办占地500亩的“虬泓山庄”则显示出孙启勤的一些与众不同，他是一个有理想的人，带几分浪漫，带几分执着，但骨子里缺乏生意人的精明。他对记者说“我并不想把一大笔钱吃光用光，而是很想干一番事业的。”,255,1,1,1
56,html body text center table tr td table tr td center table tr td p  ,2002年初，由赵本山主演的电视连续剧《刘老根》在全国各地热播，刘老根创办龙泉山庄带领乡亲们致富让孙启勤的心一下子热了起来。,258,1,1,1
57,html body text center table tr td table tr td center table tr td p  ,几十集的电视剧，孙启勤一集不落地看完了。看完后，他开始萌生出创业的冲动。虽然曾经创业失败，但“如今我有了资金，为什么不能像刘老根创办龙泉山庄那样，开办一个农民休闲山庄呢？”孙启勤当时被自己的“灵感”激动得有些热血沸腾，想想看，墩头镇地处里下河的中心区域，三面环水，风景秀丽，镇政府正在规划开发农业观光带，如果能得到镇政府的支持，自己又有一大笔资金， 如果建成一个让人们旅游休闲的山庄，自己不就成为海安的刘老根了吗？,261,1,1,1
58,html body text center table tr td table tr td center table tr td p  ,孙启勤把他的想法通报给墩头镇政府，镇领导对此非常感兴趣，当即表态说：“你放心大胆地干吧！我们全力支持你！”但妻子听了他的创业设想后却很生气，一句质问“你办山庄能赚到钱吗？”,264,1,1,1
59,html body text center table tr td table tr td center table tr td p  ,"孙启勤犹豫了一阵，他去了南通找来几位专家，想听听专家的意见。专家们一看到当地的风景，都大声叫好：""这里河汊纵横、芦苇簇簇，自然风光独特，是个好地方呀！不开发太可惜了！只要找准定位，成功一定没问题！""",267,1,1,1
60,html body text center table tr td table tr td center table tr td p  ,专家们的认可让孙启勤立刻行动起来。那时，他的400万元奖金还剩下100多万元，是准备用于女儿出国留学用的，但是刘老根花了七八十万就把龙泉山庄搞得红红火火，孙启勤相信自己手上有超过百万元的资金，一定不会比他干得差。,270,1,1,1
61,html body text center table tr td table tr td center table tr td p  ,尽管从没有接触过农业观光项目，也没有旅游业的经营经验，以前下海办企业还遭遇了破产的失败，但孙启勤还是劝说女儿放弃了留学的计划，把100多万元资金一笔笔地投入到属于他的“虬泓山庄”上。,273,1,1,1
62,html body text center table tr td table tr td center table tr td p  ,可惜，电视剧和现实生活有着巨大的差距，100多万元的资金对于一个大规模的农业观光项目来说，只不过是杯水车薪。,276,1,1,1
63,html body text center table tr td table tr td center table tr td p  ,记者在孙启勤的办公室里看到的山庄规划图上，不仅有为度假设置的农家餐厅、宾馆、垂钓台、游猎场、休闲中心，还有以生态景观为主的天鹅湖、鱼塘、花园，占地500余亩。按照这样的规划设计，如果要达到较好的效果，记者估计没有上亿元的资金是根本无法实现的。,279,1,1,1
64,html body text center table tr td table tr td center table tr td p  ,可在孙启勤看来，100多万元已经是“巨额投资”了，只要能以100多万元的资金来启动项目，以后再不断追加资金，这个项目是完全可行的。他对记者说：“我只想做个马前卒，只要我的项目好，前期的基础打得好，以后肯定会有人愿意来增加投资的。”,282,1,1,1
65,html body text center table tr td table tr td center table tr td p  ,投资百万元的山庄难以为继,285,1,1,1
66,html body text center table tr td table tr td center table tr td p  ,"2002年9月底，孙启勤与当地有关部门签下合同，正式投资建设他的农民休闲山庄——""虬泓山庄""，定位为农业生态旅游观光地。2003年5月初，倾注了孙启勤无数心血的虬泓山庄部分开放，或许受非典影响，有一些城里人赶来这里看新鲜。",288,1,1,1
67,html body text center table tr td table tr td center table tr td p  ,在山庄的设计之初，孙启勤把客源寄托于周围城市的游客，上海、南京是他主要的目标。然而，他所选择的虬泓山庄所在地，距离海安县还有15公里的路程，记者从上海沿高速驱车前往，就花费了四个多小时的车程。最为致命的是，通往虬泓山庄的公路迟迟没有建成，这就意味着，因为交通不便，虬泓山庄根本无法吸引人流，那些希望尝试农家风情的游客怎么肯在一条不像样的小路上一路颠簸着感到这个偏僻的地方来休闲度假？,291,1,1,1
68,html body text center table tr td table tr td center table tr td p  ,没有游客上门，就意味着只有巨大的支出，没有可观的收入。而山庄初期的投资除了树苗、鱼塘等需要资金维持外，还有20多名员工需要支付工资，每年至少需要20多万元的开支。,294,1,1,1
69,html body text center table tr td table tr td center table tr td p  ,在巨大的经济压力下，孙启勤把眼光投向了特种养殖业，希望以特种养殖“短平快”的收入来带动山庄的运营。,297,1,1,1
70,html body text center table tr td table tr td center table tr td p  ,他以每条1万多的价格引进的肉犬种犬，因为遭遇“非典”养殖业的萎缩，他只能以300多元的价格卖出，连运费都不能弥补。而孙启勤后来选择饲养的波尔山羊，也同样遭遇了“滑铁卢”，对饲养业不熟悉的他，根本不知道波尔山羊是一种在高燥地区生长的动物，平原的生活环境并不适合波尔山羊的饲养。半年下来，肉犬和波尔山羊的亏损合计超过了30万元，这对于本来就门可罗雀的虬泓山庄来说，近乎于雪上加霜。,300,1,1,1
71,html body text center table tr td table tr td center table tr td p  ,2004年中秋节前，眼看着虬泓山庄难以继续维持下去了，急得上火的孙启勤抽出了山庄的所有流动资金，做起了贸易商。他从外地订购了一批黄酒，希望趁着节日之际卖给当地的零售店，赚点外快。不料，在黄酒的运输途中出现了延误，没有能在中秋节前运到海安，原本约定好的买家纷纷取消了合约。孙启勤从外地买来的大量黄酒销不出去了，山庄的资金周转顿时陷入了僵局。,303,1,1,1
72,html body text center table tr td table tr td center table tr td p  ,孙启勤没能像自己期望的那样，成为“水乡的刘老根”。,306,1,1,1
73,html body text center table tr td table tr td center table tr td p  ,“让我再中一次500万”,309,1,1,1
74,html body text center table tr td table tr td center table tr td p  ,接连的投资失败让孙启勤的巨额奖金几乎化为乌有，偏偏在这个时候，病魔又找上了他。,312,1,1,1
75,html body text center table tr td table tr td center table tr td p  ,2004年末，孙启勤被查出患上了中期直肠癌，这是在长江下游和东南沿海一带发病率较高的一种病，名列我国十大恶性肿瘤之一。虽然社会医疗保险为他支付了大部分的手术费用和治疗费用，但是因为没有购买任何重大疾病的商业保险，孙启勤仍然需要自己支付2万多元的医疗费用。,315,1,1,1
76,html body text center table tr td table tr td center table tr td p  ,今年2月，就在本刊记者联系采访的时候，孙启勤正在海安住院。这个时候的孙启勤，早已没了四年前的风光无限。更糟糕的是，记者还听说这个时候的他已经与妻女哥姐皆反目。,318,1,1,1
77,html body text center table tr td table tr td center table tr td p  ,当他为筹集维持山庄的运转资金而向以前经常到山庄吃喝的朋友开口借钱而遭拒后，曾回家跟自己的大哥、姐姐、妹妹商量，同样没有结果。孙启勤既失望又愤怒，2004年10月下旬的一天，他带着剪刀、榔头来到了他们的家中，再次要钱又遭拒绝后，孙启勤动了粗，他把哥姐的房子砸了个大洞。11月4日，孙启勤带着几个朋友再次找家人要钱。几个兄弟姐妹这次干脆连门都不让他进，孙启勤在门外大吵大闹，后来被带到了派出所。,321,1,1,1
78,html body text center table tr td table tr td center table tr td p  ,兄弟姐妹的态度与几年前自己中奖时大相径庭，孙启勤失望透顶。更让他没想到的是，由于当初领奖用的是孙启勤大哥的名字，因此他的大哥扬言要通过法律的途径重新确定这笔钱的归属问题，以彻底解决和孙启勤的纠纷。听到这一消息，孙启勤彻底绝望了。,324,1,1,1
79,html body text center table tr td table tr td center table tr td p  ,如今，孙启勤也不回自己的家，就一直住在山庄里。但对于虬泓山庄何去何从，自己未来的健康和生活保障，经历了一夜巨富到一贫如洗的孙启勤似乎有些茫然。,327,1,1,1
80,html body text center table tr td table tr td center table tr td p  ,“我现在没有钱了，怎么办呢？”孙启勤告诉记者，他仍然在坚持购买彩票。在记者一行正要结束采访时，他突然扬起眉毛说：“如果我能再得一次500万大奖，山庄的运作就不愁资金了。”,330,1,1,1
81,html body text center table tr td table tr td center table tr td p  ,来源: 尹娟,333,0,1,1
82,html body text center table tr td table tr td table tr td  ,				【,348,1,0,0
83,html body text center table tr td table tr td table tr td a  ,发表评论,350,1,1,0
84,html body text center table tr td table tr td table tr td  ,】【,351,1,1,0
85,html body text center table tr td table tr td table tr td a  ,关闭窗口,353,1,1,0
86,html body text center table tr td table tr td table tr td  ,】,354,0,1,0
87,html body text center table tr td table tr td table tr td a b font  ,点击财富,407,0,0,0
88,html body text center table tr td table tr td table tr td font  ,•,419,1,0,0
89,html body text center table tr td table tr td table tr td font a font  ,车爵仕汽车酷装美容,422,1,1,0
90,html body text center table tr td table tr td table tr td font  ,•,428,1,1,0
91,html body text center table tr td table tr td table tr td font a  ,韩国田园风情特色饰品,430,1,1,0
92,html body text center table tr td table tr td table tr td font  ,•,436,1,1,0
93,html body text center table tr td table tr td table tr td font a font  ,加入大学招生业赚钱,439,1,1,0
94,html body text center table tr td table tr td table tr td font  ,•,445,1,1,0
95,html body text center table tr td table tr td table tr td font a font  ,个性自助冰淇淋招商,448,1,1,0
96,html body text center table tr td table tr td table tr td font  ,•,454,1,1,0
97,html body text center table tr td table tr td table tr td font a font  ,零风险铸就创业梦想,457,1,1,0
98,html body text center table tr td table tr td table tr td font  ,•,463,1,1,0
99,html body text center table tr td table tr td table tr td font a font  ,住房装修污染敲警钟,466,1,1,0
100,html body text center table tr td table tr td table tr td font  ,•,473,1,1,0
101,html body text center table tr td table tr td table tr td font a font  ,得新技术者做新富豪,476,1,1,0
102,html body text center table tr td table tr td table tr td font  ,•,483,1,1,0
103,html body text center table tr td table tr td table tr td font a font  ,开冰淇淋店年赚60万,486,1,1,0
104,html body text center table tr td table tr td table tr td font  ,•,492,1,1,0
105,html body text center table tr td table tr td table tr td font a font  ,特高差价惊叹代理商,495,1,1,0
106,html body text center table tr td table tr td table tr td font  ,•,502,1,1,0
107,html body text center table tr td table tr td table tr td font a font  ,猫和老鼠童装专卖店,505,1,1,0
108,html body text center table tr td table tr td table tr td font a font  ,更多>>,513,0,1,0
109,html body text center table tr td table tr td table tr td a b font  ,专利信息,527,0,0,0
110,html body text center table tr td table tr td table tr td font  ,•,539,1,0,0
111,html body text center table tr td table tr td table tr td font a font  ,投资建材 年利百万,542,1,1,0
112,html body text center table tr td table tr td table tr td font  ,•,548,1,1,0
113,html body text center table tr td table tr td table tr td font a font  ,真正的环保乳胶漆,551,1,1,0
114,html body text center table tr td table tr td table tr td font  ,•,557,1,1,0
115,html body text center table tr td table tr td table tr td font a font  ,取代壁纸的金丝彩缎,560,1,1,0
116,html body text center table tr td table tr td table tr td font  ,•,566,1,1,0
117,html body text center table tr td table tr td table tr td font a font  ,最先进的超级雨刷漆,569,1,1,0
118,html body text center table tr td table tr td table tr td font  ,•,575,1,1,0
119,html body text center table tr td table tr td table tr td font a font  ,NM弹性防水材料,578,1,1,0
120,html body text center table tr td table tr td table tr td font  ,•,584,1,1,0
121,html body text center table tr td table tr td table tr td font a font  ,中化科城 化工专家,587,1,1,0
122,html body text center table tr td table tr td table tr td font  ,•,593,1,1,0
123,html body text center table tr td table tr td table tr td font a font  ,专利频道 广告招商,596,1,1,0
124,html body text center table tr td table tr td table tr td font  ,•,602,1,1,0
125,html body text center table tr td table tr td table tr td font a font  ,专利发明从娃娃做起,605,1,1,0
126,html body text center table tr td table tr td table tr td font  ,•,612,1,1,0
127,html body text center table tr td table tr td table tr td font a font  ,"""走马观花""看专交会",615,1,1,0
128,html body text center table tr td table tr td table tr td font a font  ,更多>>,623,0,1,0
129,html body text center table tr td table tr td table tr td font b  ,一周要闻回顾,653,0,0,0
130,html body text center table tr td table tr td table tr td  ,【,665,1,0,0
131,html body text center table tr td table tr td table tr td a  ,食品,667,1,1,0
132,html body text center table tr td table tr td table tr td  ,】,668,1,1,0
133,html body text center table tr td table tr td table tr td a  ,消费者到底该喝什么样的牛奶,670,1,1,0
134,html body text center table tr td table tr td table tr td  ,【,676,1,1,0
135,html body text center table tr td table tr td table tr td a  ,建设,678,1,1,0
136,html body text center table tr td table tr td table tr td  ,】,679,1,1,0
137,html body text center table tr td table tr td table tr td a  ,京沪房价疯涨到何时?,681,1,1,0
138,html body text center table tr td table tr td table tr td  ,【,688,1,1,0
139,html body text center table tr td table tr td table tr td a  ,食品,690,1,1,0
140,html body text center table tr td table tr td table tr td  ,】,691,1,1,0
141,html body text center table tr td table tr td table tr td a  ,假货生存调查：旧皮鞋变成假牛奶原料,693,1,1,0
142,html body text center table tr td table tr td table tr td  ,【,699,1,1,0
143,html body text center table tr td table tr td table tr td a  ,商贸,701,1,1,0
144,html body text center table tr td table tr td table tr td  ,】,702,1,1,0
145,html body text center table tr td table tr td table tr td a  ,外企女白领炒汇五周净赚了一辆宝来,704,1,1,0
146,html body text center table tr td table tr td table tr td  ,【,710,1,1,0
147,html body text center table tr td table tr td table tr td a  ,汽车,712,1,1,0
148,html body text center table tr td table tr td table tr td  ,】,713,1,1,0
149,html body text center table tr td table tr td table tr td a  ,鸡年车市掀起首轮降价潮,715,1,1,0
150,html body text center table tr td table tr td table tr td  ,【,721,1,1,0
151,html body text center table tr td table tr td table tr td a  ,招商,723,1,1,0
152,html body text center table tr td table tr td table tr td  ,】,724,1,1,0
153,html body text center table tr td table tr td table tr td a  ,"欧洲最大""尖端技术人才库""法AB登陆中国",726,1,1,0
154,html body text center table tr td table tr td table tr td font  ,【招聘】,733,1,1,0
155,html body text center table tr td table tr td table tr td a  ,新浪合作伙伴诚聘人才！,735,1,1,0
156,html body text center table tr td table tr td table tr td a  ,更多>>,742,0,1,0
157,html body text center table tr td table tr td table tr td table tbody tr td table tr td a  ,中国产经数据库,775,0,0,0
158,html body text center table tr td table tr td table tr td table tbody form tr td table tbody tr td div font  ,用 户,796,1,0,0
159,html body text center table tr td table tr td table tr td table tbody form tr td table tbody tr td div font  ,密 码,806,1,1,0
160,html body text center table tr td table tr td table tr td table tbody form tr td table tbody tr td div a  ,注册说明,816,0,1,0
161,html body text center table tr td table tr td table tr td table tbody form tr td table tr td table tr td a  ,更多资讯>>,834,1,0,0
162,html body text center table tr td table tr td table tr td table tbody form tr td table tr td table tr td a  ,诚征合作伙伴>>,840,0,1,0
163,html body text center table tr td a  ,新浪产业资讯媒体合作,873,1,0,0
164,html body text center table tr td a  ,欢迎批评指正,876,1,1,0
165,html body text center table tr td a  ,新浪简介,881,1,1,0
166,html body text center table tr td  ,|,882,1,1,0
167,html body text center table tr td a  ,About Sina,884,1,1,0
168,html body text center table tr td  ,|,885,1,1,0
169,html body text center table tr td a  ,广告服务,887,1,1,0
170,html body text center table tr td  ,|,888,1,1,0
171,html body text center table tr td a  ,联系我们,890,1,1,0
172,html body text center table tr td  ,|,891,1,1,0
173,html body text center table tr td a  ,招聘信息,893,1,1,0
174,html body text center table tr td  ,|,894,1,1,0
175,html body text center table tr td a  ,网站律师,896,1,1,0
176,html body text center table tr td  ,|,897,1,1,0
177,html body text center table tr td a  ,SINA English,899,1,1,0
178,html body text center table tr td  ,|,900,1,1,0
179,html body text center table tr td a  ,产品答疑,902,1,1,0
180,html body text center table tr td  ,Copyright © 1996 - 2005 SINA Inc. All Rights Reserved,907,1,1,0
181,html body text center table tr td a  ,版权所有,912,1,1,0
182,html body text center table tr td  ,新浪网,913,0,1,0
