,tag,content,counts,link_next,link_prev,label
35,html body text table tr td table tr td table tr td  ,2、已获本专业或相近专业硕士学位的在职人员，应届毕业硕士生(最迟在录取前能取得硕士学位)。,214,1,1,1
36,html body text table tr td table tr td table tr td  ,3、获得学士学位后六年或六年以上(从获得学士学位到博士生入学之日)并达到与硕士毕业生同等学力、讲师或相当于讲师以上职称的人员。,216,1,1,1
37,html body text table tr td table tr td table tr td  ,4、身体健康，符合国家规定的体检标准，年龄不超过45岁。,218,1,1,1
38,html body text table tr td table tr td table tr td  ,三、收费标准：,222,1,1,1
39,html body text table tr td table tr td table tr td  ,我院为科研单位，所收博士生应提供课题培养费，每人每年12000元(不含住宿费)。,224,1,1,1
40,html body text table tr td table tr td table tr td  ,四、报名日期、地点：,228,1,1,1
41,html body text table tr td table tr td table tr td  ,l、报名日期为2003年11月1日至2003年11月30日，外地考生可以提前函报。所有报名材料最迟在12月15目前《似邮戳为凭)哥招生单位。,230,1,1,1
42,html body text table tr td table tr td table tr td  ,2、报名地点：北京朝阳区新源里西l楼，中国艺术研究院研究生部招生办公室。,232,1,1,1
43,html body text table tr td table tr td table tr td  ,邮政编码：100027,234,1,1,1
44,html body text table tr td table tr td table tr td  ,联系电话：010-8448 896l,236,1,1,1
45,html body text table tr td table tr td table tr td  ,010一64676390．41lO,238,1,1,1
46,html body text table tr td table tr td table tr td  ,五、报名手续和提供的材料：,242,1,1,1
47,html body text table tr td table tr td table tr td  ,1、报名时先持(寄)考生本人身份证复印件、学历证书和毕业证书复印件及报名材料费150元后，向招生办索取全部报名材料。,244,1,1,1
48,html body text table tr td table tr td table tr td  ,2、填报登记表时，在职人员须由单位人事部门签署意见，应届毕业硕士生须所在学校研究生管理部门签署意见，应届委托培养生和其他委托培养生须由委托培养单位签署意见，其他非在职人员由档案所在的人才中心或街道人民政府签署意见。,246,1,1,1
49,html body text table tr td table tr td table tr td  ,3、所有报名材料按要求填齐后，报名者应于I2月15目前向招生办提供以下材料(逾期不予受理)：,248,1,1,1
50,html body text table tr td table tr td table tr td  ,(1)、报考中国艺术研究院研究生部攻读博士学位研究生登记袁、政治审查表、体格检查表(县级以上医院检查)。,250,1,1,1
51,html body text table tr td table tr td table tr td  ,(2)、两名副教授(或相当职称、)以上的专家推荐信。,252,1,1,1
52,html body text table tr td table tr td table tr td  ,(3)、硕士课程学习成绩单和硕士学位论文及评议书。,254,1,1,1
53,html body text table tr td table tr td table tr td  ,(4)、硕士学位证书原件(函报暂交复印件)，应届毕业生可先交学位授予单位的证明书(入学前验证硕士学位证书原件和补交硕士学位证书复印件)。,256,1,1,1
54,html body text table tr td table tr td table tr td  ,(5)、同等学力考生需提供大学本科毕业证书、学士学位证书和职称证书原件(函报暂交复印件)，学士学位课程学习或绩单和学位论文及评议书，同时交在公开刊物上发表的报考专业论文1．2篇或专著。,258,1,1,1
55,html body text table tr td table tr td table tr td  ,六、考试： ．,262,1,1,1
56,html body text table tr td table tr td table tr td  ,1、初试科目：外国语(英、俄、日任选一种)含听力，三门业务课。同等学力考生同时加试“政治理论”。和本专业两门硕士学位的课程。,264,1,1,1
57,html body text table tr td table tr td table tr td  ,2、初试时间：2004年3月底、4月初，我院寄发准考证时通知具体时间。,266,1,1,1
58,html body text table tr td table tr td table tr td  ,3、考试地点：中国艺术研究院研究生部。,268,1,1,1
59,html body text table tr td table tr td table tr td  ,4、复试时间：全部成绩公布后择优通知。,270,1,1,1
60,html body text table tr td table tr td table tr td  ,七、学习年限：三年,274,1,1,1
61,html body text table tr td table tr td table tr td  ,八、录取：． 贯彻“德、智、体、美全面衡量、择优录取、确保质量、宁缺毋滥’’．的原则；招收外单位定向培养博士生均实行合同制，招生单位与用人单位、用人单位与被录取考生之间在录取前签订培养合同。其余考生，录取时由考生、。我院人事处和研究生部三方签订协议书。,278,1,1,1
62,html body text table tr td table tr td table tr td  ,九、毕业生就业：,282,1,1,1
63,html body text table tr td table tr td table tr td  ,根据本人选报志愿、招生单位推荐、用人单位选择录用的原则进行(定向委托培养除外)。,284,1,1,1
64,html body text table tr td table tr td table tr td  ,十、其它：,288,1,1,1
65,html body text table tr td table tr td table tr td  ,1、上述规定，如与教育部颁发的招生简章不符，以教育部颁发的招生简章为准。,290,1,1,1
66,html body text table tr td table tr td table tr td  ,2、我部备有．攻读博士研究生入学考试专业课试题第一册(1992——1998)、第二册(1999——2001)，每册5元，另加邮资3元，函索即寄。,292,1,1,1
67,html body text table tr td table tr td table tr td  ,附：招生专业及考试科目,294,0,1,1
68,html body text table tr td table tr td table tr td div strong  ,学科、专业名称（代码）,306,1,0,1
69,html body text table tr td table tr td table tr td div strong  ,研究方向,308,1,1,1
70,html body text table tr td table tr td table tr td div strong  ,指导,313,1,1,1
71,html body text table tr td table tr td table tr td div strong  ,教师,315,1,1,1
72,html body text table tr td table tr td table tr td div strong  ,招生,320,1,1,1
73,html body text table tr td table tr td table tr td div strong  ,人数,322,1,1,1
74,html body text table tr td table tr td table tr td div strong  ,考试科目,327,1,1,1
75,html body text table tr td table tr td table tr td div strong  ,备注,332,1,1,1
76,html body text table tr td table tr td table tr td strong  ,050401 艺术学,340,1,1,1
77,html body text table tr td table tr td table tr td div  ,7,347,0,1,1
78,html body text table tr td table tr td table tr td  ,01艺术学原理,359,1,0,1
79,html body text table tr td table tr td table tr td div  ,刘梦溪,363,1,1,1
80,html body text table tr td table tr td table tr td  ,1、英语或俄语或日语,369,1,1,1
81,html body text table tr td table tr td table tr td  ,2、艺术概论,371,1,1,1
82,html body text table tr td table tr td table tr td  ,3、中国艺术史基础知识,373,1,1,1
83,html body text table tr td table tr td table tr td  ,4、艺术美学与哲学经典阅读,375,1,1,1
84,html body text table tr td table tr td table tr td div  ,新增点正在审批,379,1,1,1
85,html body text table tr td table tr td table tr td  ,02艺术文化学与艺术社会学,385,1,1,1
86,html body text table tr td table tr td table tr td  ,刘梦溪,388,1,1,1
87,html body text table tr td table tr td table tr td div  ,1、同上,395,1,1,1
88,html body text table tr td table tr td table tr td div  ,2、艺术概论,397,1,1,1
89,html body text table tr td table tr td table tr td div  ,3、文化批评,399,1,1,1
90,html body text table tr td table tr td table tr td div  ,4、中国现代学术思想史,401,1,1,1
91,html body text table tr td table tr td table tr td  ,以20世纪为中心,404,1,1,1
92,html body text table tr td table tr td table tr td  ,03艺术人类学,410,1,1,1
93,html body text table tr td table tr td table tr td  ,方李莉,413,1,1,1
94,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,420,1,1,1
95,html body text table tr td table tr td table tr td div  ,2、中外艺术史,422,1,1,1
96,html body text table tr td table tr td table tr td div  ,3、人类学的基本概念与原理,424,1,1,1
97,html body text table tr td table tr td table tr td div  ,4、艺术人类学的理论与方法,426,1,1,1
98,html body text table tr td table tr td table tr td  ,侧重美术,429,1,1,1
99,html body text table tr td table tr td table tr td  ,04艺术史与比较艺术研究,435,1,1,1
100,html body text table tr td table tr td table tr td  ,傅 谨,438,1,1,1
101,html body text table tr td table tr td table tr td  ,1、英语或俄语或日语,444,1,1,1
102,html body text table tr td table tr td table tr td  ,2、美学原理,446,1,1,1
103,html body text table tr td table tr td table tr td  ,3、中外艺术交流史,448,1,1,1
104,html body text table tr td table tr td table tr td  ,4、20世纪中国艺术史,450,1,1,1
105,html body text table tr td table tr td table tr td  ,戏剧史为中心,453,1,1,1
106,html body text table tr td table tr td table tr td  ,05艺术美学,459,1,1,1
107,html body text table tr td table tr td table tr td  ,傅 谨,462,1,1,1
108,html body text table tr td table tr td table tr td  ,1、同上,468,1,1,1
109,html body text table tr td table tr td table tr td  ,2、同上,470,1,1,1
110,html body text table tr td table tr td table tr td  ,3、艺术思潮与流派,472,1,1,1
111,html body text table tr td table tr td table tr td  ,4、艺术美学与哲学经典阅读,474,1,1,1
112,html body text table tr td table tr td table tr td  ,06中国宗教艺术,483,1,1,1
113,html body text table tr td table tr td table tr td  ,田 青,486,1,1,1
114,html body text table tr td table tr td table tr td  ,1、英语或俄语或日语,492,1,1,1
115,html body text table tr td table tr td table tr td  ,2、艺术概论,494,1,1,1
116,html body text table tr td table tr td table tr td  ,3、宗教史论,496,1,1,1
117,html body text table tr td table tr td table tr td  ,4、艺术作品分析,498,0,1,1
118,html body text table tr td table tr td table tr td strong  ,050402音乐学,509,1,0,1
119,html body text table tr td table tr td table tr td  ,9,515,1,1,1
120,html body text table tr td table tr td table tr td  ,选择音乐和美术,521,1,1,1
121,html body text table tr td table tr td table tr td  ,01中国音乐史,527,1,1,1
122,html body text table tr td table tr td table tr td  ,田 青,530,1,1,1
123,html body text table tr td table tr td table tr td  ,1、英语或俄语或日语,536,1,1,1
124,html body text table tr td table tr td table tr td  ,2、中国音乐史,538,1,1,1
125,html body text table tr td table tr td table tr td  ,3、民族音乐史,540,1,1,1
126,html body text table tr td table tr td table tr td  ,4、中外音乐作品分析,542,1,1,1
127,html body text table tr td table tr td table tr td  ,02中国古代音乐史,551,1,1,1
128,html body text table tr td table tr td table tr td  ,秦 序,554,1,1,1
129,html body text table tr td table tr td table tr td div  ,同 上,561,1,1,1
130,html body text table tr td table tr td table tr td  ,03中国传统音乐遗产研究,570,1,1,1
131,html body text table tr td table tr td table tr td  ,项 阳,573,1,1,1
132,html body text table tr td table tr td table tr td div  ,同 上,580,1,1,1
133,html body text table tr td table tr td table tr td  ,04音乐文化人类学,589,1,1,1
134,html body text table tr td table tr td table tr td  ,张振涛,592,1,1,1
135,html body text table tr td table tr td table tr td div  ,同 上,599,1,1,1
136,html body text table tr td table tr td table tr td  ,05音乐美学,608,1,1,1
137,html body text table tr td table tr td table tr td  ,韩钟恩,611,1,1,1
138,html body text table tr td table tr td table tr td div  ,同 上,618,1,1,1
139,html body text table tr td table tr td table tr td  ,06现代音乐批评,627,1,1,1
140,html body text table tr td table tr td table tr td  ,韩钟恩,630,1,1,1
141,html body text table tr td table tr td table tr td div  ,同 上,637,0,1,1
142,html body text table tr td table tr td table tr td strong  ,050403美术学,648,1,0,1
143,html body text table tr td table tr td table tr td  ,16,654,0,1,1
144,html body text table tr td table tr td table tr td  ,01中国画理论与创作,666,1,0,1
145,html body text table tr td table tr td table tr td  ,龙 瑞,669,1,1,1
146,html body text table tr td table tr td table tr td  ,1、英语或俄语或日语,675,1,1,1
147,html body text table tr td table tr td table tr td  ,2、中外美术史,677,1,1,1
148,html body text table tr td table tr td table tr td  ,3、美术理论及作品分析,679,1,1,1
149,html body text table tr td table tr td table tr td  ,4、中国传统山水画理论,681,1,1,1
150,html body text table tr td table tr td table tr td  ,02中国近现代美术,690,1,1,1
151,html body text table tr td table tr td table tr td  ,郎绍君,693,1,1,1
152,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,700,1,1,1
153,html body text table tr td table tr td table tr td div  ,2、中外美术史,702,1,1,1
154,html body text table tr td table tr td table tr td div  ,3、美术理论及作品分析,704,1,1,1
155,html body text table tr td table tr td table tr td div  ,4、中国美术理论批评史,706,1,1,1
156,html body text table tr td table tr td table tr td  ,03艺术设计学,715,1,1,1
157,html body text table tr td table tr td table tr td  ,翟 墨,718,1,1,1
158,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,725,1,1,1
159,html body text table tr td table tr td table tr td div  ,2、中外美术史,727,1,1,1
160,html body text table tr td table tr td table tr td div  ,3、美术理论及作品分析,729,1,1,1
161,html body text table tr td table tr td table tr td div  ,4、艺术设计学,731,1,1,1
162,html body text table tr td table tr td table tr td  ,04现代艺术理论,740,1,1,1
163,html body text table tr td table tr td table tr td  ,刘骁纯,743,1,1,1
164,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,750,1,1,1
165,html body text table tr td table tr td table tr td div  ,2、中外美术史,752,1,1,1
166,html body text table tr td table tr td table tr td div  ,3、美术理论及作品分析,754,1,1,1
167,html body text table tr td table tr td table tr td div  ,4、现代美术理论,756,1,1,1
168,html body text table tr td table tr td table tr td  ,05中国当代美术批评,765,1,1,1
169,html body text table tr td table tr td table tr td  ,张晓凌,768,1,1,1
170,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,775,1,1,1
171,html body text table tr td table tr td table tr td div  ,2、中外美术史,777,1,1,1
172,html body text table tr td table tr td table tr td div  ,3、美术理论及作品分析,779,1,1,1
173,html body text table tr td table tr td table tr td div  ,4、现代美术理论,781,1,1,1
174,html body text table tr td table tr td table tr td  ,06中国传统美术鉴藏,790,1,1,1
175,html body text table tr td table tr td table tr td  ,梁 江,793,1,1,1
176,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,800,1,1,1
177,html body text table tr td table tr td table tr td div  ,2、中外美术史,802,1,1,1
178,html body text table tr td table tr td table tr td div  ,3、美术理论及作品分析,804,1,1,1
179,html body text table tr td table tr td table tr td div  ,4、美术鉴藏史论,806,1,1,1
180,html body text table tr td table tr td table tr td  ,07雕塑历史及理论,815,1,1,1
181,html body text table tr td table tr td table tr td  ,顾 森,818,1,1,1
182,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,825,1,1,1
183,html body text table tr td table tr td table tr td div  ,2、中外美术史,827,1,1,1
184,html body text table tr td table tr td table tr td div  ,3、美术理论及作品分析,829,1,1,1
185,html body text table tr td table tr td table tr td div  ,4、环境艺术及公共性雕塑,831,1,1,1
186,html body text table tr td table tr td table tr td  ,08中国美术史及美术学基础理论,840,1,1,1
187,html body text table tr td table tr td table tr td  ,邓福星,843,1,1,1
188,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,850,1,1,1
189,html body text table tr td table tr td table tr td div  ,2、中外美术史,852,1,1,1
190,html body text table tr td table tr td table tr td div  ,3、美术理论及作品分析,854,1,1,1
191,html body text table tr td table tr td table tr td div  ,4、美术学基础,856,1,1,1
192,html body text table tr td table tr td table tr td  ,09陶艺研究与创作,865,1,1,1
193,html body text table tr td table tr td table tr td  ,朱乐耕,868,1,1,1
194,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,875,1,1,1
195,html body text table tr td table tr td table tr td div  ,2、中外美术史,877,1,1,1
196,html body text table tr td table tr td table tr td div  ,3、美术理论及作品分析,879,1,1,1
197,html body text table tr td table tr td table tr td div  ,4、中国陶艺史论,881,0,1,1
198,html body text table tr td table tr td table tr td strong  ,050405戏剧戏曲学,892,0,0,1
199,html body text table tr td table tr td table tr td  ,01戏曲创作论,910,1,0,1
200,html body text table tr td table tr td table tr td  ,王安葵,913,1,1,1
201,html body text table tr td table tr td table tr td  ,1、英语或俄语或日语,919,1,1,1
202,html body text table tr td table tr td table tr td  ,2、中国戏曲史,921,1,1,1
203,html body text table tr td table tr td table tr td  ,3、中国戏曲理论,923,1,1,1
204,html body text table tr td table tr td table tr td  ,4、戏曲创作论,925,1,1,1
205,html body text table tr td table tr td table tr td  ,02戏典文化学,934,1,1,1
206,html body text table tr td table tr td table tr td  ,刘 祯,937,1,1,1
207,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,944,1,1,1
208,html body text table tr td table tr td table tr td div  ,2、中国戏曲史,946,1,1,1
209,html body text table tr td table tr td table tr td div  ,3、中国戏曲理论,948,1,1,1
210,html body text table tr td table tr td table tr td div  ,4、戏曲文化学,950,1,1,1
211,html body text table tr td table tr td table tr td  ,03戏典表导演,959,1,1,1
212,html body text table tr td table tr td table tr td  ,黄在敏,962,1,1,1
213,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,969,1,1,1
214,html body text table tr td table tr td table tr td div  ,2、中国戏曲史,971,1,1,1
215,html body text table tr td table tr td table tr td div  ,3、中国戏曲理论,973,1,1,1
216,html body text table tr td table tr td table tr td div  ,4、导演理论与创作,975,1,1,1
217,html body text table tr td table tr td table tr td  ,04戏曲美学,984,1,1,1
218,html body text table tr td table tr td table tr td  ,贾志刚,987,1,1,1
219,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,994,1,1,1
220,html body text table tr td table tr td table tr td div  ,2、中国戏曲史,996,1,1,1
221,html body text table tr td table tr td table tr td div  ,3、中国戏曲理论,998,1,1,1
222,html body text table tr td table tr td table tr td div  ,4、戏曲美学,1000,1,1,1
223,html body text table tr td table tr td table tr td  ,05比较戏剧,1009,1,1,1
224,html body text table tr td table tr td table tr td  ,刘彦君,1012,1,1,1
225,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,1019,1,1,1
226,html body text table tr td table tr td table tr td div  ,2、中国戏曲史,1021,1,1,1
227,html body text table tr td table tr td table tr td div  ,3、中国戏曲理论,1023,1,1,1
228,html body text table tr td table tr td table tr td div  ,4、戏剧比较,1025,1,1,1
229,html body text table tr td table tr td table tr td  ,06戏曲民俗学,1034,1,1,1
230,html body text table tr td table tr td table tr td  ,刘文峰,1037,1,1,1
231,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,1044,1,1,1
232,html body text table tr td table tr td table tr td div  ,2、中国戏曲史,1046,1,1,1
233,html body text table tr td table tr td table tr td div  ,3、中国戏曲理论,1048,1,1,1
234,html body text table tr td table tr td table tr td div  ,4、戏曲民俗学,1050,1,1,1
235,html body text table tr td table tr td table tr td  ,07戏曲批评,1059,1,1,1
236,html body text table tr td table tr td table tr td  ,章诒和,1062,1,1,1
237,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,1069,1,1,1
238,html body text table tr td table tr td table tr td div  ,2、中国戏曲史,1071,1,1,1
239,html body text table tr td table tr td table tr td div  ,3、中国戏曲理论,1073,1,1,1
240,html body text table tr td table tr td table tr td div  ,4、戏曲批评,1075,0,1,1
241,html body text table tr td table tr td table tr td strong  ,050406电影学,1086,1,0,1
242,html body text table tr td table tr td table tr td div  ,4,1093,0,1,1
243,html body text table tr td table tr td table tr td  ,01当代电影,1105,1,0,1
244,html body text table tr td table tr td table tr td  ,章柏青,1108,1,1,1
245,html body text table tr td table tr td table tr td  ,1、英语或俄语或日语,1114,1,1,1
246,html body text table tr td table tr td table tr td  ,2、中外电影史,1116,1,1,1
247,html body text table tr td table tr td table tr td  ,3、电影美学,1118,1,1,1
248,html body text table tr td table tr td table tr td  ,4、电影社会学,1120,1,1,1
249,html body text table tr td table tr td table tr td  ,02电影观众与电影市场,1129,1,1,1
250,html body text table tr td table tr td table tr td  ,章柏青,1132,1,1,1
251,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,1139,1,1,1
252,html body text table tr td table tr td table tr td div  ,2、中外电影史,1141,1,1,1
253,html body text table tr td table tr td table tr td div  ,3、电影美学,1143,1,1,1
254,html body text table tr td table tr td table tr td div  ,4、电影社会学,1145,1,1,1
255,html body text table tr td table tr td table tr td  ,03中国电影史,1154,1,1,1
256,html body text table tr td table tr td table tr td  ,贾磊磊,1157,1,1,1
257,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,1164,1,1,1
258,html body text table tr td table tr td table tr td div  ,2、中外电影史,1166,1,1,1
259,html body text table tr td table tr td table tr td div  ,3、电影美学,1168,1,1,1
260,html body text table tr td table tr td table tr td div  ,4、电影社会学,1170,1,1,1
261,html body text table tr td table tr td table tr td  ,04外国电影,1179,1,1,1
262,html body text table tr td table tr td table tr td  ,贾磊磊,1182,1,1,1
263,html body text table tr td table tr td table tr td  ,1、英语或俄语或日语,1188,1,1,1
264,html body text table tr td table tr td table tr td  ,2、中外电影史,1190,1,1,1
265,html body text table tr td table tr td table tr td  ,3、电影美学,1192,1,1,1
266,html body text table tr td table tr td table tr td  ,4、电影社会学,1194,1,1,1
267,html body text table tr td table tr td table tr td  ,050408舞蹈学,1203,1,1,1
268,html body text table tr td table tr td table tr td div  ,4,1210,0,1,1
269,html body text table tr td table tr td table tr td  ,01舞蹈文化人类学,1222,1,0,1
270,html body text table tr td table tr td table tr td  ,1、英语或俄语或日语,1231,1,1,1
271,html body text table tr td table tr td table tr td  ,2、中国舞蹈史,1233,1,1,1
272,html body text table tr td table tr td table tr td  ,3、舞蹈理论,1235,1,1,1
273,html body text table tr td table tr td table tr td  ,4、当代舞蹈文化,1237,1,1,1
274,html body text table tr td table tr td table tr td  ,02舞蹈创作,1246,1,1,1
275,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,1256,1,1,1
276,html body text table tr td table tr td table tr td div  ,2、中国舞蹈史,1258,1,1,1
277,html body text table tr td table tr td table tr td div  ,3、舞蹈理论,1260,1,1,1
278,html body text table tr td table tr td table tr td div  ,4、当代舞蹈文化,1262,1,1,1
279,html body text table tr td table tr td table tr td  ,03西方舞蹈史,1271,1,1,1
280,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,1281,1,1,1
281,html body text table tr td table tr td table tr td div  ,2、中国舞蹈史,1283,1,1,1
282,html body text table tr td table tr td table tr td div  ,3、舞蹈理论,1285,1,1,1
283,html body text table tr td table tr td table tr td div  ,4、外国舞蹈史论,1287,1,1,1
284,html body text table tr td table tr td table tr td  ,04外国舞蹈理论,1296,1,1,1
285,html body text table tr td table tr td table tr td div  ,1、英语或俄语或日语,1306,1,1,1
286,html body text table tr td table tr td table tr td div  ,2、中国舞蹈史,1308,1,1,1
287,html body text table tr td table tr td table tr td div  ,3、舞蹈理论,1310,1,1,1
288,html body text table tr td table tr td table tr td div  ,4、当代舞蹈文化,1312,0,1,1
289,html body text table tr td table tr td div a font  ,发表评论,1335,0,0,0
290,html body text table tr td table tr td  ,Copyright © 2000-2006 CL2000.com. All rights reserved.,1348,0,0,0
