,tag,content,counts,link_next,link_prev,label
32,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td a  ,搜狐首页,210,1,0,0
33,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td  ,>,211,1,1,0
34,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td a  ,搜狐财经,213,1,1,0
35,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td  ,>,214,1,1,0
36,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td a  ,产经新闻,216,1,1,0
37,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td  ,>,217,1,1,0
38,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td a  ,聚焦SK-Ⅱ事件,219,1,1,0
39,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td  ,>,220,1,1,0
40,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td a  ,聚焦SK-II,222,0,1,0
41,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td h1  ,工商部门初定SKII广告属于虚假宣传,256,0,0,1
42,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td font  ,BUSINESS.SOHU.COM,269,1,0,0
43,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td font  ,2005年3月11日12:12 来源：[,272,1,1,0
44,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td font a font  ,人民网,275,1,1,0
45,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td font  ,],276,0,1,0
46,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,页面功能 【,287,1,0,0
47,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,我来说两句,289,1,1,0
48,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,】【,290,1,1,0
49,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,我要“揪”错,292,1,1,0
50,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,】【,293,1,1,0
51,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,推荐,295,1,1,0
52,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,】【字体：,296,1,1,0
53,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,大,298,1,1,0
54,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,中,301,1,1,0
55,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,小,304,1,1,0
56,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,】【,305,1,1,0
57,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,打印,307,1,1,0
58,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,】 【,308,1,1,0
59,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,关闭,310,1,1,0
60,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,】,311,0,1,0
61,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 table tbody tr td b a font  ,理财,341,1,0,0
62,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 table tbody tr td b font  ,：,343,1,1,0
63,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 table tbody tr td font a  ,为什么有人富了 而有人不行,346,1,1,0
64,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 table tbody tr td font a  ,银行还款是怎么算出来的,351,1,1,0
65,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 table tbody tr td font a  ,老公有钱 女人就高人一等吗,356,1,1,0
66,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 table tbody tr td b a font  ,股票,365,1,1,0
67,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 table tbody tr td b  ,：,366,1,1,0
68,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 table tbody tr td font a  ,中国股民一定要活下来,369,1,1,0
69,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 table tbody tr td font a  ,托起的千点能走多远,374,1,1,0
70,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 table tbody tr td font a  ,“国九条”成了谁的道具,379,1,1,0
71,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 table tbody tr td b a font  ,评论,387,1,1,0
72,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 table tbody tr td b font  ,：,389,1,1,0
73,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 table tbody tr td a font  ,马英九胜利得太窝囊了,392,1,1,0
74,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 table tbody tr td a  ,中国人应该感激格林斯潘,396,1,1,0
75,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 table tbody tr td a  ,“买椟还珠”与商品过度包装,400,1,1,0
76,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 a font b  ,发送GP到6666 随时随地查行情,407,1,1,0
77,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 p  ,“使用4周后，肌肤年轻12年，细纹减少47%，这是个明显存在误导成分的虚假宣传。”昨日，江西省南昌市工商局公平交易局办案人员肖冰言之确凿地告诉记者，SK-II紧肤抗皱精华乳广告违反了中华人民共和国《反不正当竞争法》。,410,1,1,1
78,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 p  ,“我们感到不可理解。”对这个初步认定，宝洁集团公关总监裴逸群显得颇为惊讶，她还首度向本报记者自曝实验秘密，并称举报人“动机不纯”。,415,1,1,1
79,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 p  ,而武汉市工商局有关负责人告诉记者，既然具体办案人员认定其属于“虚假宣传”，从事实上来说基本已定性，最终更改的可能性不大。但是，从法律程序上说，应该以工商部门的最终处罚决定书为准。,418,1,1,1
80,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 p strong  ,宝洁自曝“实验秘密”,422,1,1,1
81,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 p  ,3月8日，南昌工商局“暂扣”了在南昌凯美百货销售的12支SK-II涉案产品及32本广告宣传资料。“因为此类宣传明显缺少法律依据，也不可能存在法律证据。”肖冰解释，比如最简单的一点，就是没有明确规定使用年龄段。至于安全问题，肖冰表示正在向有关部门了解，现在还不能确定其中所含的氢氧化钠成分是否对人体有害。,425,1,1,1
82,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 p  ,此外肖冰还表示，对涉案产品的包装问题也还不能定性，因为应销售商要求，他们对产品进行了封装处理，要等SK-II相关人士到场，才能拆封。,428,1,1,1
83,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 p  ,上海汇达丰律师事务所有关律师接受记者采访时称，《广告法》有明确规定，不能对产品的性能和效果进行夸大宣传。但对具体的SK-II紧肤抗皱精华乳到底是否构成“虚假宣传”，要看其功能效果到底如何，是否夸大宣传则要经过工商局最后核准。,431,1,1,1
84,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 p  ,“这个产品经过系列安全检测，通过各种检验审批，符合各项法律法规。”除了再次向记者强调连日来在众媒体上发出的声明之外，裴逸群还向本报记者透露了“使用4周后，肌肤年轻12年，细纹减少47%“的实验秘密：实验仪器为日本研制的BIS肌肤测龄仪。SK-II紧肤抗皱精华乳在日本经消费者使用，后经仪器收集和计算，发现参与测试的消费者的平均肌肤年龄减少2.99岁，最好效果的使用者年龄减小12.06岁。减少细纹47%也是同理测出。,434,1,1,1
85,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 p  ,“消费者可以不相信仪器，但绝对不能说我们是虚假宣传，国家法律并没有规定不能用仪器来测试年龄，也没有规定用什么仪器来测试年龄。总之我们有数据说话，就不能说我们是虚假宣传。”裴逸群表示。,437,1,1,1
86,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 p strong  ,举报人“寻而不得”,441,1,1,1
87,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 p  ,裴逸群对整个事件过程持有两点质疑。,444,1,1,1
88,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 p  ,“作为消费者，使用产品不适，不是第一时间联系厂家咨询与请求指导，而是通过媒体进行系列炒作，还特意嘱咐报道记者对宝洁方面保密自己的联系方式，这点让人感到非常奇怪。”裴逸群表示挥芯哟ビ肫し舨馐裕遣恢滥俏幌颜呤欠袷鞘褂肧K-II产品而出现皮肤问题，也不知道其使用的是否是真正的SK-II产品，他们至今还在努力寻找江西吕姓消费者。,447,1,1,1
89,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 p  ,“此外，她聘请的所谓代理律师，经我们了解，实际上只是一名自由人。”此是裴逸群质疑之二。,450,1,1,1
90,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 p  ,肖冰对吕姓消费者的一些行径也表示“怀疑”，他向记者透露，吕姓女士先是直接到江西省工商局投诉，后被省局转到南昌市局解决。肖冰还称，吕女士于8日自行召开了一个新闻发布会，并擅自把肖的电话告诉各媒体记者，导致肖近两日每天都会接到10余个长途电话，这让肖感到”她应该有自己的个人目的。”,453,1,1,1
91,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 p  ,“这实际上只是一个普通案件，但可能由于媒体关注和涉案品牌知名度，受关注度尤其大。”肖冰称，近两年，化妆品投诉不少，但多是一些不入流，如一些小美容院使用的产品遭遇投诉较多。,456,1,1,1
92,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 p  ,据记者了解，江西工商局没有与其他地方工商局连手调查SK-II涉案产品。上海市工商局办公室一女性工作人员昨也向记者证实，到目前为止，没有接到查处SK-II相关产品的通知。记者致电上海、武汉等地商场人士，他们多表示目前并没接到相关整治通知，相关产品销售目前尚未受到明显影响。,459,1,1,1
93,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 p  ,而一个背景是，近年来，雅诗兰黛、兰蔻、SK-II、倩碧、香奈尔、CD、资生堂七大国际顶尖化妆品品牌纷纷入驻中国，目前在消费增长快速的中国市场正上演激烈的“争夺赛”。,462,1,1,1
94,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td sohu_cms_include:business_articlefrag1 p  ,（ 责任编辑：魏喆 ）,464,0,1,0
95,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,页面功能 【,499,1,0,0
96,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,我来说两句,501,1,1,0
97,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,】【,502,1,1,0
98,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,我要“揪”错,504,1,1,0
99,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,】【,505,1,1,0
100,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,推荐,507,1,1,0
101,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,】【字体：,508,1,1,0
102,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,大,510,1,1,0
103,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,中,513,1,1,0
104,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,小,516,1,1,0
105,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,】【,517,1,1,0
106,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,打印,519,1,1,0
107,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,】 【,520,1,1,0
108,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td a  ,关闭,522,1,1,0
109,html body text sohu_cms_include:caij_homepage_style center table tr td table tr td table tr td  ,】,523,0,1,0
110,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td  ,■,559,1,0,0
111,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td span strong  ,相关链接,562,0,1,0
112,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td table tr td font  ,■ 我来说两句,616,0,0,0
113,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td table tr td table form tr td table tr td b  ,用 户：,636,1,0,0
114,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td table tr td table form tr td table tr td b  ,匿名发出：,640,0,1,0
115,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td table tr td table form tr td table tr td  ,请各位遵纪守法并注意语言文明。,655,0,0,0
116,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td table tr td table form tr td table tr td a  ,*经营许可证编号：京ICP00000008号,691,1,0,0
117,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td table tr td table form tr td table tr td a  ,*《互联网电子公告服务管理规定》,695,1,1,0
118,html body text sohu_cms_include:caij_homepage_style center table tr td sohushieldcode table tr td table tr td table form tr td table tr td a  ,*《全国人大常委会关于维护互联网安全的规定》,699,0,1,0
119,html body text sohu_cms_include:caij_homepage_style center sohushieldcode table tr td sohu_cms_include:caij_homepage_contactus a  ,-- 给编辑写信,813,0,0,0
120,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div a  ,ChinaRen,833,1,0,0
121,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div  ,-,834,1,1,0
122,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div a  ,繁体版,836,1,1,0
123,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div  ,-,837,1,1,0
124,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div a  ,搜狐招聘,839,1,1,0
125,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div  ,-,840,1,1,0
126,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div a  ,网站登录,842,1,1,0
127,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div  ,-,843,1,1,0
128,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div a  ,网站建设,845,1,1,0
129,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div  ,-,846,1,1,0
130,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div a  ,设置首页,848,1,1,0
131,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div  ,-,849,1,1,0
132,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div a  ,广告服务,851,1,1,0
133,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div  ,-,852,1,1,0
134,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div a  ,联系方式,854,1,1,0
135,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div  ,-,855,1,1,0
136,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div a  ,保护隐私权,857,1,1,0
137,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div  ,-,858,1,1,0
138,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div a  ,About SOHU,860,1,1,0
139,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div  ,-,861,1,1,0
140,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div a  ,公司介绍,863,1,1,0
141,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div  ,搜狐财经频道联系方式：热线电话 (010)62726113或62726112,865,1,1,0
142,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div span  ,Copyright© 2005 Sohu.com Inc. All rights reserved. 搜狐公司,869,1,1,0
143,html body text sohu_cms_include:caij_homepage_style center sohufootercode sohu_cms_include:caij_article_foot table tbody tr td div span a  ,版权所有,871,0,1,0
144,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:sohu_news_sms_031211 table tr td table form tr td table tr td b  ,短信内容：,966,1,0,0
145,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:sohu_news_sms_031211 table tr td table form tr td table tr td textarea  ,春风洋溢你；家人关心你；爱情滋润你；财神系着你；朋友忠于你；我这儿祝福你；幸运之星永远照着你！,974,0,1,0
146,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:sohu_news_sms_031211 table tr td table form tr td table tr td b  ,手 机,992,0,0,0
147,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:sohu_news_sms_031211 table tr td table form tr td table tr td a font  ,自写包月5分钱/条,1016,1,0,0
148,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:sohu_news_sms_031211 table tr td table form tr td table tr td a  ,更多>>,1021,0,1,0
149,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:sohu_news_sms_031211 table tr td table form tr td table tr td a font  ,搜狐天气为你抢先报！,1039,1,0,0
150,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:sohu_news_sms_031211 table tr td table form tr td table tr td a font  ,魔力占卜姻缘一线牵！,1044,0,1,0
151,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:sohu_news_sms_031211 table tr td table form tr td table tr td a font  ,金币不是赚的是抢的！,1062,1,0,0
152,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:sohu_news_sms_031211 table tr td table form tr td table tr td a font  ,爱情玄机任由你游戏！,1067,0,1,0
153,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:sohu_news_sms_031211 table tr td table form tr td table tr td a font  ,猪八戒这样泡到紫霞！,1085,1,0,0
154,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:sohu_news_sms_031211 table tr td table form tr td table tr td a font  ,帅哥一定要看的宝典！,1090,0,1,0
155,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:sohu_news_sms_031211 table tr td table form tr td table tr td a font  ,你受哪颗星星的庇护？,1108,1,0,0
156,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:sohu_news_sms_031211 table tr td table form tr td table tr td a font  ,萨达姆最新关押照片！,1113,1,1,0
157,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:sohu_news_sms_031211  ,^Backfill>,1123,0,1,0
158,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table tr td a  ,精彩彩信,1180,1,0,0
159,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table tr td  ,：,1181,0,1,0
160,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table tr td span  ,[,1229,1,0,0
161,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table tr td span a  ,和弦,1231,1,1,0
162,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table tr td span  ,],1232,1,1,0
163,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table tr td a  ,两极,1234,1,1,0
164,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table tr td a  ,一分钟追悔,1237,1,1,0
165,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table tr td a  ,Forever Love,1246,1,1,0
166,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table tr td span  ,[,1255,1,1,0
167,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table tr td span a  ,音效,1257,1,1,0
168,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table tr td span  ,],1258,1,1,0
169,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table tr td a  ,天下无贼主题曲,1260,0,1,0
170,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table form tr td select option  ,和弦,1282,1,0,0
171,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table form tr td select option  ,音效,1285,1,1,0
172,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table form tr td select option  ,图片,1288,1,1,0
173,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table form tr td select option  ,动画,1291,0,1,0
174,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table tr td a  ,GoodFeel铃声,1314,1,0,0
175,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table tr td  ,： 			,1315,0,1,0
176,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table tr td span  ,[,1353,1,0,0
177,html body text sohu_cms_include:caij_homepage_style span backfill sohu_cms_include:cs_hp_article_below_sms sohu_cms_include:caij_article_sms table tr td table tr td table tr td span a  ,原唱歌曲,1355,1,1,0
